x,u
0.000000e+00,9.536064e-01
1.000000e-02,9.535910e-01
2.000000e-02,9.535769e-01
3.000000e-02,9.535589e-01
4.000000e-02,9.535359e-01
5.000000e-02,9.535077e-01
6.000000e-02,9.534742e-01
7.000000e-02,9.534353e-01
8.000000e-02,9.533910e-01
9.000000e-02,9.533414e-01
1.000000e-01,9.532864e-01
1.100000e-01,9.532261e-01
1.200000e-01,9.531603e-01
1.300000e-01,9.530892e-01
1.400000e-01,9.530127e-01
1.500000e-01,9.529309e-01
1.600000e-01,9.528436e-01
1.700000e-01,9.527510e-01
1.800000e-01,9.526530e-01
1.900000e-01,9.525496e-01
2.000000e-01,9.524408e-01
2.100000e-01,9.523267e-01
2.200000e-01,9.522071e-01
2.300000e-01,9.520822e-01
2.400000e-01,9.519519e-01
2.500000e-01,9.518163e-01
2.600000e-01,9.516752e-01
2.700000e-01,9.515288e-01
2.800000e-01,9.513770e-01
2.900000e-01,9.512198e-01
3.000000e-01,9.510572e-01
3.100000e-01,9.508892e-01
3.200000e-01,9.507158e-01
3.300000e-01,9.505371e-01
3.400000e-01,9.503529e-01
3.500000e-01,9.501634e-01
3.600000e-01,9.499685e-01
3.700000e-01,9.497682e-01
3.800000e-01,9.495625e-01
3.900000e-01,9.493514e-01
4.000000e-01,9.491350e-01
4.100000e-01,9.489131e-01
4.200000e-01,9.486858e-01
4.300000e-01,9.484532e-01
4.400000e-01,9.482151e-01
4.500000e-01,9.479717e-01
4.600000e-01,9.477229e-01
4.700000e-01,9.474686e-01
4.800000e-01,9.472090e-01
4.900000e-01,9.469440e-01
5.000000e-01,9.466736e-01
5.100000e-01,9.463977e-01
5.200000e-01,9.461165e-01
5.300000e-01,9.458299e-01
5.400000e-01,9.455379e-01
5.500000e-01,9.452405e-01
5.600000e-01,9.449377e-01
5.700000e-01,9.446295e-01
5.800000e-01,9.443159e-01
5.900000e-01,9.439969e-01
6.000000e-01,9.436724e-01
6.100000e-01,9.433426e-01
6.200000e-01,9.430074e-01
6.300000e-01,9.426668e-01
6.400000e-01,9.423208e-01
6.500000e-01,9.419694e-01
6.600000e-01,9.416126e-01
6.700000e-01,9.412504e-01
6.800000e-01,9.408828e-01
6.900000e-01,9.405098e-01
7.000000e-01,9.401314e-01
7.100000e-01,9.397476e-01
7.200000e-01,9.393585e-01
7.300000e-01,9.389639e-01
7.400000e-01,9.385639e-01
7.500000e-01,9.381585e-01
7.600000e-01,9.377478e-01
7.700000e-01,9.373317e-01
7.800000e-01,9.369101e-01
7.900000e-01,9.364832e-01
8.000000e-01,9.360509e-01
8.100000e-01,9.356132e-01
8.200000e-01,9.351702e-01
8.300000e-01,9.347217e-01
8.400000e-01,9.342679e-01
8.500000e-01,9.338087e-01
8.600000e-01,9.333441e-01
8.700000e-01,9.328741e-01
8.800000e-01,9.323988e-01
8.900000e-01,9.319181e-01
9.000000e-01,9.314321e-01
9.100000e-01,9.309407e-01
9.200000e-01,9.304439e-01
9.300000e-01,9.299418e-01
9.400000e-01,9.294343e-01
9.500000e-01,9.289214e-01
9.600000e-01,9.284033e-01
9.700000e-01,9.278797e-01
9.800000e-01,9.273509e-01
9.900000e-01,9.268208e-01
