x,u
0.000000e+00,9.368842e-01
1.000000e-02,9.368688e-01
2.000000e-02,9.368547e-01
3.000000e-02,9.368367e-01
4.000000e-02,9.368137e-01
5.000000e-02,9.367855e-01
6.000000e-02,9.367520e-01
7.000000e-02,9.367131e-01
8.000000e-02,9.366689e-01
9.000000e-02,9.366193e-01
1.000000e-01,9.365643e-01
1.100000e-01,9.365039e-01
1.200000e-01,9.364382e-01
1.300000e-01,9.363671e-01
1.400000e-01,9.362907e-01
1.500000e-01,9.362088e-01
1.600000e-01,9.361216e-01
1.700000e-01,9.360290e-01
1.800000e-01,9.359311e-01
1.900000e-01,9.358278e-01
2.000000e-01,9.357191e-01
2.100000e-01,9.356050e-01
2.200000e-01,9.354856e-01
2.300000e-01,9.353608e-01
2.400000e-01,9.352307e-01
2.500000e-01,9.350952e-01
2.600000e-01,9.349543e-01
2.700000e-01,9.348081e-01
2.800000e-01,9.346564e-01
2.900000e-01,9.344995e-01
3.000000e-01,9.343372e-01
3.100000e-01,9.341695e-01
3.200000e-01,9.339964e-01
3.300000e-01,9.338180e-01
3.400000e-01,9.336343e-01
3.500000e-01,9.334451e-01
3.600000e-01,9.332507e-01
3.700000e-01,9.330508e-01
3.800000e-01,9.328457e-01
3.900000e-01,9.326351e-01
4.000000e-01,9.324193e-01
4.100000e-01,9.321980e-01
4.200000e-01,9.319715e-01
4.300000e-01,9.317396e-01
4.400000e-01,9.315023e-01
4.500000e-01,9.312597e-01
4.600000e-01,9.310117e-01
4.700000e-01,9.307584e-01
4.800000e-01,9.304998e-01
4.900000e-01,9.302359e-01
5.000000e-01,9.299666e-01
5.100000e-01,9.296919e-01
5.200000e-01,9.294120e-01
5.300000e-01,9.291267e-01
5.400000e-01,9.288360e-01
5.500000e-01,9.285401e-01
5.600000e-01,9.282388e-01
5.700000e-01,9.279322e-01
5.800000e-01,9.276203e-01
5.900000e-01,9.273031e-01
6.000000e-01,9.269805e-01
6.100000e-01,9.266526e-01
6.200000e-01,9.263195e-01
6.300000e-01,9.259810e-01
6.400000e-01,9.256372e-01
6.500000e-01,9.252881e-01
6.600000e-01,9.249336e-01
6.700000e-01,9.245739e-01
6.800000e-01,9.242089e-01
6.900000e-01,9.238386e-01
7.000000e-01,9.234630e-01
7.100000e-01,9.230822e-01
7.200000e-01,9.226960e-01
7.300000e-01,9.223045e-01
7.400000e-01,9.219078e-01
7.500000e-01,9.215058e-01
7.600000e-01,9.210985e-01
7.700000e-01,9.206860e-01
7.800000e-01,9.202681e-01
7.900000e-01,9.198450e-01
8.000000e-01,9.194167e-01
8.100000e-01,9.189831e-01
8.200000e-01,9.185442e-01
8.300000e-01,9.181001e-01
8.400000e-01,9.176507e-01
8.500000e-01,9.171961e-01
8.600000e-01,9.167363e-01
8.700000e-01,9.162712e-01
8.800000e-01,9.158009e-01
8.900000e-01,9.153253e-01
9.000000e-01,9.148445e-01
9.100000e-01,9.143586e-01
9.200000e-01,9.138673e-01
9.300000e-01,9.133709e-01
9.400000e-01,9.128693e-01
9.500000e-01,9.123625e-01
9.600000e-01,9.118504e-01
9.700000e-01,9.113332e-01
9.800000e-01,9.108108e-01
9.900000e-01,9.102873e-01
