x,u
0.000000e+00,9.838326e-01
1.000000e-02,9.838193e-01
2.000000e-02,9.838072e-01
3.000000e-02,9.837916e-01
4.000000e-02,9.837717e-01
5.000000e-02,9.837473e-01
6.000000e-02,9.837182e-01
7.000000e-02,9.836845e-01
8.000000e-02,9.836462e-01
9.000000e-02,9.836032e-01
1.000000e-01,9.835556e-01
1.100000e-01,9.835032e-01
1.200000e-01,9.834462e-01
1.300000e-01,9.833844e-01
1.400000e-01,9.833180e-01
1.500000e-01,9.832469e-01
1.600000e-01,9.831710e-01
1.700000e-01,9.830904e-01
1.800000e-01,9.830051e-01
1.900000e-01,9.829150e-01
2.000000e-01,9.828202e-01
2.100000e-01,9.827205e-01
2.200000e-01,9.826162e-01
2.300000e-01,9.825070e-01
2.400000e-01,9.823930e-01
2.500000e-01,9.822742e-01
2.600000e-01,9.821506e-01
2.700000e-01,9.820221e-01
2.800000e-01,9.818887e-01
2.900000e-01,9.817505e-01
3.000000e-01,9.816074e-01
3.100000e-01,9.814594e-01
3.200000e-01,9.813065e-01
3.300000e-01,9.811486e-01
3.400000e-01,9.809858e-01
3.500000e-01,9.808181e-01
3.600000e-01,9.806453e-01
3.700000e-01,9.804675e-01
3.800000e-01,9.802847e-01
3.900000e-01,9.800969e-01
4.000000e-01,9.799040e-01
4.100000e-01,9.797061e-01
4.200000e-01,9.795030e-01
4.300000e-01,9.792948e-01
4.400000e-01,9.790815e-01
4.500000e-01,9.788631e-01
4.600000e-01,9.786395e-01
4.700000e-01,9.784106e-01
4.800000e-01,9.781766e-01
4.900000e-01,9.779374e-01
5.000000e-01,9.776928e-01
5.100000e-01,9.774431e-01
5.200000e-01,9.771880e-01
5.300000e-01,9.769276e-01
5.400000e-01,9.766619e-01
5.500000e-01,9.763908e-01
5.600000e-01,9.761143e-01
5.700000e-01,9.758325e-01
5.800000e-01,9.755452e-01
5.900000e-01,9.752525e-01
6.000000e-01,9.749543e-01
6.100000e-01,9.746507e-01
6.200000e-01,9.743416e-01
6.300000e-01,9.740269e-01
6.400000e-01,9.737067e-01
6.500000e-01,9.733810e-01
6.600000e-01,9.730496e-01
6.700000e-01,9.727127e-01
6.800000e-01,9.723702e-01
6.900000e-01,9.720220e-01
7.000000e-01,9.716681e-01
7.100000e-01,9.713086e-01
7.200000e-01,9.709434e-01
7.300000e-01,9.705725e-01
7.400000e-01,9.701958e-01
7.500000e-01,9.698134e-01
7.600000e-01,9.694252e-01
7.700000e-01,9.690313e-01
7.800000e-01,9.686315e-01
7.900000e-01,9.682259e-01
8.000000e-01,9.678145e-01
8.100000e-01,9.673973e-01
8.200000e-01,9.669741e-01
8.300000e-01,9.665451e-01
8.400000e-01,9.661102e-01
8.500000e-01,9.656694e-01
8.600000e-01,9.652226e-01
8.700000e-01,9.647700e-01
8.800000e-01,9.643113e-01
8.900000e-01,9.638467e-01
9.000000e-01,9.633762e-01
9.100000e-01,9.628996e-01
9.200000e-01,9.624170e-01
9.300000e-01,9.619285e-01
9.400000e-01,9.614339e-01
9.500000e-01,9.609332e-01
9.600000e-01,9.604266e-01
9.700000e-01,9.599139e-01
9.800000e-01,9.593951e-01
9.900000e-01,9.588746e-01
