x,u
0.000000e+00,9.554603e-01
1.000000e-02,9.554450e-01
2.000000e-02,9.554310e-01
3.000000e-02,9.554130e-01
4.000000e-02,9.553900e-01
5.000000e-02,9.553618e-01
6.000000e-02,9.553283e-01
7.000000e-02,9.552895e-01
8.000000e-02,9.552453e-01
9.000000e-02,9.551958e-01
1.000000e-01,9.551409e-01
1.100000e-01,9.550806e-01
1.200000e-01,9.550149e-01
1.300000e-01,9.549439e-01
1.400000e-01,9.548675e-01
1.500000e-01,9.547858e-01
1.600000e-01,9.546986e-01
1.700000e-01,9.546061e-01
1.800000e-01,9.545082e-01
1.900000e-01,9.544050e-01
2.000000e-01,9.542963e-01
2.100000e-01,9.541823e-01
2.200000e-01,9.540630e-01
2.300000e-01,9.539382e-01
2.400000e-01,9.538081e-01
2.500000e-01,9.536726e-01
2.600000e-01,9.535317e-01
2.700000e-01,9.533854e-01
2.800000e-01,9.532338e-01
2.900000e-01,9.530767e-01
3.000000e-01,9.529143e-01
3.100000e-01,9.527465e-01
3.200000e-01,9.525733e-01
3.300000e-01,9.523948e-01
3.400000e-01,9.522108e-01
3.500000e-01,9.520215e-01
3.600000e-01,9.518268e-01
3.700000e-01,9.516266e-01
3.800000e-01,9.514211e-01
3.900000e-01,9.512103e-01
4.000000e-01,9.509940e-01
4.100000e-01,9.507723e-01
4.200000e-01,9.505452e-01
4.300000e-01,9.503127e-01
4.400000e-01,9.500749e-01
4.500000e-01,9.498316e-01
4.600000e-01,9.495830e-01
4.700000e-01,9.493289e-01
4.800000e-01,9.490695e-01
4.900000e-01,9.488046e-01
5.000000e-01,9.485344e-01
5.100000e-01,9.482587e-01
5.200000e-01,9.479776e-01
5.300000e-01,9.476912e-01
5.400000e-01,9.473993e-01
5.500000e-01,9.471020e-01
5.600000e-01,9.467993e-01
5.700000e-01,9.464913e-01
5.800000e-01,9.461778e-01
5.900000e-01,9.458589e-01
6.000000e-01,9.455346e-01
6.100000e-01,9.452048e-01
6.200000e-01,9.448697e-01
6.300000e-01,9.445292e-01
6.400000e-01,9.441832e-01
6.500000e-01,9.438319e-01
6.600000e-01,9.434751e-01
6.700000e-01,9.431130e-01
6.800000e-01,9.427454e-01
6.900000e-01,9.423724e-01
7.000000e-01,9.419940e-01
7.100000e-01,9.416102e-01
7.200000e-01,9.412210e-01
7.300000e-01,9.408264e-01
7.400000e-01,9.404263e-01
7.500000e-01,9.400209e-01
7.600000e-01,9.396101e-01
7.700000e-01,9.391938e-01
7.800000e-01,9.387722e-01
7.900000e-01,9.383451e-01
8.000000e-01,9.379127e-01
8.100000e-01,9.374748e-01
8.200000e-01,9.370316e-01
8.300000e-01,9.365829e-01
8.400000e-01,9.361289e-01
8.500000e-01,9.356695e-01
8.600000e-01,9.352046e-01
8.700000e-01,9.347344e-01
8.800000e-01,9.342588e-01
8.900000e-01,9.337778e-01
9.000000e-01,9.332914e-01
9.100000e-01,9.327997e-01
9.200000e-01,9.323025e-01
9.300000e-01,9.318000e-01
9.400000e-01,9.312921e-01
9.500000e-01,9.307789e-01
9.600000e-01,9.302602e-01
9.700000e-01,9.297362e-01
9.800000e-01,9.292069e-01
9.900000e-01,9.286763e-01
