x,u
0.000000e+00,9.600805e-01
1.000000e-02,9.600652e-01
2.000000e-02,9.600513e-01
3.000000e-02,9.600334e-01
4.000000e-02,9.600106e-01
5.000000e-02,9.599825e-01
6.000000e-02,9.599492e-01
7.000000e-02,9.599106e-01
8.000000e-02,9.598666e-01
9.000000e-02,9.598174e-01
1.000000e-01,9.597627e-01
1.100000e-01,9.597028e-01
1.200000e-01,9.596375e-01
1.300000e-01,9.595668e-01
1.400000e-01,9.594908e-01
1.500000e-01,9.594095e-01
1.600000e-01,9.593228e-01
1.700000e-01,9.592308e-01
1.800000e-01,9.591334e-01
1.900000e-01,9.590306e-01
2.000000e-01,9.589226e-01
2.100000e-01,9.588091e-01
2.200000e-01,9.586903e-01
2.300000e-01,9.585662e-01
2.400000e-01,9.584367e-01
2.500000e-01,9.583018e-01
2.600000e-01,9.581616e-01
2.700000e-01,9.580160e-01
2.800000e-01,9.578650e-01
2.900000e-01,9.577087e-01
3.000000e-01,9.575470e-01
3.100000e-01,9.573800e-01
3.200000e-01,9.572076e-01
3.300000e-01,9.570298e-01
3.400000e-01,9.568466e-01
3.500000e-01,9.566580e-01
3.600000e-01,9.564641e-01
3.700000e-01,9.562648e-01
3.800000e-01,9.560601e-01
3.900000e-01,9.558501e-01
4.000000e-01,9.556346e-01
4.100000e-01,9.554137e-01
4.200000e-01,9.551875e-01
4.300000e-01,9.549559e-01
4.400000e-01,9.547188e-01
4.500000e-01,9.544764e-01
4.600000e-01,9.542286e-01
4.700000e-01,9.539754e-01
4.800000e-01,9.537167e-01
4.900000e-01,9.534527e-01
5.000000e-01,9.531832e-01
5.100000e-01,9.529084e-01
5.200000e-01,9.526281e-01
5.300000e-01,9.523424e-01
5.400000e-01,9.520513e-01
5.500000e-01,9.517548e-01
5.600000e-01,9.514529e-01
5.700000e-01,9.511455e-01
5.800000e-01,9.508328e-01
5.900000e-01,9.505145e-01
6.000000e-01,9.501909e-01
6.100000e-01,9.498619e-01
6.200000e-01,9.495274e-01
6.300000e-01,9.491874e-01
6.400000e-01,9.488421e-01
6.500000e-01,9.484913e-01
6.600000e-01,9.481351e-01
6.700000e-01,9.477734e-01
6.800000e-01,9.474063e-01
6.900000e-01,9.470338e-01
7.000000e-01,9.466558e-01
7.100000e-01,9.462724e-01
7.200000e-01,9.458835e-01
7.300000e-01,9.454892e-01
7.400000e-01,9.450894e-01
7.500000e-01,9.446842e-01
7.600000e-01,9.442736e-01
7.700000e-01,9.438575e-01
7.800000e-01,9.434360e-01
7.900000e-01,9.430090e-01
8.000000e-01,9.425766e-01
8.100000e-01,9.421387e-01
8.200000e-01,9.416954e-01
8.300000e-01,9.412467e-01
8.400000e-01,9.407925e-01
8.500000e-01,9.403328e-01
8.600000e-01,9.398678e-01
8.700000e-01,9.393972e-01
8.800000e-01,9.389213e-01
8.900000e-01,9.384399e-01
9.000000e-01,9.379530e-01
9.100000e-01,9.374608e-01
9.200000e-01,9.369631e-01
9.300000e-01,9.364599e-01
9.400000e-01,9.359514e-01
9.500000e-01,9.354374e-01
9.600000e-01,9.349180e-01
9.700000e-01,9.343931e-01
9.800000e-01,9.338629e-01
9.900000e-01,9.333313e-01
