x,u
0.000000e+00,9.912640e-01
1.000000e-02,9.912529e-01
2.000000e-02,9.912427e-01
3.000000e-02,9.912297e-01
4.000000e-02,9.912130e-01
5.000000e-02,9.911926e-01
6.000000e-02,9.911683e-01
7.000000e-02,9.911401e-01
8.000000e-02,9.911080e-01
9.000000e-02,9.910719e-01
1.000000e-01,9.910320e-01
1.100000e-01,9.909881e-01
1.200000e-01,9.909402e-01
1.300000e-01,9.908883e-01
1.400000e-01,9.908325e-01
1.500000e-01,9.907727e-01
1.600000e-01,9.907088e-01
1.700000e-01,9.906409e-01
1.800000e-01,9.905690e-01
1.900000e-01,9.904930e-01
2.000000e-01,9.904129e-01
2.100000e-01,9.903287e-01
2.200000e-01,9.902404e-01
2.300000e-01,9.901479e-01
2.400000e-01,9.900513e-01
2.500000e-01,9.899504e-01
2.600000e-01,9.898453e-01
2.700000e-01,9.897360e-01
2.800000e-01,9.896224e-01
2.900000e-01,9.895045e-01
3.000000e-01,9.893823e-01
3.100000e-01,9.892557e-01
3.200000e-01,9.891248e-01
3.300000e-01,9.889894e-01
3.400000e-01,9.888496e-01
3.500000e-01,9.887053e-01
3.600000e-01,9.885564e-01
3.700000e-01,9.884031e-01
3.800000e-01,9.882452e-01
3.900000e-01,9.880826e-01
4.000000e-01,9.879155e-01
4.100000e-01,9.877436e-01
4.200000e-01,9.875671e-01
4.300000e-01,9.873858e-01
4.400000e-01,9.871997e-01
4.500000e-01,9.870088e-01
4.600000e-01,9.868130e-01
4.700000e-01,9.866123e-01
4.800000e-01,9.864068e-01
4.900000e-01,9.861962e-01
5.000000e-01,9.859807e-01
5.100000e-01,9.857601e-01
5.200000e-01,9.855344e-01
5.300000e-01,9.853036e-01
5.400000e-01,9.850676e-01
5.500000e-01,9.848265e-01
5.600000e-01,9.845801e-01
5.700000e-01,9.843284e-01
5.800000e-01,9.840715e-01
5.900000e-01,9.838091e-01
6.000000e-01,9.835414e-01
6.100000e-01,9.832682e-01
6.200000e-01,9.829896e-01
6.300000e-01,9.827055e-01
6.400000e-01,9.824158e-01
6.500000e-01,9.821205e-01
6.600000e-01,9.818196e-01
6.700000e-01,9.815131e-01
6.800000e-01,9.812008e-01
6.900000e-01,9.808828e-01
7.000000e-01,9.805591e-01
7.100000e-01,9.802295e-01
7.200000e-01,9.798941e-01
7.300000e-01,9.795527e-01
7.400000e-01,9.792055e-01
7.500000e-01,9.788523e-01
7.600000e-01,9.784931e-01
7.700000e-01,9.781279e-01
7.800000e-01,9.777566e-01
7.900000e-01,9.773793e-01
8.000000e-01,9.769958e-01
8.100000e-01,9.766062e-01
8.200000e-01,9.762103e-01
8.300000e-01,9.758083e-01
8.400000e-01,9.754000e-01
8.500000e-01,9.749854e-01
8.600000e-01,9.745645e-01
8.700000e-01,9.741373e-01
8.800000e-01,9.737037e-01
8.900000e-01,9.732637e-01
9.000000e-01,9.728173e-01
9.100000e-01,9.723645e-01
9.200000e-01,9.719051e-01
9.300000e-01,9.714393e-01
9.400000e-01,9.709670e-01
9.500000e-01,9.704882e-01
9.600000e-01,9.700028e-01
9.700000e-01,9.695108e-01
9.800000e-01,9.690123e-01
9.900000e-01,9.685114e-01
