x,u
0.000000e+00,9.664896e-01
1.000000e-02,9.664746e-01
2.000000e-02,9.664608e-01
3.000000e-02,9.664432e-01
4.000000e-02,9.664207e-01
5.000000e-02,9.663930e-01
6.000000e-02,9.663601e-01
7.000000e-02,9.663220e-01
8.000000e-02,9.662787e-01
9.000000e-02,9.662301e-01
1.000000e-01,9.661762e-01
1.100000e-01,9.661170e-01
1.200000e-01,9.660526e-01
1.300000e-01,9.659829e-01
1.400000e-01,9.659079e-01
1.500000e-01,9.658277e-01
1.600000e-01,9.657421e-01
1.700000e-01,9.656513e-01
1.800000e-01,9.655552e-01
1.900000e-01,9.654538e-01
2.000000e-01,9.653471e-01
2.100000e-01,9.652351e-01
2.200000e-01,9.651178e-01
2.300000e-01,9.649952e-01
2.400000e-01,9.648674e-01
2.500000e-01,9.647342e-01
2.600000e-01,9.645957e-01
2.700000e-01,9.644519e-01
2.800000e-01,9.643027e-01
2.900000e-01,9.641483e-01
3.000000e-01,9.639885e-01
3.100000e-01,9.638234e-01
3.200000e-01,9.636530e-01
3.300000e-01,9.634773e-01
3.400000e-01,9.632962e-01
3.500000e-01,9.631098e-01
3.600000e-01,9.629180e-01
3.700000e-01,9.627209e-01
3.800000e-01,9.625184e-01
3.900000e-01,9.623106e-01
4.000000e-01,9.620974e-01
4.100000e-01,9.618788e-01
4.200000e-01,9.616549e-01
4.300000e-01,9.614256e-01
4.400000e-01,9.611909e-01
4.500000e-01,9.609508e-01
4.600000e-01,9.607054e-01
4.700000e-01,9.604545e-01
4.800000e-01,9.601983e-01
4.900000e-01,9.599367e-01
5.000000e-01,9.596696e-01
5.100000e-01,9.593972e-01
5.200000e-01,9.591193e-01
5.300000e-01,9.588360e-01
5.400000e-01,9.585473e-01
5.500000e-01,9.582531e-01
5.600000e-01,9.579536e-01
5.700000e-01,9.576485e-01
5.800000e-01,9.573381e-01
5.900000e-01,9.570222e-01
6.000000e-01,9.567008e-01
6.100000e-01,9.563740e-01
6.200000e-01,9.560418e-01
6.300000e-01,9.557041e-01
6.400000e-01,9.553609e-01
6.500000e-01,9.550122e-01
6.600000e-01,9.546581e-01
6.700000e-01,9.542985e-01
6.800000e-01,9.539334e-01
6.900000e-01,9.535628e-01
7.000000e-01,9.531868e-01
7.100000e-01,9.528052e-01
7.200000e-01,9.524182e-01
7.300000e-01,9.520256e-01
7.400000e-01,9.516276e-01
7.500000e-01,9.512240e-01
7.600000e-01,9.508150e-01
7.700000e-01,9.504004e-01
7.800000e-01,9.499804e-01
7.900000e-01,9.495548e-01
8.000000e-01,9.491237e-01
8.100000e-01,9.486871e-01
8.200000e-01,9.482449e-01
8.300000e-01,9.477973e-01
8.400000e-01,9.473441e-01
8.500000e-01,9.468854e-01
8.600000e-01,9.464212e-01
8.700000e-01,9.459514e-01
8.800000e-01,9.454762e-01
8.900000e-01,9.449954e-01
9.000000e-01,9.445090e-01
9.100000e-01,9.440172e-01
9.200000e-01,9.435198e-01
9.300000e-01,9.430169e-01
9.400000e-01,9.425084e-01
9.500000e-01,9.419945e-01
9.600000e-01,9.414750e-01
9.700000e-01,9.409500e-01
9.800000e-01,9.404194e-01
9.900000e-01,9.398876e-01
