time[s],dr/dt[m/s],radius[m],pressure[atm],volume[m3],surface[m2],n[mol],conc.[mol/m3],dens.[kg/m3],velocity[m/s],kl[m/s],trans.[mol/s],Henry[atm]
0.000000e+00,-1.078317e-05,1.000000e-05,1.140178e+00,4.188790e-15,1.256637e-09,1.986137e-13,4.741552e+01,1.517297e+00,2.170133e-04,3.103340e-04,6.161746e-13,2.917228e-01
4.499491e-03,-8.052274e-06,9.951481e-06,1.140861e+00,4.128115e-15,1.244473e-09,1.958540e-13,4.744394e+01,1.518206e+00,2.149124e-04,3.112982e-04,4.558609e-13,2.682340e-01
8.971153e-03,-8.296509e-06,9.915474e-06,1.141373e+00,4.083467e-15,1.235483e-09,1.938226e-13,4.746521e+01,1.518887e+00,2.133598e-04,3.120211e-04,4.664403e-13,2.701048e-01
1.342212e-02,-8.300941e-06,9.878547e-06,1.141901e+00,4.038014e-15,1.226298e-09,1.917539e-13,4.748719e+01,1.519590e+00,2.117734e-04,3.127692e-04,4.633690e-13,2.699379e-01
1.785182e-02,-8.324856e-06,9.841776e-06,1.142431e+00,3.993089e-15,1.217186e-09,1.897086e-13,4.750923e+01,1.520296e+00,2.101997e-04,3.135208e-04,4.613998e-13,2.699350e-01
2.226030e-02,-8.347374e-06,9.805076e-06,1.142964e+00,3.948585e-15,1.208125e-09,1.876818e-13,4.753141e+01,1.521005e+00,2.086348e-04,3.142779e-04,4.593530e-13,2.699194e-01
2.664757e-02,-8.370179e-06,9.768454e-06,1.143500e+00,3.904506e-15,1.199117e-09,1.856737e-13,4.755369e+01,1.521718e+00,2.070790e-04,3.150402e-04,4.573227e-13,2.699051e-01
3.101364e-02,-8.393135e-06,9.731909e-06,1.144039e+00,3.860848e-15,1.190162e-09,1.836841e-13,4.757610e+01,1.522435e+00,2.055324e-04,3.158078e-04,4.553015e-13,2.698910e-01
3.535850e-02,-8.416256e-06,9.695442e-06,1.144581e+00,3.817609e-15,1.181259e-09,1.817130e-13,4.759863e+01,1.523156e+00,2.039948e-04,3.165809e-04,4.532898e-13,2.698773e-01
3.968217e-02,-8.439540e-06,9.659053e-06,1.145126e+00,3.774785e-15,1.172408e-09,1.797601e-13,4.762129e+01,1.523881e+00,2.024662e-04,3.173593e-04,4.512877e-13,2.698640e-01
4.398466e-02,-8.462991e-06,9.622742e-06,1.145673e+00,3.732374e-15,1.163610e-09,1.778254e-13,4.764406e+01,1.524610e+00,2.009467e-04,3.181431e-04,4.492952e-13,2.698510e-01
4.826598e-02,-8.486608e-06,9.586509e-06,1.146224e+00,3.690372e-15,1.154864e-09,1.759088e-13,4.766696e+01,1.525343e+00,1.994361e-04,3.189325e-04,4.473121e-13,2.698383e-01
5.252612e-02,-8.510394e-06,9.550355e-06,1.146777e+00,3.648776e-15,1.146170e-09,1.740100e-13,4.768998e+01,1.526079e+00,1.979345e-04,3.197273e-04,4.453384e-13,2.698261e-01
5.676511e-02,-8.534349e-06,9.514280e-06,1.147334e+00,3.607583e-15,1.137527e-09,1.721290e-13,4.771312e+01,1.526820e+00,1.964419e-04,3.205277e-04,4.433742e-13,2.698141e-01
6.098296e-02,-8.558475e-06,9.478283e-06,1.147894e+00,3.566791e-15,1.128936e-09,1.702657e-13,4.773639e+01,1.527564e+00,1.949581e-04,3.213338e-04,4.414194e-13,2.698026e-01
6.517968e-02,-8.582774e-06,9.442365e-06,1.148456e+00,3.526396e-15,1.120396e-09,1.684199e-13,4.775978e+01,1.528313e+00,1.934832e-04,3.221454e-04,4.394740e-13,2.697913e-01
6.935527e-02,-8.607245e-06,9.406527e-06,1.149022e+00,3.486395e-15,1.111907e-09,1.665915e-13,4.778331e+01,1.529066e+00,1.920171e-04,3.229628e-04,4.375380e-13,2.697805e-01
7.350975e-02,-8.631892e-06,9.370769e-06,1.149590e+00,3.446785e-15,1.103469e-09,1.647803e-13,4.780695e+01,1.529823e+00,1.905598e-04,3.237859e-04,4.356113e-13,2.697700e-01
7.764314e-02,-8.656715e-06,9.335090e-06,1.150162e+00,3.407565e-15,1.095083e-09,1.629863e-13,4.783073e+01,1.530583e+00,1.891113e-04,3.246147e-04,4.336938e-13,2.697599e-01
8.175545e-02,-8.681715e-06,9.299491e-06,1.150737e+00,3.368729e-15,1.086746e-09,1.612093e-13,4.785463e+01,1.531348e+00,1.876716e-04,3.254493e-04,4.317857e-13,2.697502e-01
8.584669e-02,-8.706894e-06,9.263972e-06,1.151315e+00,3.330276e-15,1.078461e-09,1.594492e-13,4.787867e+01,1.532117e+00,1.862406e-04,3.262898e-04,4.298868e-13,2.697408e-01
8.991689e-02,-8.732253e-06,9.228533e-06,1.151896e+00,3.292203e-15,1.070225e-09,1.577058e-13,4.790283e+01,1.532891e+00,1.848183e-04,3.271362e-04,4.279971e-13,2.697318e-01
9.396605e-02,-8.757794e-06,9.193175e-06,1.152480e+00,3.254506e-15,1.062040e-09,1.559791e-13,4.792713e+01,1.533668e+00,1.834046e-04,3.279885e-04,4.261167e-13,2.697232e-01
9.799419e-02,-8.783517e-06,9.157897e-06,1.153068e+00,3.217184e-15,1.053905e-09,1.542690e-13,4.795156e+01,1.534450e+00,1.819996e-04,3.288468e-04,4.242454e-13,2.697150e-01
1.020013e-01,-8.809425e-06,9.122700e-06,1.153658e+00,3.180232e-15,1.045819e-09,1.525752e-13,4.797611e+01,1.535236e+00,1.806032e-04,3.297111e-04,4.223832e-13,2.697072e-01
1.059875e-01,-8.835519e-06,9.087584e-06,1.154252e+00,3.143648e-15,1.037784e-09,1.508977e-13,4.800081e+01,1.536026e+00,1.792153e-04,3.305815e-04,4.205302e-13,2.696997e-01
1.099527e-01,-8.861799e-06,9.052550e-06,1.154849e+00,3.107430e-15,1.029797e-09,1.492363e-13,4.802563e+01,1.536820e+00,1.778360e-04,3.314579e-04,4.186862e-13,2.696927e-01
1.138969e-01,-8.888269e-06,9.017597e-06,1.155449e+00,3.071574e-15,1.021860e-09,1.475910e-13,4.805059e+01,1.537619e+00,1.764652e-04,3.323405e-04,4.168513e-13,2.696860e-01
1.178203e-01,-8.914928e-06,8.982725e-06,1.156053e+00,3.036078e-15,1.013972e-09,1.459615e-13,4.807569e+01,1.538422e+00,1.751029e-04,3.332293e-04,4.150254e-13,2.696798e-01
1.217227e-01,-8.941778e-06,8.947935e-06,1.156659e+00,3.000938e-15,1.006133e-09,1.443479e-13,4.810092e+01,1.539229e+00,1.737491e-04,3.341243e-04,4.132085e-13,2.696739e-01
1.256043e-01,-8.968821e-06,8.913227e-06,1.157269e+00,2.966153e-15,9.983430e-10,1.427499e-13,4.812629e+01,1.540041e+00,1.724036e-04,3.350256e-04,4.114006e-13,2.696684e-01
1.294650e-01,-8.996059e-06,8.878601e-06,1.157883e+00,2.931718e-15,9.906014e-10,1.411675e-13,4.815180e+01,1.540857e+00,1.710666e-04,3.359332e-04,4.096016e-13,2.696634e-01
1.333048e-01,-9.023491e-06,8.844057e-06,1.158499e+00,2.897632e-15,9.829082e-10,1.396005e-13,4.817744e+01,1.541678e+00,1.697379e-04,3.368472e-04,4.078116e-13,2.696587e-01
1.371239e-01,-9.051121e-06,8.809596e-06,1.159119e+00,2.863892e-15,9.752632e-10,1.380488e-13,4.820322e+01,1.542503e+00,1.684176e-04,3.377675e-04,4.060304e-13,2.696545e-01
1.409222e-01,-9.078950e-06,8.775217e-06,1.159743e+00,2.830494e-15,9.676663e-10,1.365123e-13,4.822915e+01,1.543333e+00,1.671055e-04,3.386944e-04,4.042581e-13,2.696506e-01
1.446997e-01,-9.106979e-06,8.740922e-06,1.160369e+00,2.797437e-15,9.601173e-10,1.349909e-13,4.825521e+01,1.544167e+00,1.658018e-04,3.396277e-04,4.024946e-13,2.696472e-01
1.484565e-01,-9.135209e-06,8.706709e-06,1.161000e+00,2.764717e-15,9.526160e-10,1.334844e-13,4.828142e+01,1.545005e+00,1.645062e-04,3.405675e-04,4.007399e-13,2.696442e-01
1.521925e-01,-9.163642e-06,8.672579e-06,1.161633e+00,2.732331e-15,9.451623e-10,1.319928e-13,4.830777e+01,1.545849e+00,1.632189e-04,3.415139e-04,3.989940e-13,2.696416e-01
1.559079e-01,-9.192279e-06,8.638532e-06,1.162270e+00,2.700278e-15,9.377558e-10,1.305159e-13,4.833426e+01,1.546696e+00,1.619398e-04,3.424669e-04,3.972568e-13,2.696395e-01
1.596027e-01,-9.221122e-06,8.604569e-06,1.162911e+00,2.668554e-15,9.303966e-10,1.290537e-13,4.836090e+01,1.547549e+00,1.606688e-04,3.434266e-04,3.955283e-13,2.696377e-01
1.632768e-01,-9.250173e-06,8.570689e-06,1.163555e+00,2.637156e-15,9.230843e-10,1.276059e-13,4.838768e+01,1.548406e+00,1.594059e-04,3.443931e-04,3.938085e-13,2.696364e-01
1.669304e-01,-9.279433e-06,8.536894e-06,1.164202e+00,2.606083e-15,9.158189e-10,1.261725e-13,4.841460e+01,1.549267e+00,1.581511e-04,3.453662e-04,3.920973e-13,2.696355e-01
1.705633e-01,-9.308903e-06,8.503182e-06,1.164853e+00,2.575331e-15,9.086001e-10,1.247533e-13,4.844167e+01,1.550134e+00,1.569044e-04,3.463462e-04,3.903947e-13,2.696351e-01
1.741758e-01,-9.338586e-06,8.469554e-06,1.165508e+00,2.544897e-15,9.014278e-10,1.233483e-13,4.846889e+01,1.551005e+00,1.556656e-04,3.473330e-04,3.887008e-13,2.696351e-01
1.777677e-01,-9.368482e-06,8.436010e-06,1.166166e+00,2.514779e-15,8.943017e-10,1.219574e-13,4.849626e+01,1.551880e+00,1.544349e-04,3.483268e-04,3.870153e-13,2.696355e-01
1.813392e-01,-9.398593e-06,8.402551e-06,1.166828e+00,2.484975e-15,8.872217e-10,1.205804e-13,4.852378e+01,1.552761e+00,1.532122e-04,3.493274e-04,3.853384e-13,2.696363e-01
1.848903e-01,-9.428920e-06,8.369176e-06,1.167493e+00,2.455482e-15,8.801876e-10,1.192172e-13,4.855145e+01,1.553646e+00,1.519973e-04,3.503351e-04,3.836700e-13,2.696376e-01
1.884209e-01,-9.459466e-06,8.335886e-06,1.168162e+00,2.426296e-15,8.731993e-10,1.178677e-13,4.857926e+01,1.554536e+00,1.507904e-04,3.513498e-04,3.820101e-13,2.696394e-01
1.919312e-01,-9.490232e-06,8.302680e-06,1.168834e+00,2.397417e-15,8.662565e-10,1.165318e-13,4.860723e+01,1.555431e+00,1.495913e-04,3.523716e-04,3.803586e-13,2.696416e-01
1.954212e-01,-9.521219e-06,8.269560e-06,1.169510e+00,2.368840e-15,8.593590e-10,1.152094e-13,4.863535e+01,1.556331e+00,1.484001e-04,3.534004e-04,3.787155e-13,2.696442e-01
1.988908e-01,-9.552430e-06,8.236524e-06,1.170190e+00,2.340564e-15,8.525067e-10,1.139003e-13,4.866363e+01,1.557236e+00,1.472167e-04,3.544365e-04,3.770807e-13,2.696473e-01
2.023402e-01,-9.583864e-06,8.203574e-06,1.170874e+00,2.312586e-15,8.456995e-10,1.126046e-13,4.869205e+01,1.558146e+00,1.460410e-04,3.554798e-04,3.754543e-13,2.696508e-01
2.057694e-01,-9.615525e-06,8.170709e-06,1.171561e+00,2.284903e-15,8.389370e-10,1.113219e-13,4.872063e+01,1.559060e+00,1.448731e-04,3.565304e-04,3.738362e-13,2.696548e-01
2.091784e-01,-9.647414e-06,8.137930e-06,1.172252e+00,2.257514e-15,8.322192e-10,1.100524e-13,4.874937e+01,1.559980e+00,1.437129e-04,3.575882e-04,3.722263e-13,2.696593e-01
2.125673e-01,-9.679532e-06,8.105236e-06,1.172947e+00,2.230414e-15,8.255458e-10,1.087957e-13,4.877827e+01,1.560905e+00,1.425603e-04,3.586535e-04,3.706247e-13,2.696642e-01
2.159361e-01,-9.711881e-06,8.072627e-06,1.173646e+00,2.203603e-15,8.189166e-10,1.075520e-13,4.880732e+01,1.561834e+00,1.414154e-04,3.597261e-04,3.690313e-13,2.696695e-01
2.192848e-01,-9.744463e-06,8.040105e-06,1.174348e+00,2.177077e-15,8.123315e-10,1.063209e-13,4.883653e+01,1.562769e+00,1.402782e-04,3.608062e-04,3.674461e-13,2.696754e-01
2.226135e-01,-9.777279e-06,8.007669e-06,1.175054e+00,2.150834e-15,8.057904e-10,1.051024e-13,4.886590e+01,1.563709e+00,1.391485e-04,3.618938e-04,3.658691e-13,2.696817e-01
2.259222e-01,-9.810332e-06,7.975319e-06,1.175764e+00,2.124872e-15,7.992929e-10,1.038965e-13,4.889543e+01,1.564654e+00,1.380263e-04,3.629890e-04,3.643001e-13,2.696884e-01
2.292110e-01,-9.843622e-06,7.943054e-06,1.176478e+00,2.099187e-15,7.928389e-10,1.027030e-13,4.892512e+01,1.565604e+00,1.369117e-04,3.640917e-04,3.627392e-13,2.696957e-01
2.324799e-01,-9.877151e-06,7.910877e-06,1.177196e+00,2.073779e-15,7.864282e-10,1.015218e-13,4.895497e+01,1.566559e+00,1.358045e-04,3.652021e-04,3.611863e-13,2.697034e-01
2.357289e-01,-9.910921e-06,7.878785e-06,1.177918e+00,2.048644e-15,7.800607e-10,1.003528e-13,4.898498e+01,1.567519e+00,1.347048e-04,3.663202e-04,3.596415e-13,2.697116e-01
2.389582e-01,-9.944934e-06,7.846781e-06,1.178644e+00,2.023779e-15,7.737362e-10,9.919587e-14,4.901516e+01,1.568485e+00,1.336125e-04,3.674461e-04,3.581047e-13,2.697202e-01
2.421677e-01,-9.979191e-06,7.814863e-06,1.179373e+00,1.999183e-15,7.674544e-10,9.805096e-14,4.904550e+01,1.569456e+00,1.325276e-04,3.685797e-04,3.565758e-13,2.697294e-01
2.453574e-01,-1.001369e-05,7.783031e-06,1.180107e+00,1.974854e-15,7.612151e-10,9.691795e-14,4.907601e+01,1.570432e+00,1.314501e-04,3.697212e-04,3.550548e-13,2.697390e-01
2.485275e-01,-1.004845e-05,7.751287e-06,1.180844e+00,1.950788e-15,7.550183e-10,9.579673e-14,4.910669e+01,1.571414e+00,1.303798e-04,3.708706e-04,3.535416e-13,2.697491e-01
2.516780e-01,-1.008345e-05,7.719629e-06,1.181586e+00,1.926983e-15,7.488637e-10,9.468720e-14,4.913753e+01,1.572401e+00,1.293169e-04,3.720279e-04,3.520364e-13,2.697597e-01
2.548089e-01,-1.011870e-05,7.688059e-06,1.182332e+00,1.903438e-15,7.427511e-10,9.358926e-14,4.916854e+01,1.573393e+00,1.282612e-04,3.731932e-04,3.505389e-13,2.697708e-01
2.579203e-01,-1.015420e-05,7.656576e-06,1.183081e+00,1.880149e-15,7.366803e-10,9.250282e-14,4.919971e+01,1.574391e+00,1.272128e-04,3.743666e-04,3.490492e-13,2.697823e-01
2.610122e-01,-1.018996e-05,7.625180e-06,1.183835e+00,1.857115e-15,7.306511e-10,9.142776e-14,4.923106e+01,1.575394e+00,1.261715e-04,3.755480e-04,3.475673e-13,2.697944e-01
2.640847e-01,-1.022598e-05,7.593871e-06,1.184593e+00,1.834333e-15,7.246634e-10,9.036400e-14,4.926258e+01,1.576403e+00,1.251374e-04,3.767376e-04,3.460931e-13,2.698070e-01
2.671379e-01,-1.026225e-05,7.562650e-06,1.185355e+00,1.811802e-15,7.187169e-10,8.931144e-14,4.929427e+01,1.577417e+00,1.241104e-04,3.779354e-04,3.446266e-13,2.698200e-01
2.701717e-01,-1.029879e-05,7.531516e-06,1.186121e+00,1.789517e-15,7.128115e-10,8.826998e-14,4.932614e+01,1.578436e+00,1.230905e-04,3.791414e-04,3.431677e-13,2.698336e-01
2.731862e-01,-1.033558e-05,7.500470e-06,1.186892e+00,1.767478e-15,7.069470e-10,8.723951e-14,4.935818e+01,1.579462e+00,1.220777e-04,3.803557e-04,3.417164e-13,2.698476e-01
2.761815e-01,-1.037264e-05,7.469512e-06,1.187666e+00,1.745683e-15,7.011232e-10,8.621995e-14,4.939039e+01,1.580492e+00,1.210719e-04,3.815784e-04,3.402727e-13,2.698622e-01
2.791576e-01,-1.040997e-05,7.438642e-06,1.188445e+00,1.724128e-15,6.953399e-10,8.521119e-14,4.942278e+01,1.581529e+00,1.200731e-04,3.828094e-04,3.388366e-13,2.698772e-01
2.821147e-01,-1.044756e-05,7.407859e-06,1.189228e+00,1.702812e-15,6.895968e-10,8.421315e-14,4.945534e+01,1.582571e+00,1.190813e-04,3.840489e-04,3.374079e-13,2.698928e-01
2.850527e-01,-1.048542e-05,7.377164e-06,1.190016e+00,1.681733e-15,6.838939e-10,8.322572e-14,4.948808e+01,1.583619e+00,1.180963e-04,3.852969e-04,3.359868e-13,2.699089e-01
2.879716e-01,-1.052356e-05,7.346557e-06,1.190807e+00,1.660888e-15,6.782310e-10,8.224882e-14,4.952100e+01,1.584672e+00,1.171183e-04,3.865534e-04,3.345730e-13,2.699254e-01
2.908717e-01,-1.056196e-05,7.316039e-06,1.191603e+00,1.640275e-15,6.726077e-10,8.128235e-14,4.955410e+01,1.585731e+00,1.161472e-04,3.878185e-04,3.331667e-13,2.699425e-01
2.937528e-01,-1.060064e-05,7.285608e-06,1.192404e+00,1.619892e-15,6.670240e-10,8.032621e-14,4.958739e+01,1.586796e+00,1.151828e-04,3.890923e-04,3.317678e-13,2.699601e-01
2.966151e-01,-1.063960e-05,7.255266e-06,1.193208e+00,1.599737e-15,6.614797e-10,7.938031e-14,4.962085e+01,1.587867e+00,1.142253e-04,3.903748e-04,3.303762e-13,2.699782e-01
2.994587e-01,-1.067883e-05,7.225012e-06,1.194017e+00,1.579808e-15,6.559745e-10,7.844456e-14,4.965449e+01,1.588944e+00,1.132746e-04,3.916660e-04,3.289919e-13,2.699969e-01
3.022835e-01,-1.071835e-05,7.194846e-06,1.194831e+00,1.560102e-15,6.505084e-10,7.751887e-14,4.968832e+01,1.590026e+00,1.123305e-04,3.929660e-04,3.276149e-13,2.700160e-01
3.050896e-01,-1.075814e-05,7.164769e-06,1.195649e+00,1.540619e-15,6.450809e-10,7.660315e-14,4.972233e+01,1.591115e+00,1.113932e-04,3.942749e-04,3.262451e-13,2.700357e-01
3.078772e-01,-1.079822e-05,7.134780e-06,1.196471e+00,1.521354e-15,6.396921e-10,7.569731e-14,4.975653e+01,1.592209e+00,1.104625e-04,3.955927e-04,3.248825e-13,2.700559e-01
3.106462e-01,-1.083859e-05,7.104879e-06,1.197298e+00,1.502307e-15,6.343417e-10,7.480125e-14,4.979092e+01,1.593309e+00,1.095385e-04,3.969194e-04,3.235271e-13,2.700766e-01
3.133968e-01,-1.087924e-05,7.075067e-06,1.198129e+00,1.483475e-15,6.290295e-10,7.391489e-14,4.982549e+01,1.594416e+00,1.086211e-04,3.982552e-04,3.221789e-13,2.700979e-01
3.161289e-01,-1.092019e-05,7.045344e-06,1.198965e+00,1.464857e-15,6.237553e-10,7.303813e-14,4.986025e+01,1.595528e+00,1.077102e-04,3.996000e-04,3.208377e-13,2.701197e-01
3.188426e-01,-1.096142e-05,7.015709e-06,1.199805e+00,1.446450e-15,6.185190e-10,7.217090e-14,4.989520e+01,1.596646e+00,1.068058e-04,4.009539e-04,3.195036e-13,2.701420e-01
3.215381e-01,-1.100295e-05,6.986163e-06,1.200650e+00,1.428252e-15,6.133203e-10,7.131310e-14,4.993034e+01,1.597771e+00,1.059080e-04,4.023170e-04,3.181765e-13,2.701648e-01
3.242153e-01,-1.104477e-05,6.956706e-06,1.201500e+00,1.410261e-15,6.081590e-10,7.046465e-14,4.996567e+01,1.598902e+00,1.050167e-04,4.036893e-04,3.168564e-13,2.701882e-01
3.268744e-01,-1.108689e-05,6.927337e-06,1.202354e+00,1.392476e-15,6.030350e-10,6.962545e-14,5.000120e+01,1.600038e+00,1.041317e-04,4.050709e-04,3.155433e-13,2.702121e-01
3.295153e-01,-1.112931e-05,6.898057e-06,1.203213e+00,1.374893e-15,5.979480e-10,6.879542e-14,5.003692e+01,1.601181e+00,1.032532e-04,4.064619e-04,3.142372e-13,2.702365e-01
3.321382e-01,-1.117203e-05,6.868866e-06,1.204077e+00,1.357512e-15,5.928980e-10,6.797449e-14,5.007283e+01,1.602331e+00,1.023810e-04,4.078622e-04,3.129379e-13,2.702615e-01
3.347432e-01,-1.121506e-05,6.839764e-06,1.204945e+00,1.340331e-15,5.878846e-10,6.716255e-14,5.010894e+01,1.603486e+00,1.015152e-04,4.092719e-04,3.116454e-13,2.702870e-01
3.373302e-01,-1.125839e-05,6.810750e-06,1.205818e+00,1.323346e-15,5.829077e-10,6.635953e-14,5.014525e+01,1.604648e+00,1.006557e-04,4.106912e-04,3.103598e-13,2.703131e-01
3.398993e-01,-1.130203e-05,6.781826e-06,1.206696e+00,1.306557e-15,5.779671e-10,6.556534e-14,5.018176e+01,1.605816e+00,9.980243e-05,4.121200e-04,3.090810e-13,2.703397e-01
3.424507e-01,-1.134597e-05,6.752990e-06,1.207579e+00,1.289962e-15,5.730626e-10,6.477990e-14,5.021846e+01,1.606991e+00,9.895542e-05,4.135583e-04,3.078090e-13,2.703668e-01
3.449844e-01,-1.139023e-05,6.724243e-06,1.208466e+00,1.273558e-15,5.681940e-10,6.400314e-14,5.025536e+01,1.608172e+00,9.811461e-05,4.150064e-04,3.065436e-13,2.703945e-01
3.475004e-01,-1.143480e-05,6.695585e-06,1.209358e+00,1.257344e-15,5.633612e-10,6.323495e-14,5.029247e+01,1.609359e+00,9.727997e-05,4.164641e-04,3.052850e-13,2.704228e-01
3.499988e-01,-1.147969e-05,6.667016e-06,1.210256e+00,1.241318e-15,5.585639e-10,6.247527e-14,5.032978e+01,1.610553e+00,9.645146e-05,4.179316e-04,3.040330e-13,2.704516e-01
3.524797e-01,-1.152489e-05,6.638536e-06,1.211158e+00,1.225478e-15,5.538020e-10,6.172401e-14,5.036729e+01,1.611753e+00,9.562907e-05,4.194089e-04,3.027876e-13,2.704809e-01
3.549432e-01,-1.157042e-05,6.610145e-06,1.212064e+00,1.209822e-15,5.490752e-10,6.098109e-14,5.040501e+01,1.612960e+00,9.481274e-05,4.208961e-04,3.015489e-13,2.705108e-01
3.573893e-01,-1.161626e-05,6.581842e-06,1.212976e+00,1.194348e-15,5.443833e-10,6.024643e-14,5.044293e+01,1.614174e+00,9.400246e-05,4.223932e-04,3.003166e-13,2.705412e-01
3.598181e-01,-1.166243e-05,6.553629e-06,1.213893e+00,1.179055e-15,5.397263e-10,5.951996e-14,5.048106e+01,1.615394e+00,9.319818e-05,4.239003e-04,2.990909e-13,2.705722e-01
3.622296e-01,-1.170893e-05,6.525505e-06,1.214815e+00,1.163941e-15,5.351039e-10,5.880159e-14,5.051939e+01,1.616621e+00,9.239988e-05,4.254175e-04,2.978717e-13,2.706038e-01
3.646240e-01,-1.175575e-05,6.497469e-06,1.215742e+00,1.149003e-15,5.305158e-10,5.809124e-14,5.055794e+01,1.617854e+00,9.160752e-05,4.269447e-04,2.966589e-13,2.706359e-01
3.670012e-01,-1.180290e-05,6.469523e-06,1.216674e+00,1.134241e-15,5.259620e-10,5.738884e-14,5.059670e+01,1.619094e+00,9.082106e-05,4.284821e-04,2.954525e-13,2.706686e-01
3.693615e-01,-1.185039e-05,6.441665e-06,1.217611e+00,1.119652e-15,5.214421e-10,5.669431e-14,5.063566e+01,1.620341e+00,9.004048e-05,4.300297e-04,2.942525e-13,2.707018e-01
3.717048e-01,-1.189821e-05,6.413896e-06,1.218553e+00,1.105234e-15,5.169561e-10,5.600757e-14,5.067484e+01,1.621595e+00,8.926575e-05,4.315875e-04,2.930589e-13,2.707356e-01
3.740312e-01,-1.194636e-05,6.386216e-06,1.219500e+00,1.090987e-15,5.125038e-10,5.532855e-14,5.071424e+01,1.622856e+00,8.849682e-05,4.331557e-04,2.918715e-13,2.707700e-01
3.763408e-01,-1.199486e-05,6.358625e-06,1.220453e+00,1.076907e-15,5.080849e-10,5.465717e-14,5.075384e+01,1.624123e+00,8.773368e-05,4.347343e-04,2.906905e-13,2.708050e-01
3.786336e-01,-1.204369e-05,6.331123e-06,1.221410e+00,1.062994e-15,5.036993e-10,5.399336e-14,5.079367e+01,1.625397e+00,8.697628e-05,4.363232e-04,2.895157e-13,2.708405e-01
3.809098e-01,-1.209287e-05,6.303709e-06,1.222373e+00,1.049245e-15,4.993467e-10,5.333704e-14,5.083371e+01,1.626679e+00,8.622459e-05,4.379227e-04,2.883471e-13,2.708765e-01
3.831693e-01,-1.214239e-05,6.276384e-06,1.223341e+00,1.035660e-15,4.950270e-10,5.268814e-14,5.087397e+01,1.627967e+00,8.547858e-05,4.395327e-04,2.871846e-13,2.709132e-01
3.854124e-01,-1.219226e-05,6.249148e-06,1.224315e+00,1.022236e-15,4.907401e-10,5.204658e-14,5.091445e+01,1.629262e+00,8.473822e-05,4.411533e-04,2.860284e-13,2.709504e-01
3.876390e-01,-1.224248e-05,6.222001e-06,1.225294e+00,1.008971e-15,4.864856e-10,5.141229e-14,5.095515e+01,1.630565e+00,8.400348e-05,4.427846e-04,2.848782e-13,2.709882e-01
3.898492e-01,-1.229305e-05,6.194942e-06,1.226278e+00,9.958648e-16,4.822635e-10,5.078520e-14,5.099608e+01,1.631874e+00,8.327431e-05,4.444266e-04,2.837341e-13,2.710265e-01
3.920432e-01,-1.234398e-05,6.167972e-06,1.227267e+00,9.829147e-16,4.780735e-10,5.016523e-14,5.103722e+01,1.633191e+00,8.255070e-05,4.460794e-04,2.825960e-13,2.710655e-01
3.942209e-01,-1.239526e-05,6.141091e-06,1.228262e+00,9.701193e-16,4.739155e-10,4.955233e-14,5.107859e+01,1.634515e+00,8.183261e-05,4.477430e-04,2.814640e-13,2.711050e-01
3.963824e-01,-1.244690e-05,6.114298e-06,1.229262e+00,9.574770e-16,4.697892e-10,4.894641e-14,5.112019e+01,1.635846e+00,8.112001e-05,4.494175e-04,2.803379e-13,2.711451e-01
3.985279e-01,-1.249890e-05,6.087593e-06,1.230268e+00,9.449863e-16,4.656945e-10,4.834740e-14,5.116201e+01,1.637184e+00,8.041286e-05,4.511030e-04,2.792178e-13,2.711857e-01
4.006573e-01,-1.255127e-05,6.060977e-06,1.231279e+00,9.326455e-16,4.616312e-10,4.775524e-14,5.120406e+01,1.638530e+00,7.971113e-05,4.527995e-04,2.781036e-13,2.712270e-01
4.027709e-01,-1.260400e-05,6.034450e-06,1.232296e+00,9.204530e-16,4.575992e-10,4.716985e-14,5.124634e+01,1.639883e+00,7.901479e-05,4.545070e-04,2.769953e-13,2.712688e-01
4.048686e-01,-1.265710e-05,6.008010e-06,1.233318e+00,9.084074e-16,4.535981e-10,4.659118e-14,5.128886e+01,1.641243e+00,7.832382e-05,4.562257e-04,2.758928e-13,2.713112e-01
4.069505e-01,-1.271057e-05,5.981660e-06,1.234346e+00,8.965070e-16,4.496279e-10,4.601914e-14,5.133160e+01,1.642611e+00,7.763816e-05,4.579556e-04,2.747961e-13,2.713542e-01
4.090167e-01,-1.276441e-05,5.955397e-06,1.235379e+00,8.847503e-16,4.456883e-10,4.545367e-14,5.137458e+01,1.643986e+00,7.695781e-05,4.596967e-04,2.737052e-13,2.713978e-01
4.110673e-01,-1.281862e-05,5.929222e-06,1.236418e+00,8.731358e-16,4.417792e-10,4.489471e-14,5.141779e+01,1.645369e+00,7.628271e-05,4.614491e-04,2.726200e-13,2.714420e-01
4.131023e-01,-1.287322e-05,5.903136e-06,1.237463e+00,8.616619e-16,4.379004e-10,4.434219e-14,5.146123e+01,1.646760e+00,7.561285e-05,4.632129e-04,2.715406e-13,2.714868e-01
4.151219e-01,-1.292819e-05,5.877137e-06,1.238514e+00,8.503272e-16,4.340518e-10,4.379604e-14,5.150492e+01,1.648157e+00,7.494818e-05,4.649881e-04,2.704668e-13,2.715321e-01
4.171261e-01,-1.298354e-05,5.851227e-06,1.239570e+00,8.391302e-16,4.302330e-10,4.325619e-14,5.154884e+01,1.649563e+00,7.428869e-05,4.667749e-04,2.693987e-13,2.715781e-01
