time[s],dr/dt[m/s],radius[m],pressure[atm],volume[m3],surface[m2],n[mol],conc.[mol/m3],dens.[kg/m3],velocity[m/s],kl[m/s],trans.[mol/s],Henry[atm]
6.363660e-01,-2.703860e+03,4.488348e-14,3.123147e+07,3.787461e-40,2.531529e-26,4.919133e-31,1.298794e+09,4.156141e+07,-1.819696e-16,5.792777e+04,5.926745e-14,2.083178e+06
6.363660e-01,-2.725060e+03,4.453431e-14,3.147633e+07,3.699755e-40,2.492295e-26,4.842895e-31,1.308977e+09,4.188727e+07,-1.805540e-16,5.838195e+04,5.926745e-14,2.099511e+06
6.363660e-01,-2.746425e+03,4.418786e-14,3.172312e+07,3.614079e-40,2.453669e-26,4.767838e-31,1.319240e+09,4.221568e+07,-1.791494e-16,5.883968e+04,5.926745e-14,2.115972e+06
6.363660e-01,-2.767958e+03,4.384411e-14,3.197184e+07,3.530387e-40,2.415641e-26,4.693945e-31,1.329583e+09,4.254667e+07,-1.777558e-16,5.930101e+04,5.926745e-14,2.132562e+06
6.363660e-01,-2.789660e+03,4.350303e-14,3.222251e+07,3.448634e-40,2.378203e-26,4.621197e-31,1.340008e+09,4.288025e+07,-1.763730e-16,5.976595e+04,5.926745e-14,2.149282e+06
6.363660e-01,-2.811532e+03,4.316460e-14,3.247515e+07,3.368773e-40,2.341345e-26,4.549576e-31,1.350514e+09,4.321645e+07,-1.750009e-16,6.023454e+04,5.926745e-14,2.166134e+06
6.363660e-01,-2.833576e+03,4.282881e-14,3.272977e+07,3.290762e-40,2.305058e-26,4.479065e-31,1.361103e+09,4.355529e+07,-1.736396e-16,6.070681e+04,5.926745e-14,2.183117e+06
6.363660e-01,-2.855792e+03,4.249562e-14,3.298638e+07,3.214558e-40,2.269333e-26,4.409648e-31,1.371774e+09,4.389678e+07,-1.722888e-16,6.118277e+04,5.926745e-14,2.200234e+06
6.363660e-01,-2.878183e+03,4.216503e-14,3.324501e+07,3.140118e-40,2.234162e-26,4.341306e-31,1.382530e+09,4.424094e+07,-1.709485e-16,6.166247e+04,5.926745e-14,2.217484e+06
6.363660e-01,-2.900749e+03,4.183701e-14,3.350566e+07,3.067402e-40,2.199537e-26,4.274023e-31,1.393369e+09,4.458781e+07,-1.696187e-16,6.214593e+04,5.926745e-14,2.234870e+06
6.363660e-01,-2.923492e+03,4.151155e-14,3.376836e+07,2.996370e-40,2.165448e-26,4.207783e-31,1.404294e+09,4.493740e+07,-1.682992e-16,6.263317e+04,5.926745e-14,2.252392e+06
6.363660e-01,-2.946413e+03,4.118861e-14,3.403312e+07,2.926982e-40,2.131887e-26,4.142569e-31,1.415304e+09,4.528972e+07,-1.669899e-16,6.312424e+04,5.926745e-14,2.270052e+06
6.363660e-01,-2.969514e+03,4.086819e-14,3.429995e+07,2.859202e-40,2.098846e-26,4.078367e-31,1.426400e+09,4.564481e+07,-1.656909e-16,6.361916e+04,5.926745e-14,2.287850e+06
6.363660e-01,-2.992796e+03,4.055026e-14,3.456888e+07,2.792991e-40,2.066318e-26,4.015159e-31,1.437584e+09,4.600269e+07,-1.644019e-16,6.411796e+04,5.926745e-14,2.305788e+06
6.363660e-01,-3.016261e+03,4.023480e-14,3.483991e+07,2.728313e-40,2.034294e-26,3.952931e-31,1.448855e+09,4.636337e+07,-1.631230e-16,6.462067e+04,5.926745e-14,2.323866e+06
6.363660e-01,-3.039910e+03,3.992180e-14,3.511307e+07,2.665133e-40,2.002765e-26,3.891667e-31,1.460215e+09,4.672687e+07,-1.618540e-16,6.512732e+04,5.926745e-14,2.342086e+06
6.363660e-01,-3.063744e+03,3.961123e-14,3.538837e+07,2.603417e-40,1.971726e-26,3.831353e-31,1.471663e+09,4.709323e+07,-1.605949e-16,6.563795e+04,5.926745e-14,2.360449e+06
6.363660e-01,-3.087765e+03,3.930308e-14,3.566583e+07,2.543129e-40,1.941168e-26,3.771974e-31,1.483202e+09,4.746246e+07,-1.593456e-16,6.615258e+04,5.926745e-14,2.378956e+06
6.363660e-01,-3.111974e+03,3.899733e-14,3.594546e+07,2.484237e-40,1.911083e-26,3.713515e-31,1.494831e+09,4.783458e+07,-1.581060e-16,6.667124e+04,5.926745e-14,2.397608e+06
6.363660e-01,-3.136373e+03,3.869395e-14,3.622729e+07,2.426710e-40,1.881464e-26,3.655961e-31,1.506551e+09,4.820963e+07,-1.568761e-16,6.719397e+04,5.926745e-14,2.416406e+06
6.363660e-01,-3.160964e+03,3.839293e-14,3.651133e+07,2.370514e-40,1.852305e-26,3.599300e-31,1.518363e+09,4.858761e+07,-1.556557e-16,6.772079e+04,5.926745e-14,2.435352e+06
6.363660e-01,-3.185747e+03,3.809426e-14,3.679759e+07,2.315620e-40,1.823597e-26,3.543517e-31,1.530267e+09,4.896855e+07,-1.544448e-16,6.825175e+04,5.926745e-14,2.454446e+06
6.363660e-01,-3.210724e+03,3.779791e-14,3.708610e+07,2.261997e-40,1.795335e-26,3.488599e-31,1.542265e+09,4.935249e+07,-1.532434e-16,6.878687e+04,5.926745e-14,2.473690e+06
6.363660e-01,-3.235898e+03,3.750386e-14,3.737687e+07,2.209615e-40,1.767510e-26,3.434532e-31,1.554357e+09,4.973943e+07,-1.520512e-16,6.932619e+04,5.926745e-14,2.493084e+06
6.363660e-01,-3.261268e+03,3.721211e-14,3.766992e+07,2.158447e-40,1.740117e-26,3.381302e-31,1.566544e+09,5.012941e+07,-1.508684e-16,6.986973e+04,5.926745e-14,2.512631e+06
6.363660e-01,-3.286838e+03,3.692262e-14,3.796526e+07,2.108464e-40,1.713148e-26,3.328898e-31,1.578826e+09,5.052244e+07,-1.496948e-16,7.041754e+04,5.926745e-14,2.532331e+06
6.363660e-01,-3.312608e+03,3.663538e-14,3.826293e+07,2.059638e-40,1.686597e-26,3.277306e-31,1.591205e+09,5.091856e+07,-1.485302e-16,7.096964e+04,5.926745e-14,2.552185e+06
6.363660e-01,-3.338580e+03,3.635038e-14,3.856292e+07,2.011942e-40,1.660458e-26,3.226513e-31,1.603681e+09,5.131778e+07,-1.473748e-16,7.152607e+04,5.926745e-14,2.572196e+06
6.363660e-01,-3.364756e+03,3.606760e-14,3.886527e+07,1.965352e-40,1.634723e-26,3.176508e-31,1.616254e+09,5.172013e+07,-1.462283e-16,7.208686e+04,5.926745e-14,2.592363e+06
6.363660e-01,-3.391137e+03,3.578701e-14,3.916999e+07,1.919840e-40,1.609388e-26,3.127277e-31,1.628926e+09,5.212564e+07,-1.450908e-16,7.265205e+04,5.926745e-14,2.612688e+06
6.363660e-01,-3.417725e+03,3.550861e-14,3.947710e+07,1.875382e-40,1.584445e-26,3.078810e-31,1.641698e+09,5.253432e+07,-1.439621e-16,7.322167e+04,5.926745e-14,2.633172e+06
6.363660e-01,-3.444521e+03,3.523238e-14,3.978661e+07,1.831953e-40,1.559889e-26,3.031094e-31,1.654569e+09,5.294621e+07,-1.428422e-16,7.379576e+04,5.926745e-14,2.653817e+06
6.363660e-01,-3.471528e+03,3.495829e-14,4.009856e+07,1.789531e-40,1.535714e-26,2.984117e-31,1.667542e+09,5.336133e+07,-1.417310e-16,7.437435e+04,5.926745e-14,2.674624e+06
6.363660e-01,-3.498746e+03,3.468633e-14,4.041294e+07,1.748090e-40,1.511913e-26,2.937868e-31,1.680616e+09,5.377971e+07,-1.406284e-16,7.495747e+04,5.926745e-14,2.695595e+06
6.363660e-01,-3.526177e+03,3.441650e-14,4.072980e+07,1.707609e-40,1.488481e-26,2.892336e-31,1.693792e+09,5.420136e+07,-1.395344e-16,7.554517e+04,5.926745e-14,2.716729e+06
6.363660e-01,-3.553824e+03,3.414876e-14,4.104914e+07,1.668066e-40,1.465412e-26,2.847510e-31,1.707073e+09,5.462632e+07,-1.384489e-16,7.613747e+04,5.926745e-14,2.738029e+06
6.363660e-01,-3.581687e+03,3.388310e-14,4.137098e+07,1.629439e-40,1.442700e-26,2.803378e-31,1.720457e+09,5.505461e+07,-1.373719e-16,7.673442e+04,5.926745e-14,2.759496e+06
6.363660e-01,-3.609769e+03,3.361951e-14,4.169534e+07,1.591705e-40,1.420341e-26,2.759931e-31,1.733946e+09,5.548626e+07,-1.363033e-16,7.733605e+04,5.926745e-14,2.781132e+06
6.363660e-01,-3.638071e+03,3.335797e-14,4.202225e+07,1.554846e-40,1.398328e-26,2.717157e-31,1.747541e+09,5.592130e+07,-1.352429e-16,7.794239e+04,5.926745e-14,2.802937e+06
6.363660e-01,-3.666595e+03,3.309846e-14,4.235172e+07,1.518840e-40,1.376656e-26,2.675045e-31,1.761242e+09,5.635974e+07,-1.341908e-16,7.855349e+04,5.926745e-14,2.824913e+06
6.363660e-01,-3.695343e+03,3.284098e-14,4.268378e+07,1.483668e-40,1.355321e-26,2.633587e-31,1.775051e+09,5.680162e+07,-1.331469e-16,7.916938e+04,5.926745e-14,2.847062e+06
6.363660e-01,-3.724316e+03,3.258549e-14,4.301843e+07,1.449311e-40,1.334315e-26,2.592771e-31,1.788968e+09,5.724697e+07,-1.321111e-16,7.979010e+04,5.926745e-14,2.869384e+06
6.363660e-01,-3.753516e+03,3.233200e-14,4.335571e+07,1.415749e-40,1.313636e-26,2.552587e-31,1.802994e+09,5.769581e+07,-1.310834e-16,8.041569e+04,5.926745e-14,2.891881e+06
6.363660e-01,-3.782945e+03,3.208048e-14,4.369564e+07,1.382964e-40,1.293277e-26,2.513026e-31,1.817130e+09,5.814817e+07,-1.300637e-16,8.104618e+04,5.926745e-14,2.914554e+06
6.363660e-01,-3.812605e+03,3.183091e-14,4.403823e+07,1.350939e-40,1.273233e-26,2.474079e-31,1.831377e+09,5.860407e+07,-1.290519e-16,8.168161e+04,5.926745e-14,2.937406e+06
6.363660e-01,-3.842497e+03,3.158328e-14,4.438351e+07,1.319655e-40,1.253500e-26,2.435735e-31,1.845736e+09,5.906355e+07,-1.280479e-16,8.232203e+04,5.926745e-14,2.960436e+06
6.363660e-01,-3.872624e+03,3.133758e-14,4.473149e+07,1.289096e-40,1.234073e-26,2.397985e-31,1.860207e+09,5.952663e+07,-1.270518e-16,8.296747e+04,5.926745e-14,2.983647e+06
6.363660e-01,-3.902986e+03,3.109380e-14,4.508221e+07,1.259244e-40,1.214947e-26,2.360821e-31,1.874792e+09,5.999335e+07,-1.260634e-16,8.361797e+04,5.926745e-14,3.007040e+06
6.363660e-01,-3.933587e+03,3.085191e-14,4.543567e+07,1.230083e-40,1.196118e-26,2.324232e-31,1.889491e+09,6.046372e+07,-1.250828e-16,8.427356e+04,5.926745e-14,3.030616e+06
6.363660e-01,-3.964428e+03,3.061190e-14,4.579190e+07,1.201598e-40,1.177580e-26,2.288210e-31,1.904306e+09,6.093778e+07,-1.241097e-16,8.493430e+04,5.926745e-14,3.054378e+06
6.363660e-01,-3.995511e+03,3.037375e-14,4.615093e+07,1.173773e-40,1.159329e-26,2.252747e-31,1.919236e+09,6.141555e+07,-1.231442e-16,8.560022e+04,5.926745e-14,3.078325e+06
6.363660e-01,-4.026837e+03,3.013746e-14,4.651277e+07,1.146592e-40,1.141362e-26,2.217833e-31,1.934284e+09,6.189707e+07,-1.221863e-16,8.627136e+04,5.926745e-14,3.102461e+06
6.363660e-01,-4.058409e+03,2.990301e-14,4.687745e+07,1.120040e-40,1.123673e-26,2.183461e-31,1.949449e+09,6.238237e+07,-1.212357e-16,8.694776e+04,5.926745e-14,3.126785e+06
6.363660e-01,-4.090229e+03,2.967039e-14,4.724499e+07,1.094103e-40,1.106258e-26,2.149621e-31,1.964734e+09,6.287147e+07,-1.202926e-16,8.762947e+04,5.926745e-14,3.151300e+06
6.363660e-01,-4.122298e+03,2.943957e-14,4.761541e+07,1.068767e-40,1.089112e-26,2.116305e-31,1.980138e+09,6.336441e+07,-1.193568e-16,8.831652e+04,5.926745e-14,3.176008e+06
6.363660e-01,-4.154618e+03,2.921055e-14,4.798873e+07,1.044017e-40,1.072233e-26,2.083506e-31,1.995663e+09,6.386121e+07,-1.184283e-16,8.900895e+04,5.926745e-14,3.200909e+06
6.363660e-01,-4.187192e+03,2.898330e-14,4.836498e+07,1.019841e-40,1.055615e-26,2.051215e-31,2.011310e+09,6.436191e+07,-1.175070e-16,8.970682e+04,5.926745e-14,3.226005e+06
6.363660e-01,-4.220021e+03,2.875783e-14,4.874418e+07,9.962241e-41,1.039255e-26,2.019425e-31,2.027079e+09,6.486653e+07,-1.165929e-16,9.041015e+04,5.926745e-14,3.251298e+06
6.363660e-01,-4.253108e+03,2.853411e-14,4.912635e+07,9.731544e-41,1.023148e-26,1.988127e-31,2.042972e+09,6.537511e+07,-1.156859e-16,9.111901e+04,5.926745e-14,3.276790e+06
6.363660e-01,-4.286454e+03,2.831213e-14,4.951152e+07,9.506189e-41,1.007291e-26,1.957315e-31,2.058990e+09,6.588768e+07,-1.147859e-16,9.183341e+04,5.926745e-14,3.302481e+06
6.363660e-01,-4.320062e+03,2.809188e-14,4.989971e+07,9.286053e-41,9.916801e-27,1.926980e-31,2.075133e+09,6.640427e+07,-1.138930e-16,9.255342e+04,5.926745e-14,3.328374e+06
6.363660e-01,-4.353933e+03,2.787335e-14,5.029095e+07,9.071015e-41,9.763107e-27,1.897115e-31,2.091403e+09,6.692490e+07,-1.130070e-16,9.327908e+04,5.926745e-14,3.354470e+06
6.363660e-01,-4.388069e+03,2.765651e-14,5.068525e+07,8.860957e-41,9.611796e-27,1.867713e-31,2.107801e+09,6.744962e+07,-1.121279e-16,9.401042e+04,5.926745e-14,3.380770e+06
6.363660e-01,-4.422473e+03,2.744136e-14,5.108264e+07,8.655762e-41,9.462829e-27,1.838767e-31,2.124327e+09,6.797845e+07,-1.112556e-16,9.474750e+04,5.926745e-14,3.407277e+06
6.363660e-01,-4.457147e+03,2.722788e-14,5.148315e+07,8.455320e-41,9.316172e-27,1.810269e-31,2.140982e+09,6.851143e+07,-1.103901e-16,9.549036e+04,5.926745e-14,3.433991e+06
6.363660e-01,-4.492093e+03,2.701606e-14,5.188680e+07,8.259519e-41,9.171787e-27,1.782213e-31,2.157768e+09,6.904858e+07,-1.095313e-16,9.623904e+04,5.926745e-14,3.460915e+06
6.363660e-01,-4.527313e+03,2.680589e-14,5.229361e+07,8.068252e-41,9.029640e-27,1.754592e-31,2.174686e+09,6.958995e+07,-1.086793e-16,9.699360e+04,5.926745e-14,3.488050e+06
6.363660e-01,-4.562809e+03,2.659736e-14,5.270361e+07,7.881415e-41,8.889696e-27,1.727398e-31,2.191736e+09,7.013557e+07,-1.078338e-16,9.775406e+04,5.926745e-14,3.515397e+06
6.363660e-01,-4.598583e+03,2.639045e-14,5.311683e+07,7.698904e-41,8.751921e-27,1.700627e-31,2.208921e+09,7.068546e+07,-1.069950e-16,9.852049e+04,5.926745e-14,3.542960e+06
6.363660e-01,-4.634638e+03,2.618515e-14,5.353329e+07,7.520620e-41,8.616281e-27,1.674270e-31,2.226239e+09,7.123966e+07,-1.061626e-16,9.929293e+04,5.926745e-14,3.570738e+06
6.363660e-01,-4.670975e+03,2.598144e-14,5.395301e+07,7.346464e-41,8.482744e-27,1.648322e-31,2.243694e+09,7.179821e+07,-1.053367e-16,1.000714e+05,5.926745e-14,3.598734e+06
6.363660e-01,-4.707597e+03,2.577932e-14,5.437602e+07,7.176341e-41,8.351276e-27,1.622775e-31,2.261285e+09,7.236113e+07,-1.045173e-16,1.008560e+05,5.926745e-14,3.626949e+06
6.363660e-01,-4.744507e+03,2.557877e-14,5.480235e+07,7.010157e-41,8.221845e-27,1.597625e-31,2.279015e+09,7.292847e+07,-1.037042e-16,1.016468e+05,5.926745e-14,3.655386e+06
6.363660e-01,-4.781706e+03,2.537979e-14,5.523202e+07,6.847822e-41,8.094421e-27,1.572865e-31,2.296883e+09,7.350026e+07,-1.028975e-16,1.024437e+05,5.926745e-14,3.684046e+06
6.363660e-01,-4.819196e+03,2.518235e-14,5.566506e+07,6.689247e-41,7.968971e-27,1.548488e-31,2.314892e+09,7.407653e+07,-1.020970e-16,1.032469e+05,5.926745e-14,3.712930e+06
6.363660e-01,-4.856980e+03,2.498644e-14,5.610150e+07,6.534343e-41,7.845466e-27,1.524489e-31,2.333041e+09,7.465732e+07,-1.013028e-16,1.040564e+05,5.926745e-14,3.742041e+06
6.363660e-01,-4.895061e+03,2.479206e-14,5.654136e+07,6.383026e-41,7.723875e-27,1.500862e-31,2.351333e+09,7.524266e+07,-1.005147e-16,1.048723e+05,5.926745e-14,3.771380e+06
6.363660e-01,-4.933440e+03,2.459920e-14,5.698466e+07,6.235214e-41,7.604168e-27,1.477601e-31,2.369769e+09,7.583259e+07,-9.973276e-17,1.056945e+05,5.926745e-14,3.800949e+06
6.363660e-01,-4.972120e+03,2.440783e-14,5.743145e+07,6.090824e-41,7.486316e-27,1.454701e-31,2.388349e+09,7.642715e+07,-9.895691e-17,1.065232e+05,5.926745e-14,3.830750e+06
6.363660e-01,-5.011104e+03,2.421795e-14,5.788173e+07,5.949778e-41,7.370291e-27,1.432156e-31,2.407074e+09,7.702637e+07,-9.818710e-17,1.073584e+05,5.926745e-14,3.860785e+06
6.363660e-01,-5.050393e+03,2.402955e-14,5.833555e+07,5.811999e-41,7.256064e-27,1.409960e-31,2.425947e+09,7.763029e+07,-9.742327e-17,1.082001e+05,5.926745e-14,3.891055e+06
6.363660e-01,-5.089990e+03,2.384261e-14,5.879292e+07,5.677409e-41,7.143608e-27,1.388108e-31,2.444967e+09,7.823894e+07,-9.666539e-17,1.090484e+05,5.926745e-14,3.921562e+06
6.363660e-01,-5.129898e+03,2.365713e-14,5.925388e+07,5.545937e-41,7.032894e-27,1.366595e-31,2.464136e+09,7.885237e+07,-9.591340e-17,1.099034e+05,5.926745e-14,3.952309e+06
6.363660e-01,-5.170118e+03,2.347309e-14,5.971845e+07,5.417509e-41,6.923896e-27,1.345415e-31,2.483456e+09,7.947060e+07,-9.516726e-17,1.107651e+05,5.926745e-14,3.983296e+06
6.363660e-01,-5.210654e+03,2.329049e-14,6.018667e+07,5.292055e-41,6.816588e-27,1.324563e-31,2.502927e+09,8.009368e+07,-9.442692e-17,1.116336e+05,5.926745e-14,4.014527e+06
6.363660e-01,-5.251507e+03,2.310930e-14,6.065856e+07,5.169506e-41,6.710942e-27,1.304035e-31,2.522551e+09,8.072165e+07,-9.369235e-17,1.125088e+05,5.926745e-14,4.046002e+06
6.363660e-01,-5.292681e+03,2.292953e-14,6.113415e+07,5.049796e-41,6.606934e-27,1.283824e-31,2.542329e+09,8.135454e+07,-9.296348e-17,1.133909e+05,5.926745e-14,4.077725e+06
6.363660e-01,-5.334178e+03,2.275115e-14,6.161346e+07,4.932857e-41,6.504538e-27,1.263927e-31,2.562262e+09,8.199239e+07,-9.224029e-17,1.142800e+05,5.926745e-14,4.109696e+06
6.363660e-01,-5.376000e+03,2.257416e-14,6.209653e+07,4.818626e-41,6.403729e-27,1.244339e-31,2.582351e+09,8.263524e+07,-9.152273e-17,1.151760e+05,5.926745e-14,4.141917e+06
6.363660e-01,-5.418150e+03,2.239854e-14,6.258340e+07,4.707041e-41,6.304482e-27,1.225053e-31,2.602598e+09,8.328313e+07,-9.081074e-17,1.160790e+05,5.926745e-14,4.174392e+06
6.363660e-01,-5.460630e+03,2.222430e-14,6.307407e+07,4.598039e-41,6.206773e-27,1.206067e-31,2.623003e+09,8.393611e+07,-9.010430e-17,1.169891e+05,5.926745e-14,4.207120e+06
6.363660e-01,-5.503444e+03,2.205140e-14,6.356860e+07,4.491562e-41,6.110579e-27,1.187375e-31,2.643569e+09,8.459420e+07,-8.940335e-17,1.179063e+05,5.926745e-14,4.240106e+06
6.363660e-01,-5.546593e+03,2.187986e-14,6.406700e+07,4.387550e-41,6.015876e-27,1.168973e-31,2.664295e+09,8.525745e+07,-8.870785e-17,1.188308e+05,5.926745e-14,4.273350e+06
6.363660e-01,-5.590081e+03,2.170965e-14,6.456931e+07,4.285947e-41,5.922640e-27,1.150856e-31,2.685184e+09,8.592590e+07,-8.801777e-17,1.197624e+05,5.926745e-14,4.306855e+06
6.363660e-01,-5.633909e+03,2.154076e-14,6.507556e+07,4.186697e-41,5.830849e-27,1.133020e-31,2.706237e+09,8.659959e+07,-8.733305e-17,1.207014e+05,5.926745e-14,4.340622e+06
6.363660e-01,-5.678081e+03,2.137318e-14,6.558578e+07,4.089745e-41,5.740481e-27,1.115460e-31,2.727455e+09,8.727857e+07,-8.665366e-17,1.216478e+05,5.926745e-14,4.374654e+06
6.363660e-01,-5.722599e+03,2.120691e-14,6.610000e+07,3.995038e-41,5.651513e-27,1.098172e-31,2.748840e+09,8.796287e+07,-8.597955e-17,1.226015e+05,5.926745e-14,4.408953e+06
6.363660e-01,-5.767467e+03,2.104194e-14,6.661825e+07,3.902525e-41,5.563925e-27,1.081152e-31,2.770392e+09,8.865253e+07,-8.531069e-17,1.235628e+05,5.926745e-14,4.443521e+06
6.363660e-01,-5.812686e+03,2.087824e-14,6.714056e+07,3.812154e-41,5.477693e-27,1.064396e-31,2.792113e+09,8.934760e+07,-8.464703e-17,1.245316e+05,5.926745e-14,4.478360e+06
6.363660e-01,-5.858260e+03,2.071582e-14,6.766697e+07,3.723875e-41,5.392798e-27,1.047900e-31,2.814004e+09,9.004812e+07,-8.398854e-17,1.255079e+05,5.926745e-14,4.513472e+06
6.363660e-01,-5.904191e+03,2.055466e-14,6.819751e+07,3.637641e-41,5.309219e-27,1.031659e-31,2.836067e+09,9.075414e+07,-8.333516e-17,1.264920e+05,5.926745e-14,4.548860e+06
6.363660e-01,-5.950482e+03,2.039476e-14,6.873220e+07,3.553404e-41,5.226936e-27,1.015670e-31,2.858303e+09,9.146568e+07,-8.268687e-17,1.274837e+05,5.926745e-14,4.584525e+06
6.363660e-01,-5.997136e+03,2.023610e-14,6.927109e+07,3.471117e-41,5.145927e-27,9.999291e-32,2.880713e+09,9.218281e+07,-8.204362e-17,1.284832e+05,5.926745e-14,4.620469e+06
6.363660e-01,-6.044156e+03,2.007868e-14,6.981420e+07,3.390736e-41,5.066174e-27,9.844319e-32,2.903299e+09,9.290556e+07,-8.140538e-17,1.294906e+05,5.926745e-14,4.656695e+06
6.363660e-01,-6.091545e+03,1.992248e-14,7.036157e+07,3.312216e-41,4.987657e-27,9.691749e-32,2.926062e+09,9.363398e+07,-8.077210e-17,1.305059e+05,5.926745e-14,4.693206e+06
6.363660e-01,-6.139305e+03,1.976749e-14,7.091324e+07,3.235515e-41,4.910357e-27,9.541544e-32,2.949003e+09,9.436810e+07,-8.014375e-17,1.315291e+05,5.926745e-14,4.730002e+06
6.363660e-01,-6.187439e+03,1.961371e-14,7.146922e+07,3.160590e-41,4.834255e-27,9.393666e-32,2.972125e+09,9.510799e+07,-7.952029e-17,1.325603e+05,5.926745e-14,4.767087e+06
6.363660e-01,-6.235951e+03,1.946113e-14,7.202957e+07,3.087400e-41,4.759332e-27,9.248081e-32,2.995427e+09,9.585367e+07,-7.890167e-17,1.335996e+05,5.926745e-14,4.804463e+06
6.363660e-01,-6.284844e+03,1.930973e-14,7.259431e+07,3.015904e-41,4.685571e-27,9.104751e-32,3.018913e+09,9.660520e+07,-7.828787e-17,1.346471e+05,5.926745e-14,4.842132e+06
6.363660e-01,-6.334119e+03,1.915952e-14,7.316348e+07,2.946065e-41,4.612952e-27,8.963643e-32,3.042582e+09,9.736263e+07,-7.767885e-17,1.357028e+05,5.926745e-14,4.880096e+06
6.363660e-01,-6.383781e+03,1.901047e-14,7.373711e+07,2.877842e-41,4.541459e-27,8.824722e-32,3.066437e+09,9.812599e+07,-7.707456e-17,1.367668e+05,5.926745e-14,4.918358e+06
6.363660e-01,-6.433833e+03,1.886258e-14,7.431524e+07,2.811200e-41,4.471075e-27,8.687954e-32,3.090479e+09,9.889533e+07,-7.647497e-17,1.378391e+05,5.926745e-14,4.956920e+06
6.363660e-01,-6.484277e+03,1.871584e-14,7.489790e+07,2.746100e-41,4.401781e-27,8.553306e-32,3.114710e+09,9.967071e+07,-7.588004e-17,1.389198e+05,5.926745e-14,4.995784e+06
6.363660e-01,-6.535116e+03,1.857024e-14,7.548513e+07,2.682509e-41,4.333561e-27,8.420744e-32,3.139130e+09,1.004522e+08,-7.528975e-17,1.400090e+05,5.926745e-14,5.034953e+06
6.363660e-01,-6.586354e+03,1.842577e-14,7.607696e+07,2.620389e-41,4.266398e-27,8.290237e-32,3.163742e+09,1.012398e+08,-7.470405e-17,1.411067e+05,5.926745e-14,5.074429e+06
6.363660e-01,-6.637993e+03,1.828243e-14,7.667344e+07,2.559709e-41,4.200276e-27,8.161753e-32,3.188547e+09,1.020335e+08,-7.412290e-17,1.422130e+05,5.926745e-14,5.114215e+06
6.363660e-01,-6.690038e+03,1.814021e-14,7.727459e+07,2.500433e-41,4.135179e-27,8.035259e-32,3.213547e+09,1.028335e+08,-7.354627e-17,1.433280e+05,5.926745e-14,5.154312e+06
6.363660e-01,-6.742490e+03,1.799909e-14,7.788045e+07,2.442530e-41,4.071091e-27,7.910727e-32,3.238742e+09,1.036398e+08,-7.297413e-17,1.444518e+05,5.926745e-14,5.194724e+06
6.363660e-01,-6.795354e+03,1.785906e-14,7.849106e+07,2.385968e-41,4.007996e-27,7.788124e-32,3.264135e+09,1.044523e+08,-7.240644e-17,1.455843e+05,5.926745e-14,5.235453e+06
6.363660e-01,-6.848632e+03,1.772013e-14,7.910646e+07,2.330716e-41,3.945879e-27,7.667421e-32,3.289727e+09,1.052713e+08,-7.184317e-17,1.467258e+05,5.926745e-14,5.276501e+06
6.363660e-01,-6.902328e+03,1.758228e-14,7.972669e+07,2.276744e-41,3.884724e-27,7.548590e-32,3.315520e+09,1.060966e+08,-7.128428e-17,1.478762e+05,5.926745e-14,5.317871e+06
6.363660e-01,-6.956445e+03,1.744550e-14,8.035178e+07,2.224021e-41,3.824518e-27,7.431599e-32,3.341515e+09,1.069285e+08,-7.072973e-17,1.490356e+05,5.926745e-14,5.359565e+06
6.363660e-01,-7.010987e+03,1.730978e-14,8.098177e+07,2.172519e-41,3.765244e-27,7.316422e-32,3.367714e+09,1.077668e+08,-7.017950e-17,1.502041e+05,5.926745e-14,5.401586e+06
6.363660e-01,-7.065956e+03,1.717512e-14,8.161670e+07,2.122210e-41,3.706890e-27,7.203030e-32,3.394118e+09,1.086118e+08,-6.963355e-17,1.513817e+05,5.926745e-14,5.443937e+06
6.363660e-01,-7.121356e+03,1.704151e-14,8.225660e+07,2.073065e-41,3.649439e-27,7.091396e-32,3.420729e+09,1.094633e+08,-6.909185e-17,1.525686e+05,5.926745e-14,5.486619e+06
6.363660e-01,-7.177190e+03,1.690894e-14,8.290153e+07,2.025059e-41,3.592879e-27,6.981491e-32,3.447549e+09,1.103216e+08,-6.855436e-17,1.537648e+05,5.926745e-14,5.529637e+06
6.363660e-01,-7.233462e+03,1.677740e-14,8.355151e+07,1.978165e-41,3.537196e-27,6.873290e-32,3.474579e+09,1.111865e+08,-6.802106e-17,1.549704e+05,5.926745e-14,5.572991e+06
6.363660e-01,-7.290175e+03,1.664688e-14,8.420659e+07,1.932356e-41,3.482375e-27,6.766766e-32,3.501821e+09,1.120583e+08,-6.749190e-17,1.561854e+05,5.926745e-14,5.616686e+06
6.363660e-01,-7.347333e+03,1.651738e-14,8.486680e+07,1.887608e-41,3.428404e-27,6.661893e-32,3.529277e+09,1.129369e+08,-6.696686e-17,1.574100e+05,5.926745e-14,5.660723e+06
6.363660e-01,-7.404939e+03,1.638888e-14,8.553219e+07,1.843897e-41,3.375270e-27,6.558645e-32,3.556948e+09,1.138223e+08,-6.644590e-17,1.586441e+05,5.926745e-14,5.705105e+06
6.363660e-01,-7.462996e+03,1.626139e-14,8.620279e+07,1.801197e-41,3.322959e-27,6.456997e-32,3.584836e+09,1.147148e+08,-6.592899e-17,1.598880e+05,5.926745e-14,5.749835e+06
