time[s],u[m/s]
773,4.166490e-01,8.000000e+00
774,9.722104e-01,1.900000e+01
775,1.080692e-01,2.000000e+00
776,3.855611e-01,7.000000e+00
777,9.476150e-01,1.800000e+01
778,1.985633e-01,3.000000e+00
779,6.365437e-01,1.200000e+01
780,9.254233e-01,1.800000e+01
781,2.760600e-01,5.000000e+00
782,7.994035e-01,1.500000e+01
783,6.414302e-01,1.200000e+01
784,9.199900e-01,1.800000e+01
785,2.944335e-01,5.000000e+00
786,8.309696e-01,1.600000e+01
787,5.618365e-01,1.100000e+01
788,9.847050e-01,1.900000e+01
789,6.024435e-02,1.000000e+00
790,2.264599e-01,4.000000e+00
791,7.007032e-01,1.400000e+01
792,8.388729e-01,1.600000e+01
793,5.406607e-01,1.000000e+01
794,9.933868e-01,1.900000e+01
795,2.627774e-02,0.000000e+00
796,1.023489e-01,2.000000e+00
797,3.674943e-01,7.000000e+00
798,9.297690e-01,1.800000e+01
799,2.611946e-01,5.000000e+00
800,7.718879e-01,1.500000e+01
801,7.043079e-01,1.400000e+01
802,8.330331e-01,1.600000e+01
803,5.563558e-01,1.100000e+01
804,9.872961e-01,1.900000e+01
805,5.017007e-02,1.000000e+00
806,1.906121e-01,3.000000e+00
807,6.171166e-01,1.200000e+01
808,9.451348e-01,1.800000e+01
809,2.074200e-01,4.000000e+00
810,6.575879e-01,1.300000e+01
811,9.006642e-01,1.800000e+01
812,3.578727e-01,7.000000e+00
813,9.191993e-01,1.800000e+01
814,2.970878e-01,5.000000e+00
815,8.353065e-01,1.600000e+01
816,5.502782e-01,1.100000e+01
817,9.898884e-01,1.900000e+01
818,4.003741e-02,0.000000e+00
819,1.537377e-01,3.000000e+00
820,5.204096e-01,1.000000e+01
821,9.983338e-01,1.900000e+01
822,6.653725e-03,0.000000e+00
823,2.643781e-02,0.000000e+00
824,1.029554e-01,2.000000e+00
825,3.694224e-01,7.000000e+00
826,9.317980e-01,1.800000e+01
827,2.542021e-01,5.000000e+00
828,7.583336e-01,1.500000e+01
829,7.330550e-01,1.400000e+01
830,7.827414e-01,1.500000e+01
831,6.802292e-01,1.300000e+01
832,8.700698e-01,1.700000e+01
833,4.521934e-01,9.000000e+00
834,9.908581e-01,1.900000e+01
835,3.623322e-02,0.000000e+00
836,1.396815e-01,2.000000e+00
837,4.806822e-01,9.000000e+00
838,9.985073e-01,1.900000e+01
839,5.961895e-03,0.000000e+00
840,2.370540e-02,0.000000e+00
841,9.257383e-02,1.000000e+00
842,3.360157e-01,6.000000e+00
843,8.924365e-01,1.700000e+01
844,3.839743e-01,7.000000e+00
845,9.461521e-01,1.800000e+01
846,2.037932e-01,4.000000e+00
847,6.490460e-01,1.200000e+01
848,9.111411e-01,1.800000e+01
849,3.238519e-01,6.000000e+00
850,8.758875e-01,1.700000e+01
851,4.348345e-01,8.000000e+00
852,9.830138e-01,1.900000e+01
853,6.679059e-02,1.000000e+00
854,2.493184e-01,4.000000e+00
855,7.486350e-01,1.400000e+01
856,7.527226e-01,1.500000e+01
857,7.445252e-01,1.400000e+01
858,7.608298e-01,1.500000e+01
859,7.278713e-01,1.400000e+01
860,7.922987e-01,1.500000e+01
861,6.582460e-01,1.300000e+01
862,8.998329e-01,1.700000e+01
863,3.605347e-01,7.000000e+00
864,9.221978e-01,1.800000e+01
865,2.869962e-01,5.000000e+00
866,8.185175e-01,1.600000e+01
867,5.941865e-01,1.100000e+01
868,9.645156e-01,1.900000e+01
869,1.369011e-01,2.000000e+00
870,4.726367e-01,9.000000e+00
871,9.970050e-01,1.900000e+01
872,1.194412e-02,0.000000e+00
873,4.720584e-02,0.000000e+00
874,1.799098e-01,3.000000e+00
875,5.901691e-01,1.100000e+01
876,9.674781e-01,1.900000e+01
877,1.258567e-01,2.000000e+00
878,4.400673e-01,8.000000e+00
879,9.856323e-01,1.900000e+01
880,5.664522e-02,1.000000e+00
881,2.137462e-01,4.000000e+00
882,6.722349e-01,1.300000e+01
883,8.813405e-01,1.700000e+01
884,4.183177e-01,8.000000e+00
885,9.733120e-01,1.900000e+01
886,1.039029e-01,2.000000e+00
887,3.724284e-01,7.000000e+00
888,9.349019e-01,1.800000e+01
889,2.434412e-01,4.000000e+00
890,7.367104e-01,1.400000e+01
891,7.758728e-01,1.500000e+01
892,6.955767e-01,1.300000e+01
893,8.469990e-01,1.600000e+01
894,5.183668e-01,1.000000e+01
895,9.986506e-01,1.900000e+01
896,5.390147e-03,0.000000e+00
897,2.144437e-02,0.000000e+00
898,8.393805e-02,1.000000e+00
899,3.075698e-01,6.000000e+00
900,8.518825e-01,1.700000e+01
901,5.047148e-01,1.000000e+01
902,9.999111e-01,1.900000e+01
903,3.556410e-04,0.000000e+00
904,1.422058e-03,0.000000e+00
905,5.680143e-03,0.000000e+00
906,2.259152e-02,0.000000e+00
907,8.832455e-02,1.000000e+00
908,3.220933e-01,6.000000e+00
909,8.733968e-01,1.700000e+01
910,4.422992e-01,8.000000e+00
911,9.866825e-01,1.900000e+01
912,5.256068e-02,1.000000e+00
913,1.991922e-01,3.000000e+00
914,6.380588e-01,1.200000e+01
915,9.237591e-01,1.800000e+01
916,2.817128e-01,5.000000e+00
917,8.094028e-01,1.600000e+01
918,6.170796e-01,1.200000e+01
919,9.451695e-01,1.800000e+01
920,2.072965e-01,4.000000e+00
921,6.572985e-01,1.300000e+01
922,9.010287e-01,1.800000e+01
923,3.567040e-01,7.000000e+00
924,9.178650e-01,1.800000e+01
925,3.015553e-01,6.000000e+00
926,8.424787e-01,1.600000e+01
927,5.308333e-01,1.000000e+01
928,9.961972e-01,1.900000e+01
929,1.515322e-02,0.000000e+00
930,5.969441e-02,1.000000e+00
931,2.245240e-01,4.000000e+00
932,6.964518e-01,1.300000e+01
933,8.456267e-01,1.600000e+01
934,5.221687e-01,1.000000e+01
935,9.980342e-01,1.900000e+01
936,7.847733e-03,0.000000e+00
937,3.114458e-02,0.000000e+00
938,1.206984e-01,2.000000e+00
939,4.245212e-01,8.000000e+00
940,9.772118e-01,1.900000e+01
941,8.907565e-02,1.000000e+00
942,3.245647e-01,6.000000e+00
943,8.768899e-01,1.700000e+01
944,4.318161e-01,8.000000e+00
945,9.814038e-01,1.900000e+01
946,7.300137e-02,1.000000e+00
947,2.706887e-01,5.000000e+00
948,7.896653e-01,1.500000e+01
949,6.643762e-01,1.300000e+01
950,8.919219e-01,1.700000e+01
951,3.855888e-01,7.000000e+00
952,9.476404e-01,1.800000e+01
953,1.984725e-01,3.000000e+00
954,6.363246e-01,1.200000e+01
955,9.256625e-01,1.800000e+01
956,2.752459e-01,5.000000e+00
957,7.979424e-01,1.500000e+01
958,6.449214e-01,1.200000e+01
959,9.159912e-01,1.800000e+01
960,3.078053e-01,6.000000e+00
961,8.522448e-01,1.700000e+01
962,5.036944e-01,1.000000e+01
963,9.999454e-01,1.900000e+01
964,2.183599e-04,0.000000e+00
965,8.732487e-04,0.000000e+00
966,3.489945e-03,0.000000e+00
967,1.391106e-02,0.000000e+00
968,5.487017e-02,1.000000e+00
969,2.074377e-01,4.000000e+00
970,6.576293e-01,1.300000e+01
971,9.006121e-01,1.800000e+01
972,3.580399e-01,7.000000e+00
973,9.193893e-01,1.800000e+01
974,2.964504e-01,5.000000e+00
975,8.342702e-01,1.600000e+01
976,5.530537e-01,1.100000e+01
977,9.887412e-01,1.900000e+01
978,4.452807e-02,0.000000e+00
979,1.701813e-01,3.000000e+00
980,5.648785e-01,1.100000e+01
981,9.831631e-01,1.900000e+01
982,6.621352e-02,1.000000e+00
983,2.473172e-01,4.000000e+00
984,7.446055e-01,1.400000e+01
985,7.606725e-01,1.500000e+01
986,7.281993e-01,1.400000e+01
987,7.917003e-01,1.500000e+01
988,6.596437e-01,1.300000e+01
989,8.980555e-01,1.700000e+01
990,3.662072e-01,7.000000e+00
991,9.283980e-01,1.800000e+01
992,2.659007e-01,5.000000e+00
993,7.807900e-01,1.500000e+01
994,6.846279e-01,1.300000e+01
995,8.636501e-01,1.700000e+01
996,4.710344e-01,9.000000e+00
997,9.966440e-01,1.900000e+01
998,1.337906e-02,0.000000e+00
999,5.280025e-02,1.000000e+00
1000,2.000495e-01,4.000000e+00
