time[s],height[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N]
0.000000e+00,0.000000e+00,inf,1.094096e-04,inf,5.036676e-06
1.000000e-03,2.643668e-03,1.279765e+00,1.094096e-04,1.192913e-04,7.066034e-06
2.000000e-03,3.708845e-03,8.943529e-01,1.094096e-04,1.014969e-04,8.602824e-06
3.000000e-03,4.515481e-03,7.230101e-01,1.094096e-04,9.427880e-05,9.884776e-06
4.000000e-03,5.188356e-03,6.207211e-01,1.094096e-04,9.010523e-05,1.100400e-05
5.000000e-03,5.775819e-03,5.508719e-01,1.094096e-04,8.725987e-05,1.200774e-05
6.000000e-03,6.302663e-03,4.993015e-01,1.094096e-04,8.512631e-05,1.292404e-05
7.000000e-03,6.783614e-03,4.592238e-01,1.094096e-04,8.342541e-05,1.377118e-05
8.000000e-03,7.228265e-03,4.269262e-01,1.094096e-04,8.201102e-05,1.456185e-05
9.000000e-03,7.643277e-03,4.001834e-01,1.094096e-04,8.079856e-05,1.530530e-05
1.000000e-02,8.033499e-03,3.775700e-01,1.094096e-04,7.973528e-05,1.600848e-05
1.100000e-02,8.402590e-03,3.581251e-01,1.094096e-04,7.878636e-05,1.667683e-05
1.200000e-02,8.753392e-03,3.411742e-01,1.094096e-04,7.792778e-05,1.731463e-05
1.300000e-02,9.088165e-03,3.262280e-01,1.094096e-04,7.714228e-05,1.792538e-05
1.400000e-02,9.408739e-03,3.129216e-01,1.094096e-04,7.641713e-05,1.851196e-05
1.500000e-02,9.716623e-03,3.009769e-01,1.094096e-04,7.574268e-05,1.907676e-05
1.600000e-02,1.001308e-02,2.901777e-01,1.094096e-04,7.511142e-05,1.962182e-05
1.700000e-02,1.029917e-02,2.803526e-01,1.094096e-04,7.451745e-05,2.014886e-05
1.800000e-02,1.057581e-02,2.713645e-01,1.094096e-04,7.395599e-05,2.065939e-05
1.900000e-02,1.084378e-02,2.631015e-01,1.094096e-04,7.342318e-05,2.115471e-05
2.000000e-02,1.110376e-02,2.554716e-01,1.094096e-04,7.291580e-05,2.163596e-05
2.100000e-02,1.135636e-02,2.483986e-01,1.094096e-04,7.243118e-05,2.210414e-05
2.200000e-02,1.160210e-02,2.418182e-01,1.094096e-04,7.196704e-05,2.256014e-05
2.300000e-02,1.184145e-02,2.356762e-01,1.094096e-04,7.152148e-05,2.300477e-05
2.400000e-02,1.207482e-02,2.299264e-01,1.094096e-04,7.109282e-05,2.343873e-05
2.500000e-02,1.230260e-02,2.245290e-01,1.094096e-04,7.067963e-05,2.386266e-05
2.600000e-02,1.252512e-02,2.194498e-01,1.094096e-04,7.028066e-05,2.427716e-05
2.700000e-02,1.274268e-02,2.146589e-01,1.094096e-04,6.989481e-05,2.468273e-05
2.800000e-02,1.295556e-02,2.101302e-01,1.094096e-04,6.952111e-05,2.507987e-05
2.900000e-02,1.316401e-02,2.058410e-01,1.094096e-04,6.915871e-05,2.546902e-05
3.000000e-02,1.336827e-02,2.017709e-01,1.094096e-04,6.880682e-05,2.585057e-05
3.100000e-02,1.356854e-02,1.979021e-01,1.094096e-04,6.846477e-05,2.622490e-05
3.200000e-02,1.376502e-02,1.942188e-01,1.094096e-04,6.813194e-05,2.659235e-05
3.300000e-02,1.395789e-02,1.907066e-01,1.094096e-04,6.780776e-05,2.695323e-05
3.400000e-02,1.414731e-02,1.873529e-01,1.094096e-04,6.749173e-05,2.730784e-05
3.500000e-02,1.433344e-02,1.841461e-01,1.094096e-04,6.718338e-05,2.765645e-05
3.600000e-02,1.451642e-02,1.810761e-01,1.094096e-04,6.688230e-05,2.799931e-05
3.700000e-02,1.469638e-02,1.781334e-01,1.094096e-04,6.658810e-05,2.833665e-05
3.800000e-02,1.487344e-02,1.753095e-01,1.094096e-04,6.630042e-05,2.866870e-05
3.900000e-02,1.504773e-02,1.725967e-01,1.094096e-04,6.601894e-05,2.899567e-05
4.000000e-02,1.521935e-02,1.699881e-01,1.094096e-04,6.574336e-05,2.931774e-05
4.100000e-02,1.538840e-02,1.674772e-01,1.094096e-04,6.547339e-05,2.963510e-05
4.200000e-02,1.555497e-02,1.650581e-01,1.094096e-04,6.520878e-05,2.994791e-05
4.300000e-02,1.571917e-02,1.627253e-01,1.094096e-04,6.494930e-05,3.025634e-05
4.400000e-02,1.588106e-02,1.604740e-01,1.094096e-04,6.469471e-05,3.056055e-05
4.500000e-02,1.604073e-02,1.582996e-01,1.094096e-04,6.444480e-05,3.086066e-05
4.600000e-02,1.619825e-02,1.561978e-01,1.094096e-04,6.419939e-05,3.115683e-05
4.700000e-02,1.635371e-02,1.541647e-01,1.094096e-04,6.395829e-05,3.144917e-05
4.800000e-02,1.650715e-02,1.521966e-01,1.094096e-04,6.372133e-05,3.173781e-05
4.900000e-02,1.665865e-02,1.502903e-01,1.094096e-04,6.348834e-05,3.202286e-05
5.000000e-02,1.680827e-02,1.484426e-01,1.094096e-04,6.325919e-05,3.230443e-05
5.100000e-02,1.695606e-02,1.466506e-01,1.094096e-04,6.303371e-05,3.258263e-05
5.200000e-02,1.710209e-02,1.449116e-01,1.094096e-04,6.281179e-05,3.285755e-05
5.300000e-02,1.724639e-02,1.432230e-01,1.094096e-04,6.259330e-05,3.312930e-05
5.400000e-02,1.738902e-02,1.415825e-01,1.094096e-04,6.237810e-05,3.339795e-05
5.500000e-02,1.753003e-02,1.399879e-01,1.094096e-04,6.216610e-05,3.366359e-05
5.600000e-02,1.766947e-02,1.384370e-01,1.094096e-04,6.195718e-05,3.392632e-05
5.700000e-02,1.780736e-02,1.369280e-01,1.094096e-04,6.175124e-05,3.418619e-05
5.800000e-02,1.794377e-02,1.354590e-01,1.094096e-04,6.154819e-05,3.444330e-05
5.900000e-02,1.807872e-02,1.340282e-01,1.094096e-04,6.134793e-05,3.469771e-05
6.000000e-02,1.821226e-02,1.326342e-01,1.094096e-04,6.115038e-05,3.494949e-05
6.100000e-02,1.834441e-02,1.312753e-01,1.094096e-04,6.095544e-05,3.519870e-05
6.200000e-02,1.847522e-02,1.299501e-01,1.094096e-04,6.076305e-05,3.544542e-05
6.300000e-02,1.860472e-02,1.286573e-01,1.094096e-04,6.057312e-05,3.568969e-05
6.400000e-02,1.873293e-02,1.273955e-01,1.094096e-04,6.038559e-05,3.593158e-05
6.500000e-02,1.885990e-02,1.261636e-01,1.094096e-04,6.020039e-05,3.617115e-05
6.600000e-02,1.898564e-02,1.249604e-01,1.094096e-04,6.001744e-05,3.640845e-05
6.700000e-02,1.911019e-02,1.237849e-01,1.094096e-04,5.983669e-05,3.664352e-05
6.800000e-02,1.923358e-02,1.226359e-01,1.094096e-04,5.965807e-05,3.687642e-05
6.900000e-02,1.935583e-02,1.215125e-01,1.094096e-04,5.948153e-05,3.710721e-05
7.000000e-02,1.947696e-02,1.204138e-01,1.094096e-04,5.930701e-05,3.733591e-05
7.100000e-02,1.959701e-02,1.193390e-01,1.094096e-04,5.913445e-05,3.756259e-05
7.200000e-02,1.971598e-02,1.182871e-01,1.094096e-04,5.896382e-05,3.778727e-05
7.300000e-02,1.983392e-02,1.172573e-01,1.094096e-04,5.879505e-05,3.801001e-05
7.400000e-02,1.995083e-02,1.162490e-01,1.094096e-04,5.862810e-05,3.823085e-05
7.500000e-02,2.006674e-02,1.152613e-01,1.094096e-04,5.846292e-05,3.844981e-05
7.600000e-02,2.018167e-02,1.142936e-01,1.094096e-04,5.829947e-05,3.866695e-05
7.700000e-02,2.029565e-02,1.133452e-01,1.094096e-04,5.813771e-05,3.888229e-05
7.800000e-02,2.040868e-02,1.124156e-01,1.094096e-04,5.797760e-05,3.909588e-05
7.900000e-02,2.052078e-02,1.115040e-01,1.094096e-04,5.781910e-05,3.930774e-05
8.000000e-02,2.063199e-02,1.106099e-01,1.094096e-04,5.766216e-05,3.951791e-05
8.100000e-02,2.074230e-02,1.097328e-01,1.094096e-04,5.750676e-05,3.972642e-05
8.200000e-02,2.085175e-02,1.088722e-01,1.094096e-04,5.735286e-05,3.993331e-05
8.300000e-02,2.096034e-02,1.080275e-01,1.094096e-04,5.720042e-05,4.013859e-05
8.400000e-02,2.106809e-02,1.071982e-01,1.094096e-04,5.704941e-05,4.034231e-05
8.500000e-02,2.117501e-02,1.063840e-01,1.094096e-04,5.689981e-05,4.054448e-05
8.600000e-02,2.128113e-02,1.055843e-01,1.094096e-04,5.675157e-05,4.074514e-05
8.700000e-02,2.138645e-02,1.047987e-01,1.094096e-04,5.660467e-05,4.094432e-05
8.800000e-02,2.149100e-02,1.040268e-01,1.094096e-04,5.645908e-05,4.114203e-05
8.900000e-02,2.159477e-02,1.032682e-01,1.094096e-04,5.631477e-05,4.133831e-05
9.000000e-02,2.169780e-02,1.025226e-01,1.094096e-04,5.617172e-05,4.153317e-05
9.100000e-02,2.180008e-02,1.017896e-01,1.094096e-04,5.602989e-05,4.172665e-05
9.200000e-02,2.190163e-02,1.010688e-01,1.094096e-04,5.588928e-05,4.191876e-05
9.300000e-02,2.200247e-02,1.003599e-01,1.094096e-04,5.574984e-05,4.210953e-05
9.400000e-02,2.210260e-02,9.966262e-02,1.094096e-04,5.561155e-05,4.229898e-05
9.500000e-02,2.220204e-02,9.897657e-02,1.094096e-04,5.547440e-05,4.248713e-05
9.600000e-02,2.230080e-02,9.830149e-02,1.094096e-04,5.533836e-05,4.267400e-05
9.700000e-02,2.239888e-02,9.763709e-02,1.094096e-04,5.520341e-05,4.285962e-05
9.800000e-02,2.249631e-02,9.698309e-02,1.094096e-04,5.506953e-05,4.304399e-05
9.900000e-02,2.259308e-02,9.633922e-02,1.094096e-04,5.493669e-05,4.322714e-05
1.000000e-01,2.268922e-02,9.570523e-02,1.094096e-04,5.480488e-05,4.340910e-05
1.010000e-01,2.278472e-02,9.508086e-02,1.094096e-04,5.467408e-05,4.358987e-05
1.020000e-01,2.287960e-02,9.446588e-02,1.094096e-04,5.454427e-05,4.376947e-05
1.030000e-01,2.297388e-02,9.386005e-02,1.094096e-04,5.441543e-05,4.394793e-05
1.040000e-01,2.306754e-02,9.326315e-02,1.094096e-04,5.428754e-05,4.412526e-05
1.050000e-01,2.316062e-02,9.267496e-02,1.094096e-04,5.416058e-05,4.430147e-05
1.060000e-01,2.325311e-02,9.209527e-02,1.094096e-04,5.403455e-05,4.447658e-05
1.070000e-01,2.334502e-02,9.152388e-02,1.094096e-04,5.390941e-05,4.465061e-05
1.080000e-01,2.343637e-02,9.096059e-02,1.094096e-04,5.378517e-05,4.482357e-05
1.090000e-01,2.352715e-02,9.040522e-02,1.094096e-04,5.366179e-05,4.499548e-05
1.100000e-01,2.361739e-02,8.985757e-02,1.094096e-04,5.353927e-05,4.516635e-05
1.110000e-01,2.370707e-02,8.931747e-02,1.094096e-04,5.341759e-05,4.533620e-05
1.120000e-01,2.379622e-02,8.878476e-02,1.094096e-04,5.329674e-05,4.550503e-05
1.130000e-01,2.388484e-02,8.825925e-02,1.094096e-04,5.317670e-05,4.567287e-05
1.140000e-01,2.397294e-02,8.774080e-02,1.094096e-04,5.305746e-05,4.583973e-05
1.150000e-01,2.406052e-02,8.722924e-02,1.094096e-04,5.293901e-05,4.600562e-05
1.160000e-01,2.414759e-02,8.672443e-02,1.094096e-04,5.282133e-05,4.617055e-05
1.170000e-01,2.423416e-02,8.622621e-02,1.094096e-04,5.270441e-05,4.633454e-05
1.180000e-01,2.432024e-02,8.573444e-02,1.094096e-04,5.258823e-05,4.649759e-05
1.190000e-01,2.440582e-02,8.524899e-02,1.094096e-04,5.247279e-05,4.665972e-05
1.200000e-01,2.449092e-02,8.476971e-02,1.094096e-04,5.235808e-05,4.682094e-05
1.210000e-01,2.457554e-02,8.429649e-02,1.094096e-04,5.224408e-05,4.698127e-05
1.220000e-01,2.465970e-02,8.382919e-02,1.094096e-04,5.213078e-05,4.714071e-05
1.230000e-01,2.474338e-02,8.336769e-02,1.094096e-04,5.201817e-05,4.729927e-05
1.240000e-01,2.482661e-02,8.291186e-02,1.094096e-04,5.190623e-05,4.745697e-05
1.250000e-01,2.490938e-02,8.246160e-02,1.094096e-04,5.179497e-05,4.761382e-05
1.260000e-01,2.499171e-02,8.201680e-02,1.094096e-04,5.168437e-05,4.776982e-05
1.270000e-01,2.507359e-02,8.157733e-02,1.094096e-04,5.157442e-05,4.792499e-05
1.280000e-01,2.515504e-02,8.114310e-02,1.094096e-04,5.146510e-05,4.807933e-05
1.290000e-01,2.523605e-02,8.071400e-02,1.094096e-04,5.135641e-05,4.823286e-05
1.300000e-01,2.531664e-02,8.028993e-02,1.094096e-04,5.124835e-05,4.838559e-05
1.310000e-01,2.539680e-02,7.987079e-02,1.094096e-04,5.114090e-05,4.853752e-05
1.320000e-01,2.547654e-02,7.945648e-02,1.094096e-04,5.103404e-05,4.868866e-05
1.330000e-01,2.555588e-02,7.904692e-02,1.094096e-04,5.092779e-05,4.883903e-05
1.340000e-01,2.563480e-02,7.864202e-02,1.094096e-04,5.082211e-05,4.898863e-05
1.350000e-01,2.571332e-02,7.824167e-02,1.094096e-04,5.071702e-05,4.913747e-05
1.360000e-01,2.579145e-02,7.784581e-02,1.094096e-04,5.061249e-05,4.928555e-05
1.370000e-01,2.586918e-02,7.745434e-02,1.094096e-04,5.050852e-05,4.943290e-05
1.380000e-01,2.594651e-02,7.706719e-02,1.094096e-04,5.040511e-05,4.957951e-05
1.390000e-01,2.602347e-02,7.668427e-02,1.094096e-04,5.030224e-05,4.972539e-05
1.400000e-01,2.610004e-02,7.630551e-02,1.094096e-04,5.019990e-05,4.987055e-05
1.410000e-01,2.617623e-02,7.593083e-02,1.094096e-04,5.009810e-05,5.001501e-05
1.420000e-01,2.625205e-02,7.556015e-02,1.094096e-04,4.999682e-05,5.015876e-05
1.430000e-01,2.632751e-02,7.519342e-02,1.094096e-04,4.989606e-05,5.030181e-05
1.440000e-01,2.640259e-02,7.483055e-02,1.094096e-04,4.979581e-05,5.044417e-05
1.450000e-01,2.647732e-02,7.447148e-02,1.094096e-04,4.969605e-05,5.058586e-05
1.460000e-01,2.655168e-02,7.411614e-02,1.094096e-04,4.959680e-05,5.072687e-05
1.470000e-01,2.662570e-02,7.376447e-02,1.094096e-04,4.949803e-05,5.086721e-05
1.480000e-01,2.669936e-02,7.341640e-02,1.094096e-04,4.939975e-05,5.100689e-05
1.490000e-01,2.677268e-02,7.307187e-02,1.094096e-04,4.930194e-05,5.114591e-05
1.500000e-01,2.684565e-02,7.273083e-02,1.094096e-04,4.920460e-05,5.128429e-05
1.510000e-01,2.691828e-02,7.239320e-02,1.094096e-04,4.910773e-05,5.142203e-05
1.520000e-01,2.699058e-02,7.205895e-02,1.094096e-04,4.901131e-05,5.155913e-05
1.530000e-01,2.706254e-02,7.172800e-02,1.094096e-04,4.891535e-05,5.169561e-05
1.540000e-01,2.713417e-02,7.140030e-02,1.094096e-04,4.881983e-05,5.183146e-05
1.550000e-01,2.720548e-02,7.107581e-02,1.094096e-04,4.872476e-05,5.196669e-05
1.560000e-01,2.727646e-02,7.075446e-02,1.094096e-04,4.863012e-05,5.210132e-05
1.570000e-01,2.734713e-02,7.043621e-02,1.094096e-04,4.853592e-05,5.223534e-05
1.580000e-01,2.741747e-02,7.012100e-02,1.094096e-04,4.844213e-05,5.236876e-05
1.590000e-01,2.748750e-02,6.980879e-02,1.094096e-04,4.834877e-05,5.250160e-05
1.600000e-01,2.755722e-02,6.949954e-02,1.094096e-04,4.825583e-05,5.263384e-05
1.610000e-01,2.762664e-02,6.919318e-02,1.094096e-04,4.816329e-05,5.276550e-05
1.620000e-01,2.769574e-02,6.888968e-02,1.094096e-04,4.807116e-05,5.289658e-05
1.630000e-01,2.776455e-02,6.858899e-02,1.094096e-04,4.797943e-05,5.302710e-05
1.640000e-01,2.783305e-02,6.829107e-02,1.094096e-04,4.788810e-05,5.315705e-05
1.650000e-01,2.790126e-02,6.799588e-02,1.094096e-04,4.779716e-05,5.328643e-05
1.660000e-01,2.796917e-02,6.770337e-02,1.094096e-04,4.770660e-05,5.341526e-05
1.670000e-01,2.803679e-02,6.741350e-02,1.094096e-04,4.761643e-05,5.354355e-05
1.680000e-01,2.810413e-02,6.712623e-02,1.094096e-04,4.752663e-05,5.367128e-05
1.690000e-01,2.817117e-02,6.684153e-02,1.094096e-04,4.743721e-05,5.379848e-05
1.700000e-01,2.823793e-02,6.655935e-02,1.094096e-04,4.734816e-05,5.392513e-05
1.710000e-01,2.830442e-02,6.627965e-02,1.094096e-04,4.725947e-05,5.405126e-05
1.720000e-01,2.837062e-02,6.600241e-02,1.094096e-04,4.717115e-05,5.417686e-05
1.730000e-01,2.843654e-02,6.572758e-02,1.094096e-04,4.708318e-05,5.430194e-05
1.740000e-01,2.850220e-02,6.545512e-02,1.094096e-04,4.699557e-05,5.442650e-05
1.750000e-01,2.856758e-02,6.518501e-02,1.094096e-04,4.690830e-05,5.455055e-05
1.760000e-01,2.863269e-02,6.491721e-02,1.094096e-04,4.682138e-05,5.467409e-05
1.770000e-01,2.869753e-02,6.465169e-02,1.094096e-04,4.673481e-05,5.479712e-05
1.780000e-01,2.876211e-02,6.438840e-02,1.094096e-04,4.664857e-05,5.491966e-05
1.790000e-01,2.882643e-02,6.412733e-02,1.094096e-04,4.656266e-05,5.504170e-05
1.800000e-01,2.889048e-02,6.386844e-02,1.094096e-04,4.647709e-05,5.516325e-05
1.810000e-01,2.895428e-02,6.361170e-02,1.094096e-04,4.639185e-05,5.528430e-05
1.820000e-01,2.901782e-02,6.335707e-02,1.094096e-04,4.630693e-05,5.540488e-05
1.830000e-01,2.908111e-02,6.310454e-02,1.094096e-04,4.622233e-05,5.552498e-05
1.840000e-01,2.914415e-02,6.285407e-02,1.094096e-04,4.613804e-05,5.564460e-05
1.850000e-01,2.920693e-02,6.260562e-02,1.094096e-04,4.605408e-05,5.576374e-05
1.860000e-01,2.926947e-02,6.235919e-02,1.094096e-04,4.597042e-05,5.588242e-05
1.870000e-01,2.933176e-02,6.211473e-02,1.094096e-04,4.588707e-05,5.600064e-05
1.880000e-01,2.939381e-02,6.187221e-02,1.094096e-04,4.580403e-05,5.611839e-05
1.890000e-01,2.945562e-02,6.163163e-02,1.094096e-04,4.572129e-05,5.623569e-05
1.900000e-01,2.951719e-02,6.139294e-02,1.094096e-04,4.563885e-05,5.635253e-05
1.910000e-01,2.957852e-02,6.115612e-02,1.094096e-04,4.555670e-05,5.646893e-05
1.920000e-01,2.963961e-02,6.092115e-02,1.094096e-04,4.547485e-05,5.658487e-05
1.930000e-01,2.970047e-02,6.068800e-02,1.094096e-04,4.539328e-05,5.670038e-05
1.940000e-01,2.976109e-02,6.045665e-02,1.094096e-04,4.531201e-05,5.681544e-05
1.950000e-01,2.982149e-02,6.022708e-02,1.094096e-04,4.523102e-05,5.693007e-05
1.960000e-01,2.988166e-02,5.999926e-02,1.094096e-04,4.515031e-05,5.704426e-05
1.970000e-01,2.994160e-02,5.977317e-02,1.094096e-04,4.506988e-05,5.715803e-05
1.980000e-01,3.000131e-02,5.954879e-02,1.094096e-04,4.498972e-05,5.727137e-05
1.990000e-01,3.006080e-02,5.932609e-02,1.094096e-04,4.490984e-05,5.738428e-05
2.000000e-01,3.012007e-02,5.910506e-02,1.094096e-04,4.483024e-05,5.749678e-05
2.010000e-01,3.017911e-02,5.888567e-02,1.094096e-04,4.475090e-05,5.760886e-05
2.020000e-01,3.023794e-02,5.866791e-02,1.094096e-04,4.467182e-05,5.772052e-05
2.030000e-01,3.029655e-02,5.845174e-02,1.094096e-04,4.459301e-05,5.783178e-05
2.040000e-01,3.035495e-02,5.823716e-02,1.094096e-04,4.451447e-05,5.794262e-05
2.050000e-01,3.041313e-02,5.802414e-02,1.094096e-04,4.443618e-05,5.805307e-05
2.060000e-01,3.047110e-02,5.781267e-02,1.094096e-04,4.435815e-05,5.816311e-05
2.070000e-01,3.052886e-02,5.760271e-02,1.094096e-04,4.428037e-05,5.827275e-05
2.080000e-01,3.058641e-02,5.739427e-02,1.094096e-04,4.420285e-05,5.838199e-05
2.090000e-01,3.064375e-02,5.718731e-02,1.094096e-04,4.412557e-05,5.849084e-05
2.100000e-01,3.070088e-02,5.698182e-02,1.094096e-04,4.404854e-05,5.859930e-05
2.110000e-01,3.075781e-02,5.677778e-02,1.094096e-04,4.397176e-05,5.870737e-05
2.120000e-01,3.081453e-02,5.657518e-02,1.094096e-04,4.389523e-05,5.881506e-05
2.130000e-01,3.087106e-02,5.637399e-02,1.094096e-04,4.381893e-05,5.892237e-05
2.140000e-01,3.092738e-02,5.617420e-02,1.094096e-04,4.374287e-05,5.902929e-05
2.150000e-01,3.098350e-02,5.597580e-02,1.094096e-04,4.366705e-05,5.913584e-05
2.160000e-01,3.103943e-02,5.577876e-02,1.094096e-04,4.359147e-05,5.924201e-05
2.170000e-01,3.109516e-02,5.558308e-02,1.094096e-04,4.351612e-05,5.934781e-05
2.180000e-01,3.115069e-02,5.538873e-02,1.094096e-04,4.344100e-05,5.945325e-05
2.190000e-01,3.120603e-02,5.519570e-02,1.094096e-04,4.336611e-05,5.955831e-05
2.200000e-01,3.126118e-02,5.500398e-02,1.094096e-04,4.329145e-05,5.966301e-05
2.210000e-01,3.131613e-02,5.481354e-02,1.094096e-04,4.321701e-05,5.976735e-05
2.220000e-01,3.137090e-02,5.462439e-02,1.094096e-04,4.314280e-05,5.987133e-05
2.230000e-01,3.142548e-02,5.443649e-02,1.094096e-04,4.306881e-05,5.997495e-05
2.240000e-01,3.147987e-02,5.424984e-02,1.094096e-04,4.299503e-05,6.007822e-05
2.250000e-01,3.153407e-02,5.406442e-02,1.094096e-04,4.292148e-05,6.018113e-05
2.260000e-01,3.158809e-02,5.388022e-02,1.094096e-04,4.284815e-05,6.028370e-05
2.270000e-01,3.164192e-02,5.369722e-02,1.094096e-04,4.277503e-05,6.038591e-05
2.280000e-01,3.169557e-02,5.351542e-02,1.094096e-04,4.270212e-05,6.048779e-05
2.290000e-01,3.174904e-02,5.333479e-02,1.094096e-04,4.262942e-05,6.058931e-05
2.300000e-01,3.180233e-02,5.315533e-02,1.094096e-04,4.255694e-05,6.069050e-05
2.310000e-01,3.185544e-02,5.297702e-02,1.094096e-04,4.248466e-05,6.079135e-05
2.320000e-01,3.190838e-02,5.279986e-02,1.094096e-04,4.241259e-05,6.089186e-05
2.330000e-01,3.196113e-02,5.262382e-02,1.094096e-04,4.234072e-05,6.099203e-05
2.340000e-01,3.201371e-02,5.244889e-02,1.094096e-04,4.226906e-05,6.109188e-05
2.350000e-01,3.206612e-02,5.227507e-02,1.094096e-04,4.219760e-05,6.119139e-05
2.360000e-01,3.211835e-02,5.210234e-02,1.094096e-04,4.212634e-05,6.129057e-05
2.370000e-01,3.217041e-02,5.193069e-02,1.094096e-04,4.205528e-05,6.138943e-05
2.380000e-01,3.222230e-02,5.176011e-02,1.094096e-04,4.198442e-05,6.148796e-05
2.390000e-01,3.227402e-02,5.159059e-02,1.094096e-04,4.191375e-05,6.158617e-05
2.400000e-01,3.232557e-02,5.142211e-02,1.094096e-04,4.184328e-05,6.168407e-05
2.410000e-01,3.237695e-02,5.125466e-02,1.094096e-04,4.177300e-05,6.178164e-05
2.420000e-01,3.242817e-02,5.108825e-02,1.094096e-04,4.170291e-05,6.187889e-05
2.430000e-01,3.247921e-02,5.092284e-02,1.094096e-04,4.163301e-05,6.197584e-05
2.440000e-01,3.253010e-02,5.075844e-02,1.094096e-04,4.156330e-05,6.207246e-05
2.450000e-01,3.258082e-02,5.059503e-02,1.094096e-04,4.149378e-05,6.216878e-05
2.460000e-01,3.263137e-02,5.043260e-02,1.094096e-04,4.142445e-05,6.226479e-05
2.470000e-01,3.268176e-02,5.027115e-02,1.094096e-04,4.135530e-05,6.236049e-05
2.480000e-01,3.273200e-02,5.011066e-02,1.094096e-04,4.128634e-05,6.245589e-05
2.490000e-01,3.278207e-02,4.995112e-02,1.094096e-04,4.121755e-05,6.255098e-05
2.500000e-01,3.283198e-02,4.979253e-02,1.094096e-04,4.114895e-05,6.264578e-05
2.510000e-01,3.288174e-02,4.963487e-02,1.094096e-04,4.108053e-05,6.274027e-05
2.520000e-01,3.293133e-02,4.947813e-02,1.094096e-04,4.101229e-05,6.283446e-05
2.530000e-01,3.298078e-02,4.932231e-02,1.094096e-04,4.094422e-05,6.292836e-05
2.540000e-01,3.303006e-02,4.916739e-02,1.094096e-04,4.087633e-05,6.302196e-05
2.550000e-01,3.307919e-02,4.901338e-02,1.094096e-04,4.080862e-05,6.311528e-05
2.560000e-01,3.312817e-02,4.886025e-02,1.094096e-04,4.074108e-05,6.320829e-05
2.570000e-01,3.317699e-02,4.870800e-02,1.094096e-04,4.067371e-05,6.330102e-05
2.580000e-01,3.322567e-02,4.855662e-02,1.094096e-04,4.060652e-05,6.339347e-05
2.590000e-01,3.327419e-02,4.840610e-02,1.094096e-04,4.053949e-05,6.348562e-05
2.600000e-01,3.332256e-02,4.825644e-02,1.094096e-04,4.047264e-05,6.357749e-05
2.610000e-01,3.337078e-02,4.810763e-02,1.094096e-04,4.040595e-05,6.366908e-05
2.620000e-01,3.341885e-02,4.795965e-02,1.094096e-04,4.033943e-05,6.376039e-05
2.630000e-01,3.346678e-02,4.781250e-02,1.094096e-04,4.027308e-05,6.385141e-05
2.640000e-01,3.351456e-02,4.766618e-02,1.094096e-04,4.020689e-05,6.394216e-05
2.650000e-01,3.356219e-02,4.752067e-02,1.094096e-04,4.014087e-05,6.403263e-05
2.660000e-01,3.360968e-02,4.737597e-02,1.094096e-04,4.007500e-05,6.412283e-05
2.670000e-01,3.365702e-02,4.723206e-02,1.094096e-04,4.000931e-05,6.421275e-05
2.680000e-01,3.370422e-02,4.708895e-02,1.094096e-04,3.994377e-05,6.430240e-05
2.690000e-01,3.375127e-02,4.694662e-02,1.094096e-04,3.987839e-05,6.439178e-05
2.700000e-01,3.379819e-02,4.680507e-02,1.094096e-04,3.981317e-05,6.448089e-05
2.710000e-01,3.384496e-02,4.666429e-02,1.094096e-04,3.974811e-05,6.456974e-05
2.720000e-01,3.389159e-02,4.652427e-02,1.094096e-04,3.968320e-05,6.465831e-05
2.730000e-01,3.393808e-02,4.638500e-02,1.094096e-04,3.961846e-05,6.474663e-05
2.740000e-01,3.398444e-02,4.624649e-02,1.094096e-04,3.955386e-05,6.483467e-05
2.750000e-01,3.403065e-02,4.610872e-02,1.094096e-04,3.948943e-05,6.492246e-05
2.760000e-01,3.407673e-02,4.597168e-02,1.094096e-04,3.942514e-05,6.500999e-05
2.770000e-01,3.412267e-02,4.583537e-02,1.094096e-04,3.936101e-05,6.509725e-05
2.780000e-01,3.416848e-02,4.569978e-02,1.094096e-04,3.929703e-05,6.518426e-05
2.790000e-01,3.421415e-02,4.556491e-02,1.094096e-04,3.923320e-05,6.527101e-05
2.800000e-01,3.425968e-02,4.543075e-02,1.094096e-04,3.916952e-05,6.535751e-05
2.810000e-01,3.430508e-02,4.529729e-02,1.094096e-04,3.910598e-05,6.544375e-05
2.820000e-01,3.435035e-02,4.516453e-02,1.094096e-04,3.904260e-05,6.552974e-05
2.830000e-01,3.439548e-02,4.503245e-02,1.094096e-04,3.897936e-05,6.561548e-05
2.840000e-01,3.444049e-02,4.490107e-02,1.094096e-04,3.891627e-05,6.570097e-05
2.850000e-01,3.448536e-02,4.477036e-02,1.094096e-04,3.885333e-05,6.578621e-05
2.860000e-01,3.453010e-02,4.464032e-02,1.094096e-04,3.879053e-05,6.587120e-05
2.870000e-01,3.457471e-02,4.451095e-02,1.094096e-04,3.872787e-05,6.595595e-05
2.880000e-01,3.461919e-02,4.438224e-02,1.094096e-04,3.866536e-05,6.604045e-05
2.890000e-01,3.466355e-02,4.425418e-02,1.094096e-04,3.860299e-05,6.612471e-05
2.900000e-01,3.470777e-02,4.412678e-02,1.094096e-04,3.854076e-05,6.620873e-05
