time[s],height[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N]
5.734000e+00,5.741514e-02,1.604520e-05,1.094096e-04,2.315323e-08,1.093865e-04
5.735000e+00,5.741515e-02,1.602403e-05,1.094096e-04,2.312268e-08,1.093865e-04
5.736000e+00,5.741517e-02,1.600288e-05,1.094096e-04,2.309217e-08,1.093865e-04
5.737000e+00,5.741518e-02,1.598176e-05,1.094096e-04,2.306170e-08,1.093865e-04
5.738000e+00,5.741520e-02,1.596067e-05,1.094096e-04,2.303127e-08,1.093866e-04
5.739000e+00,5.741522e-02,1.593960e-05,1.094096e-04,2.300088e-08,1.093866e-04
5.740000e+00,5.741523e-02,1.591857e-05,1.094096e-04,2.297054e-08,1.093866e-04
5.741000e+00,5.741525e-02,1.589756e-05,1.094096e-04,2.294023e-08,1.093867e-04
5.742000e+00,5.741526e-02,1.587658e-05,1.094096e-04,2.290996e-08,1.093867e-04
5.743000e+00,5.741528e-02,1.585563e-05,1.094096e-04,2.287973e-08,1.093867e-04
5.744000e+00,5.741529e-02,1.583470e-05,1.094096e-04,2.284954e-08,1.093868e-04
5.745000e+00,5.741531e-02,1.581381e-05,1.094096e-04,2.281940e-08,1.093868e-04
5.746000e+00,5.741533e-02,1.579294e-05,1.094096e-04,2.278929e-08,1.093868e-04
5.747000e+00,5.741534e-02,1.577210e-05,1.094096e-04,2.275922e-08,1.093869e-04
5.748000e+00,5.741536e-02,1.575128e-05,1.094096e-04,2.272919e-08,1.093869e-04
5.749000e+00,5.741537e-02,1.573050e-05,1.094096e-04,2.269920e-08,1.093869e-04
5.750000e+00,5.741539e-02,1.570974e-05,1.094096e-04,2.266925e-08,1.093869e-04
5.751000e+00,5.741541e-02,1.568900e-05,1.094096e-04,2.263934e-08,1.093870e-04
5.752000e+00,5.741542e-02,1.566830e-05,1.094096e-04,2.260947e-08,1.093870e-04
5.753000e+00,5.741544e-02,1.564762e-05,1.094096e-04,2.257964e-08,1.093870e-04
5.754000e+00,5.741545e-02,1.562697e-05,1.094096e-04,2.254985e-08,1.093871e-04
5.755000e+00,5.741547e-02,1.560635e-05,1.094096e-04,2.252009e-08,1.093871e-04
5.756000e+00,5.741548e-02,1.558575e-05,1.094096e-04,2.249038e-08,1.093871e-04
5.757000e+00,5.741550e-02,1.556519e-05,1.094096e-04,2.246071e-08,1.093871e-04
5.758000e+00,5.741551e-02,1.554464e-05,1.094096e-04,2.243107e-08,1.093872e-04
5.759000e+00,5.741553e-02,1.552413e-05,1.094096e-04,2.240148e-08,1.093872e-04
5.760000e+00,5.741555e-02,1.550364e-05,1.094096e-04,2.237192e-08,1.093872e-04
5.761000e+00,5.741556e-02,1.548318e-05,1.094096e-04,2.234240e-08,1.093873e-04
5.762000e+00,5.741558e-02,1.546275e-05,1.094096e-04,2.231292e-08,1.093873e-04
5.763000e+00,5.741559e-02,1.544235e-05,1.094096e-04,2.228348e-08,1.093873e-04
5.764000e+00,5.741561e-02,1.542197e-05,1.094096e-04,2.225408e-08,1.093874e-04
5.765000e+00,5.741562e-02,1.540161e-05,1.094096e-04,2.222472e-08,1.093874e-04
5.766000e+00,5.741564e-02,1.538129e-05,1.094096e-04,2.219540e-08,1.093874e-04
5.767000e+00,5.741565e-02,1.536099e-05,1.094096e-04,2.216611e-08,1.093874e-04
5.768000e+00,5.741567e-02,1.534072e-05,1.094096e-04,2.213687e-08,1.093875e-04
5.769000e+00,5.741568e-02,1.532047e-05,1.094096e-04,2.210766e-08,1.093875e-04
5.770000e+00,5.741570e-02,1.530026e-05,1.094096e-04,2.207849e-08,1.093875e-04
5.771000e+00,5.741571e-02,1.528006e-05,1.094096e-04,2.204936e-08,1.093876e-04
5.772000e+00,5.741573e-02,1.525990e-05,1.094096e-04,2.202027e-08,1.093876e-04
5.773000e+00,5.741575e-02,1.523976e-05,1.094096e-04,2.199121e-08,1.093876e-04
5.774000e+00,5.741576e-02,1.521965e-05,1.094096e-04,2.196220e-08,1.093876e-04
5.775000e+00,5.741578e-02,1.519957e-05,1.094096e-04,2.193322e-08,1.093877e-04
5.776000e+00,5.741579e-02,1.517951e-05,1.094096e-04,2.190428e-08,1.093877e-04
5.777000e+00,5.741581e-02,1.515947e-05,1.094096e-04,2.187538e-08,1.093877e-04
5.778000e+00,5.741582e-02,1.513947e-05,1.094096e-04,2.184652e-08,1.093878e-04
5.779000e+00,5.741584e-02,1.511949e-05,1.094096e-04,2.181769e-08,1.093878e-04
5.780000e+00,5.741585e-02,1.509954e-05,1.094096e-04,2.178891e-08,1.093878e-04
5.781000e+00,5.741587e-02,1.507961e-05,1.094096e-04,2.176016e-08,1.093878e-04
5.782000e+00,5.741588e-02,1.505971e-05,1.094096e-04,2.173145e-08,1.093879e-04
5.783000e+00,5.741590e-02,1.503984e-05,1.094096e-04,2.170277e-08,1.093879e-04
5.784000e+00,5.741591e-02,1.501999e-05,1.094096e-04,2.167414e-08,1.093879e-04
5.785000e+00,5.741593e-02,1.500017e-05,1.094096e-04,2.164554e-08,1.093880e-04
5.786000e+00,5.741594e-02,1.498037e-05,1.094096e-04,2.161698e-08,1.093880e-04
5.787000e+00,5.741596e-02,1.496060e-05,1.094096e-04,2.158846e-08,1.093880e-04
5.788000e+00,5.741597e-02,1.494086e-05,1.094096e-04,2.155998e-08,1.093880e-04
5.789000e+00,5.741599e-02,1.492114e-05,1.094096e-04,2.153153e-08,1.093881e-04
5.790000e+00,5.741600e-02,1.490145e-05,1.094096e-04,2.150312e-08,1.093881e-04
5.791000e+00,5.741602e-02,1.488179e-05,1.094096e-04,2.147475e-08,1.093881e-04
5.792000e+00,5.741603e-02,1.486215e-05,1.094096e-04,2.144642e-08,1.093882e-04
5.793000e+00,5.741605e-02,1.484254e-05,1.094096e-04,2.141812e-08,1.093882e-04
5.794000e+00,5.741606e-02,1.482295e-05,1.094096e-04,2.138986e-08,1.093882e-04
5.795000e+00,5.741608e-02,1.480339e-05,1.094096e-04,2.136164e-08,1.093882e-04
5.796000e+00,5.741609e-02,1.478385e-05,1.094096e-04,2.133346e-08,1.093883e-04
5.797000e+00,5.741611e-02,1.476434e-05,1.094096e-04,2.130531e-08,1.093883e-04
5.798000e+00,5.741612e-02,1.474486e-05,1.094096e-04,2.127720e-08,1.093883e-04
5.799000e+00,5.741614e-02,1.472540e-05,1.094096e-04,2.124913e-08,1.093884e-04
5.800000e+00,5.741615e-02,1.470597e-05,1.094096e-04,2.122109e-08,1.093884e-04
5.801000e+00,5.741616e-02,1.468656e-05,1.094096e-04,2.119309e-08,1.093884e-04
5.802000e+00,5.741618e-02,1.466718e-05,1.094096e-04,2.116513e-08,1.093884e-04
5.803000e+00,5.741619e-02,1.464782e-05,1.094096e-04,2.113720e-08,1.093885e-04
5.804000e+00,5.741621e-02,1.462849e-05,1.094096e-04,2.110931e-08,1.093885e-04
5.805000e+00,5.741622e-02,1.460919e-05,1.094096e-04,2.108146e-08,1.093885e-04
5.806000e+00,5.741624e-02,1.458991e-05,1.094096e-04,2.105365e-08,1.093886e-04
5.807000e+00,5.741625e-02,1.457066e-05,1.094096e-04,2.102587e-08,1.093886e-04
5.808000e+00,5.741627e-02,1.455143e-05,1.094096e-04,2.099813e-08,1.093886e-04
5.809000e+00,5.741628e-02,1.453223e-05,1.094096e-04,2.097042e-08,1.093886e-04
5.810000e+00,5.741630e-02,1.451305e-05,1.094096e-04,2.094276e-08,1.093887e-04
5.811000e+00,5.741631e-02,1.449390e-05,1.094096e-04,2.091512e-08,1.093887e-04
5.812000e+00,5.741633e-02,1.447477e-05,1.094096e-04,2.088753e-08,1.093887e-04
5.813000e+00,5.741634e-02,1.445567e-05,1.094096e-04,2.085997e-08,1.093887e-04
5.814000e+00,5.741635e-02,1.443659e-05,1.094096e-04,2.083245e-08,1.093888e-04
5.815000e+00,5.741637e-02,1.441754e-05,1.094096e-04,2.080496e-08,1.093888e-04
5.816000e+00,5.741638e-02,1.439852e-05,1.094096e-04,2.077751e-08,1.093888e-04
5.817000e+00,5.741640e-02,1.437951e-05,1.094096e-04,2.075010e-08,1.093889e-04
5.818000e+00,5.741641e-02,1.436054e-05,1.094096e-04,2.072272e-08,1.093889e-04
5.819000e+00,5.741643e-02,1.434159e-05,1.094096e-04,2.069538e-08,1.093889e-04
5.820000e+00,5.741644e-02,1.432266e-05,1.094096e-04,2.066807e-08,1.093889e-04
5.821000e+00,5.741645e-02,1.430376e-05,1.094096e-04,2.064080e-08,1.093890e-04
5.822000e+00,5.741647e-02,1.428489e-05,1.094096e-04,2.061357e-08,1.093890e-04
5.823000e+00,5.741648e-02,1.426603e-05,1.094096e-04,2.058637e-08,1.093890e-04
5.824000e+00,5.741650e-02,1.424721e-05,1.094096e-04,2.055921e-08,1.093890e-04
5.825000e+00,5.741651e-02,1.422841e-05,1.094096e-04,2.053209e-08,1.093891e-04
5.826000e+00,5.741653e-02,1.420963e-05,1.094096e-04,2.050500e-08,1.093891e-04
5.827000e+00,5.741654e-02,1.419088e-05,1.094096e-04,2.047794e-08,1.093891e-04
5.828000e+00,5.741655e-02,1.417215e-05,1.094096e-04,2.045092e-08,1.093892e-04
5.829000e+00,5.741657e-02,1.415345e-05,1.094096e-04,2.042394e-08,1.093892e-04
5.830000e+00,5.741658e-02,1.413477e-05,1.094096e-04,2.039699e-08,1.093892e-04
5.831000e+00,5.741660e-02,1.411612e-05,1.094096e-04,2.037008e-08,1.093892e-04
5.832000e+00,5.741661e-02,1.409749e-05,1.094096e-04,2.034321e-08,1.093893e-04
5.833000e+00,5.741663e-02,1.407889e-05,1.094096e-04,2.031636e-08,1.093893e-04
5.834000e+00,5.741664e-02,1.406031e-05,1.094096e-04,2.028956e-08,1.093893e-04
5.835000e+00,5.741665e-02,1.404176e-05,1.094096e-04,2.026279e-08,1.093893e-04
5.836000e+00,5.741667e-02,1.402323e-05,1.094096e-04,2.023606e-08,1.093894e-04
5.837000e+00,5.741668e-02,1.400472e-05,1.094096e-04,2.020936e-08,1.093894e-04
5.838000e+00,5.741670e-02,1.398624e-05,1.094096e-04,2.018269e-08,1.093894e-04
5.839000e+00,5.741671e-02,1.396778e-05,1.094096e-04,2.015606e-08,1.093895e-04
5.840000e+00,5.741672e-02,1.394935e-05,1.094096e-04,2.012947e-08,1.093895e-04
5.841000e+00,5.741674e-02,1.393094e-05,1.094096e-04,2.010291e-08,1.093895e-04
5.842000e+00,5.741675e-02,1.391256e-05,1.094096e-04,2.007639e-08,1.093895e-04
5.843000e+00,5.741677e-02,1.389420e-05,1.094096e-04,2.004990e-08,1.093896e-04
5.844000e+00,5.741678e-02,1.387586e-05,1.094096e-04,2.002345e-08,1.093896e-04
5.845000e+00,5.741679e-02,1.385755e-05,1.094096e-04,1.999703e-08,1.093896e-04
5.846000e+00,5.741681e-02,1.383927e-05,1.094096e-04,1.997064e-08,1.093896e-04
5.847000e+00,5.741682e-02,1.382100e-05,1.094096e-04,1.994429e-08,1.093897e-04
5.848000e+00,5.741683e-02,1.380276e-05,1.094096e-04,1.991798e-08,1.093897e-04
5.849000e+00,5.741685e-02,1.378455e-05,1.094096e-04,1.989170e-08,1.093897e-04
5.850000e+00,5.741686e-02,1.376636e-05,1.094096e-04,1.986546e-08,1.093897e-04
5.851000e+00,5.741688e-02,1.374819e-05,1.094096e-04,1.983925e-08,1.093898e-04
5.852000e+00,5.741689e-02,1.373005e-05,1.094096e-04,1.981307e-08,1.093898e-04
5.853000e+00,5.741690e-02,1.371193e-05,1.094096e-04,1.978693e-08,1.093898e-04
5.854000e+00,5.741692e-02,1.369384e-05,1.094096e-04,1.976082e-08,1.093898e-04
5.855000e+00,5.741693e-02,1.367577e-05,1.094096e-04,1.973475e-08,1.093899e-04
5.856000e+00,5.741694e-02,1.365772e-05,1.094096e-04,1.970871e-08,1.093899e-04
5.857000e+00,5.741696e-02,1.363970e-05,1.094096e-04,1.968271e-08,1.093899e-04
5.858000e+00,5.741697e-02,1.362170e-05,1.094096e-04,1.965674e-08,1.093900e-04
5.859000e+00,5.741699e-02,1.360372e-05,1.094096e-04,1.963081e-08,1.093900e-04
5.860000e+00,5.741700e-02,1.358577e-05,1.094096e-04,1.960490e-08,1.093900e-04
5.861000e+00,5.741701e-02,1.356784e-05,1.094096e-04,1.957904e-08,1.093900e-04
5.862000e+00,5.741703e-02,1.354994e-05,1.094096e-04,1.955321e-08,1.093901e-04
5.863000e+00,5.741704e-02,1.353206e-05,1.094096e-04,1.952741e-08,1.093901e-04
5.864000e+00,5.741705e-02,1.351420e-05,1.094096e-04,1.950164e-08,1.093901e-04
5.865000e+00,5.741707e-02,1.349637e-05,1.094096e-04,1.947591e-08,1.093901e-04
5.866000e+00,5.741708e-02,1.347856e-05,1.094096e-04,1.945022e-08,1.093902e-04
5.867000e+00,5.741709e-02,1.346077e-05,1.094096e-04,1.942456e-08,1.093902e-04
5.868000e+00,5.741711e-02,1.344301e-05,1.094096e-04,1.939893e-08,1.093902e-04
5.869000e+00,5.741712e-02,1.342527e-05,1.094096e-04,1.937333e-08,1.093902e-04
5.870000e+00,5.741713e-02,1.340755e-05,1.094096e-04,1.934777e-08,1.093903e-04
5.871000e+00,5.741715e-02,1.338986e-05,1.094096e-04,1.932225e-08,1.093903e-04
5.872000e+00,5.741716e-02,1.337219e-05,1.094096e-04,1.929675e-08,1.093903e-04
5.873000e+00,5.741717e-02,1.335454e-05,1.094096e-04,1.927129e-08,1.093903e-04
5.874000e+00,5.741719e-02,1.333692e-05,1.094096e-04,1.924587e-08,1.093904e-04
5.875000e+00,5.741720e-02,1.331932e-05,1.094096e-04,1.922047e-08,1.093904e-04
5.876000e+00,5.741721e-02,1.330175e-05,1.094096e-04,1.919511e-08,1.093904e-04
5.877000e+00,5.741723e-02,1.328419e-05,1.094096e-04,1.916979e-08,1.093904e-04
5.878000e+00,5.741724e-02,1.326666e-05,1.094096e-04,1.914450e-08,1.093905e-04
5.879000e+00,5.741725e-02,1.324916e-05,1.094096e-04,1.911924e-08,1.093905e-04
5.880000e+00,5.741727e-02,1.323167e-05,1.094096e-04,1.909401e-08,1.093905e-04
5.881000e+00,5.741728e-02,1.321421e-05,1.094096e-04,1.906882e-08,1.093905e-04
5.882000e+00,5.741729e-02,1.319677e-05,1.094096e-04,1.904366e-08,1.093906e-04
5.883000e+00,5.741731e-02,1.317936e-05,1.094096e-04,1.901854e-08,1.093906e-04
5.884000e+00,5.741732e-02,1.316197e-05,1.094096e-04,1.899344e-08,1.093906e-04
5.885000e+00,5.741733e-02,1.314460e-05,1.094096e-04,1.896838e-08,1.093906e-04
5.886000e+00,5.741735e-02,1.312725e-05,1.094096e-04,1.894336e-08,1.093907e-04
5.887000e+00,5.741736e-02,1.310993e-05,1.094096e-04,1.891836e-08,1.093907e-04
5.888000e+00,5.741737e-02,1.309263e-05,1.094096e-04,1.889340e-08,1.093907e-04
5.889000e+00,5.741739e-02,1.307535e-05,1.094096e-04,1.886848e-08,1.093907e-04
5.890000e+00,5.741740e-02,1.305810e-05,1.094096e-04,1.884358e-08,1.093908e-04
5.891000e+00,5.741741e-02,1.304087e-05,1.094096e-04,1.881872e-08,1.093908e-04
5.892000e+00,5.741742e-02,1.302366e-05,1.094096e-04,1.879389e-08,1.093908e-04
5.893000e+00,5.741744e-02,1.300647e-05,1.094096e-04,1.876910e-08,1.093908e-04
5.894000e+00,5.741745e-02,1.298931e-05,1.094096e-04,1.874433e-08,1.093909e-04
5.895000e+00,5.741746e-02,1.297217e-05,1.094096e-04,1.871960e-08,1.093909e-04
5.896000e+00,5.741748e-02,1.295505e-05,1.094096e-04,1.869490e-08,1.093909e-04
5.897000e+00,5.741749e-02,1.293796e-05,1.094096e-04,1.867024e-08,1.093909e-04
5.898000e+00,5.741750e-02,1.292088e-05,1.094096e-04,1.864560e-08,1.093910e-04
5.899000e+00,5.741752e-02,1.290383e-05,1.094096e-04,1.862100e-08,1.093910e-04
5.900000e+00,5.741753e-02,1.288681e-05,1.094096e-04,1.859644e-08,1.093910e-04
5.901000e+00,5.741754e-02,1.286980e-05,1.094096e-04,1.857190e-08,1.093910e-04
5.902000e+00,5.741755e-02,1.285282e-05,1.094096e-04,1.854740e-08,1.093911e-04
5.903000e+00,5.741757e-02,1.283586e-05,1.094096e-04,1.852293e-08,1.093911e-04
5.904000e+00,5.741758e-02,1.281892e-05,1.094096e-04,1.849849e-08,1.093911e-04
5.905000e+00,5.741759e-02,1.280200e-05,1.094096e-04,1.847408e-08,1.093911e-04
5.906000e+00,5.741761e-02,1.278511e-05,1.094096e-04,1.844971e-08,1.093912e-04
5.907000e+00,5.741762e-02,1.276824e-05,1.094096e-04,1.842537e-08,1.093912e-04
5.908000e+00,5.741763e-02,1.275139e-05,1.094096e-04,1.840106e-08,1.093912e-04
5.909000e+00,5.741764e-02,1.273456e-05,1.094096e-04,1.837678e-08,1.093912e-04
5.910000e+00,5.741766e-02,1.271776e-05,1.094096e-04,1.835253e-08,1.093913e-04
5.911000e+00,5.741767e-02,1.270098e-05,1.094096e-04,1.832832e-08,1.093913e-04
5.912000e+00,5.741768e-02,1.268422e-05,1.094096e-04,1.830414e-08,1.093913e-04
5.913000e+00,5.741769e-02,1.266748e-05,1.094096e-04,1.827999e-08,1.093913e-04
5.914000e+00,5.741771e-02,1.265076e-05,1.094096e-04,1.825587e-08,1.093914e-04
5.915000e+00,5.741772e-02,1.263407e-05,1.094096e-04,1.823178e-08,1.093914e-04
5.916000e+00,5.741773e-02,1.261740e-05,1.094096e-04,1.820773e-08,1.093914e-04
5.917000e+00,5.741775e-02,1.260075e-05,1.094096e-04,1.818371e-08,1.093914e-04
5.918000e+00,5.741776e-02,1.258412e-05,1.094096e-04,1.815972e-08,1.093914e-04
5.919000e+00,5.741777e-02,1.256751e-05,1.094096e-04,1.813576e-08,1.093915e-04
5.920000e+00,5.741778e-02,1.255093e-05,1.094096e-04,1.811183e-08,1.093915e-04
5.921000e+00,5.741780e-02,1.253437e-05,1.094096e-04,1.808793e-08,1.093915e-04
5.922000e+00,5.741781e-02,1.251783e-05,1.094096e-04,1.806407e-08,1.093915e-04
5.923000e+00,5.741782e-02,1.250131e-05,1.094096e-04,1.804023e-08,1.093916e-04
5.924000e+00,5.741783e-02,1.248481e-05,1.094096e-04,1.801643e-08,1.093916e-04
5.925000e+00,5.741785e-02,1.246834e-05,1.094096e-04,1.799266e-08,1.093916e-04
5.926000e+00,5.741786e-02,1.245189e-05,1.094096e-04,1.796892e-08,1.093916e-04
5.927000e+00,5.741787e-02,1.243545e-05,1.094096e-04,1.794522e-08,1.093917e-04
5.928000e+00,5.741788e-02,1.241905e-05,1.094096e-04,1.792154e-08,1.093917e-04
5.929000e+00,5.741790e-02,1.240266e-05,1.094096e-04,1.789790e-08,1.093917e-04
5.930000e+00,5.741791e-02,1.238629e-05,1.094096e-04,1.787428e-08,1.093917e-04
5.931000e+00,5.741792e-02,1.236995e-05,1.094096e-04,1.785070e-08,1.093918e-04
5.932000e+00,5.741793e-02,1.235362e-05,1.094096e-04,1.782715e-08,1.093918e-04
5.933000e+00,5.741794e-02,1.233732e-05,1.094096e-04,1.780363e-08,1.093918e-04
5.934000e+00,5.741796e-02,1.232104e-05,1.094096e-04,1.778014e-08,1.093918e-04
5.935000e+00,5.741797e-02,1.230478e-05,1.094096e-04,1.775668e-08,1.093919e-04
5.936000e+00,5.741798e-02,1.228855e-05,1.094096e-04,1.773325e-08,1.093919e-04
5.937000e+00,5.741799e-02,1.227233e-05,1.094096e-04,1.770986e-08,1.093919e-04
5.938000e+00,5.741801e-02,1.225614e-05,1.094096e-04,1.768649e-08,1.093919e-04
5.939000e+00,5.741802e-02,1.223996e-05,1.094096e-04,1.766316e-08,1.093919e-04
5.940000e+00,5.741803e-02,1.222381e-05,1.094096e-04,1.763985e-08,1.093920e-04
5.941000e+00,5.741804e-02,1.220768e-05,1.094096e-04,1.761658e-08,1.093920e-04
5.942000e+00,5.741806e-02,1.219157e-05,1.094096e-04,1.759334e-08,1.093920e-04
5.943000e+00,5.741807e-02,1.217549e-05,1.094096e-04,1.757012e-08,1.093920e-04
5.944000e+00,5.741808e-02,1.215942e-05,1.094096e-04,1.754694e-08,1.093921e-04
5.945000e+00,5.741809e-02,1.214337e-05,1.094096e-04,1.752379e-08,1.093921e-04
5.946000e+00,5.741810e-02,1.212735e-05,1.094096e-04,1.750067e-08,1.093921e-04
5.947000e+00,5.741812e-02,1.211135e-05,1.094096e-04,1.747758e-08,1.093921e-04
5.948000e+00,5.741813e-02,1.209537e-05,1.094096e-04,1.745452e-08,1.093922e-04
5.949000e+00,5.741814e-02,1.207940e-05,1.094096e-04,1.743149e-08,1.093922e-04
5.950000e+00,5.741815e-02,1.206347e-05,1.094096e-04,1.740850e-08,1.093922e-04
5.951000e+00,5.741816e-02,1.204755e-05,1.094096e-04,1.738553e-08,1.093922e-04
5.952000e+00,5.741818e-02,1.203165e-05,1.094096e-04,1.736259e-08,1.093922e-04
5.953000e+00,5.741819e-02,1.201577e-05,1.094096e-04,1.733968e-08,1.093923e-04
5.954000e+00,5.741820e-02,1.199992e-05,1.094096e-04,1.731681e-08,1.093923e-04
5.955000e+00,5.741821e-02,1.198408e-05,1.094096e-04,1.729396e-08,1.093923e-04
5.956000e+00,5.741822e-02,1.196827e-05,1.094096e-04,1.727114e-08,1.093923e-04
5.957000e+00,5.741824e-02,1.195248e-05,1.094096e-04,1.724835e-08,1.093924e-04
5.958000e+00,5.741825e-02,1.193670e-05,1.094096e-04,1.722560e-08,1.093924e-04
5.959000e+00,5.741826e-02,1.192095e-05,1.094096e-04,1.720287e-08,1.093924e-04
5.960000e+00,5.741827e-02,1.190522e-05,1.094096e-04,1.718018e-08,1.093924e-04
5.961000e+00,5.741828e-02,1.188951e-05,1.094096e-04,1.715751e-08,1.093924e-04
5.962000e+00,5.741830e-02,1.187382e-05,1.094096e-04,1.713487e-08,1.093925e-04
5.963000e+00,5.741831e-02,1.185816e-05,1.094096e-04,1.711226e-08,1.093925e-04
5.964000e+00,5.741832e-02,1.184251e-05,1.094096e-04,1.708969e-08,1.093925e-04
5.965000e+00,5.741833e-02,1.182688e-05,1.094096e-04,1.706714e-08,1.093925e-04
5.966000e+00,5.741834e-02,1.181128e-05,1.094096e-04,1.704462e-08,1.093926e-04
5.967000e+00,5.741836e-02,1.179569e-05,1.094096e-04,1.702214e-08,1.093926e-04
5.968000e+00,5.741837e-02,1.178012e-05,1.094096e-04,1.699968e-08,1.093926e-04
5.969000e+00,5.741838e-02,1.176458e-05,1.094096e-04,1.697725e-08,1.093926e-04
5.970000e+00,5.741839e-02,1.174906e-05,1.094096e-04,1.695485e-08,1.093927e-04
5.971000e+00,5.741840e-02,1.173355e-05,1.094096e-04,1.693248e-08,1.093927e-04
5.972000e+00,5.741841e-02,1.171807e-05,1.094096e-04,1.691014e-08,1.093927e-04
5.973000e+00,5.741843e-02,1.170261e-05,1.094096e-04,1.688783e-08,1.093927e-04
5.974000e+00,5.741844e-02,1.168716e-05,1.094096e-04,1.686555e-08,1.093927e-04
5.975000e+00,5.741845e-02,1.167174e-05,1.094096e-04,1.684330e-08,1.093928e-04
5.976000e+00,5.741846e-02,1.165634e-05,1.094096e-04,1.682108e-08,1.093928e-04
5.977000e+00,5.741847e-02,1.164096e-05,1.094096e-04,1.679888e-08,1.093928e-04
5.978000e+00,5.741848e-02,1.162560e-05,1.094096e-04,1.677672e-08,1.093928e-04
5.979000e+00,5.741850e-02,1.161026e-05,1.094096e-04,1.675458e-08,1.093929e-04
5.980000e+00,5.741851e-02,1.159494e-05,1.094096e-04,1.673248e-08,1.093929e-04
5.981000e+00,5.741852e-02,1.157964e-05,1.094096e-04,1.671040e-08,1.093929e-04
5.982000e+00,5.741853e-02,1.156436e-05,1.094096e-04,1.668836e-08,1.093929e-04
5.983000e+00,5.741854e-02,1.154910e-05,1.094096e-04,1.666634e-08,1.093929e-04
5.984000e+00,5.741855e-02,1.153386e-05,1.094096e-04,1.664435e-08,1.093930e-04
5.985000e+00,5.741857e-02,1.151864e-05,1.094096e-04,1.662239e-08,1.093930e-04
5.986000e+00,5.741858e-02,1.150344e-05,1.094096e-04,1.660046e-08,1.093930e-04
5.987000e+00,5.741859e-02,1.148826e-05,1.094096e-04,1.657856e-08,1.093930e-04
5.988000e+00,5.741860e-02,1.147310e-05,1.094096e-04,1.655669e-08,1.093930e-04
5.989000e+00,5.741861e-02,1.145796e-05,1.094096e-04,1.653484e-08,1.093931e-04
5.990000e+00,5.741862e-02,1.144284e-05,1.094096e-04,1.651303e-08,1.093931e-04
5.991000e+00,5.741863e-02,1.142774e-05,1.094096e-04,1.649124e-08,1.093931e-04
5.992000e+00,5.741865e-02,1.141266e-05,1.094096e-04,1.646948e-08,1.093931e-04
5.993000e+00,5.741866e-02,1.139761e-05,1.094096e-04,1.644775e-08,1.093932e-04
5.994000e+00,5.741867e-02,1.138257e-05,1.094096e-04,1.642605e-08,1.093932e-04
5.995000e+00,5.741868e-02,1.136755e-05,1.094096e-04,1.640438e-08,1.093932e-04
5.996000e+00,5.741869e-02,1.135255e-05,1.094096e-04,1.638274e-08,1.093932e-04
5.997000e+00,5.741870e-02,1.133757e-05,1.094096e-04,1.636112e-08,1.093932e-04
5.998000e+00,5.741871e-02,1.132261e-05,1.094096e-04,1.633954e-08,1.093933e-04
5.999000e+00,5.741873e-02,1.130767e-05,1.094096e-04,1.631798e-08,1.093933e-04
6.000000e+00,5.741874e-02,1.129274e-05,1.094096e-04,1.629645e-08,1.093933e-04
6.001000e+00,5.741875e-02,1.127784e-05,1.094096e-04,1.627495e-08,1.093933e-04
6.002000e+00,5.741876e-02,1.126296e-05,1.094096e-04,1.625348e-08,1.093934e-04
6.003000e+00,5.741877e-02,1.124810e-05,1.094096e-04,1.623204e-08,1.093934e-04
6.004000e+00,5.741878e-02,1.123326e-05,1.094096e-04,1.621062e-08,1.093934e-04
6.005000e+00,5.741879e-02,1.121843e-05,1.094096e-04,1.618923e-08,1.093934e-04
6.006000e+00,5.741880e-02,1.120363e-05,1.094096e-04,1.616787e-08,1.093934e-04
6.007000e+00,5.741882e-02,1.118885e-05,1.094096e-04,1.614654e-08,1.093935e-04
6.008000e+00,5.741883e-02,1.117408e-05,1.094096e-04,1.612524e-08,1.093935e-04
6.009000e+00,5.741884e-02,1.115934e-05,1.094096e-04,1.610397e-08,1.093935e-04
6.010000e+00,5.741885e-02,1.114461e-05,1.094096e-04,1.608272e-08,1.093935e-04
6.011000e+00,5.741886e-02,1.112991e-05,1.094096e-04,1.606150e-08,1.093935e-04
6.012000e+00,5.741887e-02,1.111522e-05,1.094096e-04,1.604031e-08,1.093936e-04
6.013000e+00,5.741888e-02,1.110056e-05,1.094096e-04,1.601915e-08,1.093936e-04
6.014000e+00,5.741889e-02,1.108591e-05,1.094096e-04,1.599801e-08,1.093936e-04
6.015000e+00,5.741890e-02,1.107128e-05,1.094096e-04,1.597691e-08,1.093936e-04
6.016000e+00,5.741892e-02,1.105667e-05,1.094096e-04,1.595583e-08,1.093937e-04
6.017000e+00,5.741893e-02,1.104208e-05,1.094096e-04,1.593478e-08,1.093937e-04
6.018000e+00,5.741894e-02,1.102751e-05,1.094096e-04,1.591375e-08,1.093937e-04
6.019000e+00,5.741895e-02,1.101296e-05,1.094096e-04,1.589276e-08,1.093937e-04
6.020000e+00,5.741896e-02,1.099843e-05,1.094096e-04,1.587179e-08,1.093937e-04
6.021000e+00,5.741897e-02,1.098392e-05,1.094096e-04,1.585085e-08,1.093938e-04
6.022000e+00,5.741898e-02,1.096942e-05,1.094096e-04,1.582994e-08,1.093938e-04
6.023000e+00,5.741899e-02,1.095495e-05,1.094096e-04,1.580905e-08,1.093938e-04
