times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N],friction_force[N],Reynolds_Number,Fluid_Number,Weber_Number
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.709472e-01,1.094104e-04,-0.000000e+00,-0.000000e+00,-1.094104e-04,1.845536e+02,7.512920e+00,4.889976e-01
1.000000e-03,3.674537e-04,3.360507e-04,4.093477e-04,3.674537e-01,1.094104e-04,-3.393479e-06,-7.000672e-07,-1.073593e-04,1.828156e+02,7.442166e+00,4.798305e-01
2.000000e-03,7.280652e-04,6.673005e-04,8.077724e-04,3.606114e-01,1.094104e-04,-6.598567e-06,-1.387099e-06,-1.033983e-04,1.794114e+02,7.303587e+00,4.621272e-01
3.000000e-03,1.082045e-03,9.938529e-04,1.195793e-03,3.539800e-01,1.094104e-04,-9.626403e-06,-2.061496e-06,-9.963039e-05,1.761122e+02,7.169279e+00,4.452871e-01
4.000000e-03,1.429597e-03,1.315809e-03,1.573898e-03,3.475517e-01,1.094104e-04,-1.248742e-05,-2.723646e-06,-9.604463e-05,1.729139e+02,7.039083e+00,4.292609e-01
5.000000e-03,1.770916e-03,1.633266e-03,1.942549e-03,3.413188e-01,1.094104e-04,-1.519141e-05,-3.373921e-06,-9.263066e-05,1.698129e+02,6.912847e+00,4.140025e-01
6.000000e-03,2.106190e-03,1.946322e-03,2.302177e-03,3.352742e-01,1.094104e-04,-1.774752e-05,-4.012681e-06,-8.937882e-05,1.668056e+02,6.790424e+00,3.994688e-01
7.000000e-03,2.435601e-03,2.255068e-03,2.653193e-03,3.294109e-01,1.094104e-04,-2.016434e-05,-4.640269e-06,-8.628002e-05,1.638885e+02,6.671672e+00,3.856190e-01
8.000000e-03,2.759323e-03,2.559596e-03,2.995980e-03,3.237222e-01,1.094104e-04,-2.244992e-05,-5.257020e-06,-8.332573e-05,1.610582e+02,6.556455e+00,3.724152e-01
9.000000e-03,3.077525e-03,2.859995e-03,3.330902e-03,3.182015e-01,1.094104e-04,-2.461182e-05,-5.863252e-06,-8.050796e-05,1.583116e+02,6.444644e+00,3.598215e-01
1.000000e-02,3.390367e-03,3.156351e-03,3.658300e-03,3.128428e-01,1.094104e-04,-2.665710e-05,-6.459276e-06,-7.781919e-05,1.556456e+02,6.336113e+00,3.478043e-01
1.100000e-02,3.698008e-03,3.448748e-03,3.978498e-03,3.076401e-01,1.094104e-04,-2.859240e-05,-7.045387e-06,-7.525239e-05,1.530571e+02,6.230741e+00,3.363322e-01
1.200000e-02,4.000595e-03,3.737269e-03,4.291801e-03,3.025877e-01,1.094104e-04,-3.042396e-05,-7.621872e-06,-7.280091e-05,1.505434e+02,6.128412e+00,3.253756e-01
1.300000e-02,4.298275e-03,4.021994e-03,4.598495e-03,2.976800e-01,1.094104e-04,-3.215761e-05,-8.189008e-06,-7.045854e-05,1.481018e+02,6.029015e+00,3.149067e-01
1.400000e-02,4.591187e-03,4.303001e-03,4.898854e-03,2.929118e-01,1.094104e-04,-3.379884e-05,-8.747059e-06,-6.821944e-05,1.457295e+02,5.932444e+00,3.048993e-01
1.500000e-02,4.879465e-03,4.580366e-03,5.193133e-03,2.882781e-01,1.094104e-04,-3.535279e-05,-9.296282e-06,-6.607811e-05,1.434241e+02,5.838595e+00,2.953288e-01
1.600000e-02,5.163239e-03,4.854163e-03,5.481577e-03,2.837739e-01,1.094104e-04,-3.682431e-05,-9.836923e-06,-6.402938e-05,1.411832e+02,5.747371e+00,2.861723e-01
1.700000e-02,5.442634e-03,5.124464e-03,5.764414e-03,2.793947e-01,1.094104e-04,-3.821792e-05,-1.036922e-05,-6.206839e-05,1.390044e+02,5.658676e+00,2.774078e-01
1.800000e-02,5.717770e-03,5.391341e-03,6.041863e-03,2.751358e-01,1.094104e-04,-3.953790e-05,-1.089341e-05,-6.019058e-05,1.368856e+02,5.572420e+00,2.690152e-01
1.900000e-02,5.988763e-03,5.654861e-03,6.314129e-03,2.709931e-01,1.094104e-04,-4.078826e-05,-1.140970e-05,-5.839164e-05,1.348245e+02,5.488515e+00,2.609750e-01
2.000000e-02,6.255725e-03,5.915092e-03,6.581408e-03,2.669623e-01,1.094104e-04,-4.197275e-05,-1.191831e-05,-5.666752e-05,1.328191e+02,5.406879e+00,2.532692e-01
2.100000e-02,6.518765e-03,6.172099e-03,6.843885e-03,2.630396e-01,1.094104e-04,-4.309494e-05,-1.241945e-05,-5.501441e-05,1.308674e+02,5.327430e+00,2.458808e-01
2.200000e-02,6.777986e-03,6.425946e-03,7.101736e-03,2.592210e-01,1.094104e-04,-4.415813e-05,-1.291331e-05,-5.342871e-05,1.289676e+02,5.250092e+00,2.387937e-01
2.300000e-02,7.033489e-03,6.676695e-03,7.355128e-03,2.555030e-01,1.094104e-04,-4.516549e-05,-1.340009e-05,-5.190705e-05,1.271179e+02,5.174790e+00,2.319929e-01
2.400000e-02,7.285371e-03,6.924407e-03,7.604219e-03,2.518821e-01,1.094104e-04,-4.611994e-05,-1.387998e-05,-5.044624e-05,1.253164e+02,5.101454e+00,2.254639e-01
2.500000e-02,7.533726e-03,7.169140e-03,7.849160e-03,2.483548e-01,1.094104e-04,-4.702428e-05,-1.435314e-05,-4.904326e-05,1.235615e+02,5.030014e+00,2.191935e-01
2.600000e-02,7.778643e-03,7.410953e-03,8.090093e-03,2.449179e-01,1.094104e-04,-4.788112e-05,-1.481975e-05,-4.769529e-05,1.218516e+02,4.960407e+00,2.131688e-01
2.700000e-02,8.020212e-03,7.649902e-03,8.327155e-03,2.415684e-01,1.094104e-04,-4.869292e-05,-1.527998e-05,-4.639964e-05,1.201851e+02,4.892568e+00,2.073781e-01
2.800000e-02,8.258515e-03,7.886041e-03,8.560476e-03,2.383032e-01,1.094104e-04,-4.946201e-05,-1.573400e-05,-4.515379e-05,1.185606e+02,4.826437e+00,2.018099e-01
2.900000e-02,8.493635e-03,8.119424e-03,8.790180e-03,2.351195e-01,1.094104e-04,-5.019057e-05,-1.618194e-05,-4.395535e-05,1.169767e+02,4.761956e+00,1.964536e-01
3.000000e-02,8.725649e-03,8.350104e-03,9.016383e-03,2.320146e-01,1.094104e-04,-5.088068e-05,-1.662397e-05,-4.280208e-05,1.154319e+02,4.699071e+00,1.912992e-01
3.100000e-02,8.954635e-03,8.578130e-03,9.239198e-03,2.289857e-01,1.094104e-04,-5.153427e-05,-1.706023e-05,-4.169184e-05,1.139250e+02,4.637726e+00,1.863371e-01
3.200000e-02,9.180665e-03,8.803554e-03,9.458733e-03,2.260304e-01,1.094104e-04,-5.215318e-05,-1.749086e-05,-4.062262e-05,1.124546e+02,4.577870e+00,1.815583e-01
3.300000e-02,9.403811e-03,9.026423e-03,9.675089e-03,2.231462e-01,1.094104e-04,-5.273916e-05,-1.791600e-05,-3.959252e-05,1.110197e+02,4.519455e+00,1.769544e-01
3.400000e-02,9.624142e-03,9.246784e-03,9.888364e-03,2.203307e-01,1.094104e-04,-5.329383e-05,-1.833577e-05,-3.859974e-05,1.096189e+02,4.462433e+00,1.725173e-01
3.500000e-02,9.841724e-03,9.464684e-03,1.009865e-02,2.175818e-01,1.094104e-04,-5.381875e-05,-1.875030e-05,-3.764258e-05,1.082513e+02,4.406758e+00,1.682394e-01
3.600000e-02,1.005662e-02,9.680169e-03,1.030604e-02,2.148972e-01,1.094104e-04,-5.431537e-05,-1.915972e-05,-3.671942e-05,1.069157e+02,4.352387e+00,1.641134e-01
3.700000e-02,1.026890e-02,9.893281e-03,1.051062e-02,2.122749e-01,1.094104e-04,-5.478508e-05,-1.956414e-05,-3.582875e-05,1.056110e+02,4.299276e+00,1.601326e-01
3.800000e-02,1.047861e-02,1.010406e-02,1.071246e-02,2.097129e-01,1.094104e-04,-5.522918e-05,-1.996368e-05,-3.496910e-05,1.043364e+02,4.247387e+00,1.562906e-01
3.900000e-02,1.068582e-02,1.031256e-02,1.091165e-02,2.072092e-01,1.094104e-04,-5.564891e-05,-2.035846e-05,-3.413913e-05,1.030907e+02,4.196679e+00,1.525811e-01
4.000000e-02,1.089058e-02,1.051881e-02,1.110826e-02,2.047620e-01,1.094104e-04,-5.604545e-05,-2.074856e-05,-3.333751e-05,1.018732e+02,4.147116e+00,1.489983e-01
4.100000e-02,1.109295e-02,1.072285e-02,1.130237e-02,2.023696e-01,1.094104e-04,-5.641988e-05,-2.113412e-05,-3.256303e-05,1.006829e+02,4.098661e+00,1.455369e-01
4.200000e-02,1.129298e-02,1.092473e-02,1.149404e-02,2.000302e-01,1.094104e-04,-5.677327e-05,-2.151521e-05,-3.181451e-05,9.951901e+01,4.051279e+00,1.421915e-01
4.300000e-02,1.149072e-02,1.112448e-02,1.168334e-02,1.977421e-01,1.094104e-04,-5.710660e-05,-2.189195e-05,-3.109085e-05,9.838065e+01,4.004938e+00,1.389571e-01
4.400000e-02,1.168623e-02,1.132213e-02,1.187033e-02,1.955038e-01,1.094104e-04,-5.742082e-05,-2.226442e-05,-3.039099e-05,9.726707e+01,3.959606e+00,1.358292e-01
4.500000e-02,1.187954e-02,1.151773e-02,1.205507e-02,1.933138e-01,1.094104e-04,-5.771682e-05,-2.263272e-05,-2.971393e-05,9.617749e+01,3.915251e+00,1.328031e-01
4.600000e-02,1.207071e-02,1.171131e-02,1.223763e-02,1.911706e-01,1.094104e-04,-5.799544e-05,-2.299693e-05,-2.905872e-05,9.511120e+01,3.871844e+00,1.298748e-01
4.700000e-02,1.225978e-02,1.190290e-02,1.241805e-02,1.890728e-01,1.094104e-04,-5.825747e-05,-2.335715e-05,-2.842446e-05,9.406749e+01,3.829355e+00,1.270400e-01
4.800000e-02,1.244680e-02,1.209255e-02,1.259639e-02,1.870190e-01,1.094104e-04,-5.850369e-05,-2.371345e-05,-2.781029e-05,9.304567e+01,3.787759e+00,1.242950e-01
4.900000e-02,1.263181e-02,1.228027e-02,1.277271e-02,1.850079e-01,1.094104e-04,-5.873482e-05,-2.406593e-05,-2.721540e-05,9.204511e+01,3.747027e+00,1.216362e-01
5.000000e-02,1.281485e-02,1.246611e-02,1.294706e-02,1.830382e-01,1.094104e-04,-5.895153e-05,-2.441465e-05,-2.663899e-05,9.106517e+01,3.707135e+00,1.190600e-01
5.100000e-02,1.299596e-02,1.265009e-02,1.311947e-02,1.811088e-01,1.094104e-04,-5.915448e-05,-2.475970e-05,-2.608034e-05,9.010524e+01,3.668058e+00,1.165632e-01
5.200000e-02,1.317518e-02,1.283225e-02,1.329001e-02,1.792184e-01,1.094104e-04,-5.934429e-05,-2.510114e-05,-2.553875e-05,8.916475e+01,3.629772e+00,1.141426e-01
5.300000e-02,1.335254e-02,1.301262e-02,1.345871e-02,1.773660e-01,1.094104e-04,-5.952154e-05,-2.543906e-05,-2.501353e-05,8.824313e+01,3.592254e+00,1.117952e-01
5.400000e-02,1.352809e-02,1.319122e-02,1.362561e-02,1.755504e-01,1.094104e-04,-5.968679e-05,-2.577351e-05,-2.450406e-05,8.733984e+01,3.555482e+00,1.095182e-01
5.500000e-02,1.370186e-02,1.336809e-02,1.379077e-02,1.737706e-01,1.094104e-04,-5.984058e-05,-2.610458e-05,-2.400971e-05,8.645435e+01,3.519436e+00,1.073088e-01
5.600000e-02,1.387389e-02,1.354325e-02,1.395421e-02,1.720256e-01,1.094104e-04,-5.998340e-05,-2.643232e-05,-2.352992e-05,8.558617e+01,3.484093e+00,1.051644e-01
5.700000e-02,1.404420e-02,1.371674e-02,1.411599e-02,1.703144e-01,1.094104e-04,-6.011574e-05,-2.675680e-05,-2.306412e-05,8.473480e+01,3.449435e+00,1.030825e-01
5.800000e-02,1.421284e-02,1.388857e-02,1.427612e-02,1.686360e-01,1.094104e-04,-6.023806e-05,-2.707808e-05,-2.261178e-05,8.389978e+01,3.415442e+00,1.010609e-01
5.900000e-02,1.437983e-02,1.405877e-02,1.443467e-02,1.669896e-01,1.094104e-04,-6.035078e-05,-2.739623e-05,-2.217241e-05,8.308065e+01,3.382097e+00,9.909716e-02
6.000000e-02,1.454520e-02,1.422738e-02,1.459164e-02,1.653742e-01,1.094104e-04,-6.045433e-05,-2.771129e-05,-2.174552e-05,8.227698e+01,3.349380e+00,9.718922e-02
6.100000e-02,1.470899e-02,1.439441e-02,1.474709e-02,1.637891e-01,1.094104e-04,-6.054910e-05,-2.802334e-05,-2.133065e-05,8.148834e+01,3.317276e+00,9.533499e-02
6.200000e-02,1.487122e-02,1.455989e-02,1.490104e-02,1.622333e-01,1.094104e-04,-6.063546e-05,-2.833243e-05,-2.092736e-05,8.071433e+01,3.285767e+00,9.353253e-02
6.300000e-02,1.503193e-02,1.472385e-02,1.505353e-02,1.607062e-01,1.094104e-04,-6.071377e-05,-2.863860e-05,-2.053523e-05,7.995454e+01,3.254837e+00,9.177993e-02
6.400000e-02,1.519114e-02,1.488631e-02,1.520458e-02,1.592069e-01,1.094104e-04,-6.078439e-05,-2.894192e-05,-2.015385e-05,7.920862e+01,3.224472e+00,9.007541e-02
6.500000e-02,1.534887e-02,1.504728e-02,1.535423e-02,1.577347e-01,1.094104e-04,-6.084762e-05,-2.924243e-05,-1.978285e-05,7.847617e+01,3.194655e+00,8.841726e-02
6.600000e-02,1.550516e-02,1.520680e-02,1.550251e-02,1.562889e-01,1.094104e-04,-6.090379e-05,-2.954019e-05,-1.942185e-05,7.775685e+01,3.165373e+00,8.680381e-02
6.700000e-02,1.566003e-02,1.536489e-02,1.564943e-02,1.548688e-01,1.094104e-04,-6.095318e-05,-2.983525e-05,-1.907050e-05,7.705032e+01,3.136611e+00,8.523351e-02
6.800000e-02,1.581350e-02,1.552156e-02,1.579504e-02,1.534737e-01,1.094104e-04,-6.099609e-05,-3.012764e-05,-1.872847e-05,7.635625e+01,3.108356e+00,8.370484e-02
6.900000e-02,1.596561e-02,1.567685e-02,1.593935e-02,1.521030e-01,1.094104e-04,-6.103278e-05,-3.041743e-05,-1.839543e-05,7.567430e+01,3.080595e+00,8.221637e-02
7.000000e-02,1.611636e-02,1.583076e-02,1.608239e-02,1.507561e-01,1.094104e-04,-6.106352e-05,-3.070465e-05,-1.807108e-05,7.500418e+01,3.053315e+00,8.076670e-02
7.100000e-02,1.626580e-02,1.598333e-02,1.622418e-02,1.494323e-01,1.094104e-04,-6.108854e-05,-3.098934e-05,-1.775511e-05,7.434558e+01,3.026504e+00,7.935452e-02
7.200000e-02,1.641393e-02,1.613456e-02,1.636476e-02,1.481311e-01,1.094104e-04,-6.110809e-05,-3.127156e-05,-1.744725e-05,7.369820e+01,3.000151e+00,7.797856e-02
7.300000e-02,1.656078e-02,1.628449e-02,1.650414e-02,1.468519e-01,1.094104e-04,-6.112239e-05,-3.155134e-05,-1.714722e-05,7.306178e+01,2.974243e+00,7.663760e-02
7.400000e-02,1.670637e-02,1.643312e-02,1.664234e-02,1.455942e-01,1.094104e-04,-6.113165e-05,-3.182872e-05,-1.685476e-05,7.243603e+01,2.948769e+00,7.533048e-02
7.500000e-02,1.685073e-02,1.658048e-02,1.677939e-02,1.443574e-01,1.094104e-04,-6.113609e-05,-3.210375e-05,-1.656961e-05,7.182070e+01,2.923720e+00,7.405607e-02
7.600000e-02,1.699387e-02,1.672659e-02,1.691531e-02,1.431410e-01,1.094104e-04,-6.113589e-05,-3.237646e-05,-1.629155e-05,7.121552e+01,2.899084e+00,7.281330e-02
7.700000e-02,1.713582e-02,1.687146e-02,1.705011e-02,1.419445e-01,1.094104e-04,-6.113126e-05,-3.264689e-05,-1.602034e-05,7.062025e+01,2.874851e+00,7.160113e-02
7.800000e-02,1.727658e-02,1.701512e-02,1.718383e-02,1.407675e-01,1.094104e-04,-6.112236e-05,-3.291508e-05,-1.575575e-05,7.003465e+01,2.851012e+00,7.041859e-02
7.900000e-02,1.741619e-02,1.715757e-02,1.731647e-02,1.396094e-01,1.094104e-04,-6.110937e-05,-3.318106e-05,-1.549758e-05,6.945849e+01,2.827558e+00,6.926471e-02
8.000000e-02,1.755466e-02,1.729884e-02,1.744807e-02,1.384699e-01,1.094104e-04,-6.109247e-05,-3.344487e-05,-1.524561e-05,6.889153e+01,2.804478e+00,6.813859e-02
8.100000e-02,1.769201e-02,1.743895e-02,1.757862e-02,1.373484e-01,1.094104e-04,-6.107179e-05,-3.370654e-05,-1.499966e-05,6.833358e+01,2.781764e+00,6.703934e-02
8.200000e-02,1.782826e-02,1.757790e-02,1.770816e-02,1.362446e-01,1.094104e-04,-6.104751e-05,-3.396612e-05,-1.475954e-05,6.778440e+01,2.759408e+00,6.596612e-02
8.300000e-02,1.796341e-02,1.771571e-02,1.783670e-02,1.351580e-01,1.094104e-04,-6.101975e-05,-3.422362e-05,-1.452505e-05,6.724380e+01,2.737401e+00,6.491812e-02
8.400000e-02,1.809750e-02,1.785241e-02,1.796426e-02,1.340882e-01,1.094104e-04,-6.098867e-05,-3.447908e-05,-1.429604e-05,6.671158e+01,2.715735e+00,6.389456e-02
8.500000e-02,1.823054e-02,1.798801e-02,1.809086e-02,1.330349e-01,1.094104e-04,-6.095440e-05,-3.473254e-05,-1.407232e-05,6.618755e+01,2.694402e+00,6.289469e-02
8.600000e-02,1.836253e-02,1.812251e-02,1.821650e-02,1.319977e-01,1.094104e-04,-6.091706e-05,-3.498402e-05,-1.385374e-05,6.567151e+01,2.673395e+00,6.191778e-02
8.700000e-02,1.849351e-02,1.825594e-02,1.834121e-02,1.309762e-01,1.094104e-04,-6.087677e-05,-3.523355e-05,-1.364015e-05,6.516328e+01,2.652706e+00,6.096314e-02
8.800000e-02,1.862348e-02,1.838832e-02,1.846501e-02,1.299701e-01,1.094104e-04,-6.083367e-05,-3.548117e-05,-1.343139e-05,6.466270e+01,2.632328e+00,6.003010e-02
8.900000e-02,1.875246e-02,1.851964e-02,1.858790e-02,1.289789e-01,1.094104e-04,-6.078785e-05,-3.572690e-05,-1.322731e-05,6.416958e+01,2.612254e+00,5.911802e-02
9.000000e-02,1.888046e-02,1.864994e-02,1.870990e-02,1.280024e-01,1.094104e-04,-6.073942e-05,-3.597076e-05,-1.302779e-05,6.368377e+01,2.592477e+00,5.822626e-02
9.100000e-02,1.900750e-02,1.877922e-02,1.883102e-02,1.270403e-01,1.094104e-04,-6.068850e-05,-3.621280e-05,-1.283268e-05,6.320509e+01,2.572991e+00,5.735424e-02
9.200000e-02,1.913359e-02,1.890749e-02,1.895129e-02,1.260922e-01,1.094104e-04,-6.063518e-05,-3.645303e-05,-1.264186e-05,6.273340e+01,2.553789e+00,5.650138e-02
9.300000e-02,1.925875e-02,1.903477e-02,1.907070e-02,1.251579e-01,1.094104e-04,-6.057956e-05,-3.669148e-05,-1.245519e-05,6.226853e+01,2.534865e+00,5.566711e-02
9.400000e-02,1.938299e-02,1.916108e-02,1.918929e-02,1.242369e-01,1.094104e-04,-6.052172e-05,-3.692817e-05,-1.227257e-05,6.181035e+01,2.516213e+00,5.485091e-02
9.500000e-02,1.950632e-02,1.928641e-02,1.930705e-02,1.233291e-01,1.094104e-04,-6.046177e-05,-3.716314e-05,-1.209388e-05,6.135871e+01,2.497827e+00,5.405226e-02
9.600000e-02,1.962875e-02,1.941080e-02,1.942400e-02,1.224342e-01,1.094104e-04,-6.039978e-05,-3.739640e-05,-1.191900e-05,6.091347e+01,2.479702e+00,5.327066e-02
9.700000e-02,1.975030e-02,1.953424e-02,1.954016e-02,1.215519e-01,1.094104e-04,-6.033583e-05,-3.762797e-05,-1.174783e-05,6.047448e+01,2.461831e+00,5.250562e-02
9.800000e-02,1.987099e-02,1.965676e-02,1.965553e-02,1.206818e-01,1.094104e-04,-6.027000e-05,-3.785790e-05,-1.158026e-05,6.004163e+01,2.444211e+00,5.175668e-02
9.900000e-02,1.999081e-02,1.977836e-02,1.977013e-02,1.198239e-01,1.094104e-04,-6.020238e-05,-3.808618e-05,-1.141619e-05,5.961478e+01,2.426834e+00,5.102339e-02
1.000000e-01,2.010979e-02,1.989905e-02,1.988397e-02,1.189777e-01,1.094104e-04,-6.013303e-05,-3.831286e-05,-1.125552e-05,5.919380e+01,2.409697e+00,5.030532e-02
1.010000e-01,2.022793e-02,2.001885e-02,1.999705e-02,1.181432e-01,1.094104e-04,-6.006201e-05,-3.853794e-05,-1.109817e-05,5.877858e+01,2.392794e+00,4.960205e-02
1.020000e-01,2.034525e-02,2.013777e-02,2.010940e-02,1.173199e-01,1.094104e-04,-5.998941e-05,-3.876146e-05,-1.094404e-05,5.836900e+01,2.376120e+00,4.891318e-02
1.030000e-01,2.046176e-02,2.025581e-02,2.022102e-02,1.165077e-01,1.094104e-04,-5.991528e-05,-3.898343e-05,-1.079304e-05,5.796493e+01,2.359671e+00,4.823831e-02
1.040000e-01,2.057747e-02,2.037299e-02,2.033192e-02,1.157065e-01,1.094104e-04,-5.983969e-05,-3.920387e-05,-1.064509e-05,5.756628e+01,2.343443e+00,4.757707e-02
1.050000e-01,2.069238e-02,2.048932e-02,2.044211e-02,1.149158e-01,1.094104e-04,-5.976269e-05,-3.942280e-05,-1.050011e-05,5.717292e+01,2.327430e+00,4.692910e-02
1.060000e-01,2.080652e-02,2.060481e-02,2.055160e-02,1.141356e-01,1.094104e-04,-5.968435e-05,-3.964025e-05,-1.035802e-05,5.678476e+01,2.311628e+00,4.629403e-02
1.070000e-01,2.091988e-02,2.071947e-02,2.066040e-02,1.133657e-01,1.094104e-04,-5.960472e-05,-3.985624e-05,-1.021874e-05,5.640169e+01,2.296034e+00,4.567153e-02
1.080000e-01,2.103249e-02,2.083332e-02,2.076852e-02,1.126057e-01,1.094104e-04,-5.952385e-05,-4.007077e-05,-1.008220e-05,5.602360e+01,2.280642e+00,4.506127e-02
1.090000e-01,2.114434e-02,2.094635e-02,2.087598e-02,1.118556e-01,1.094104e-04,-5.944179e-05,-4.028388e-05,-9.948323e-06,5.565041e+01,2.265450e+00,4.446293e-02
1.100000e-01,2.125546e-02,2.105858e-02,2.098277e-02,1.111151e-01,1.094104e-04,-5.935859e-05,-4.049557e-05,-9.817045e-06,5.528201e+01,2.250453e+00,4.387620e-02
1.110000e-01,2.136584e-02,2.117001e-02,2.108891e-02,1.103841e-01,1.094104e-04,-5.927431e-05,-4.070587e-05,-9.688298e-06,5.491831e+01,2.235647e+00,4.330078e-02
1.120000e-01,2.147551e-02,2.128067e-02,2.119441e-02,1.096624e-01,1.094104e-04,-5.918898e-05,-4.091480e-05,-9.562017e-06,5.455922e+01,2.221029e+00,4.273638e-02
1.130000e-01,2.158445e-02,2.139056e-02,2.129927e-02,1.089497e-01,1.094104e-04,-5.910266e-05,-4.112237e-05,-9.438139e-06,5.420466e+01,2.206596e+00,4.218272e-02
1.140000e-01,2.169270e-02,2.149968e-02,2.140350e-02,1.082460e-01,1.094104e-04,-5.901537e-05,-4.132860e-05,-9.316604e-06,5.385453e+01,2.192342e+00,4.163953e-02
1.150000e-01,2.180025e-02,2.160804e-02,2.150712e-02,1.075510e-01,1.094104e-04,-5.892718e-05,-4.153350e-05,-9.197352e-06,5.350875e+01,2.178266e+00,4.110655e-02
1.160000e-01,2.190712e-02,2.171566e-02,2.161013e-02,1.068645e-01,1.094104e-04,-5.883810e-05,-4.173710e-05,-9.080327e-06,5.316724e+01,2.164364e+00,4.058352e-02
1.170000e-01,2.201330e-02,2.182254e-02,2.171253e-02,1.061865e-01,1.094104e-04,-5.874819e-05,-4.193940e-05,-8.965473e-06,5.282993e+01,2.150632e+00,4.007019e-02
1.180000e-01,2.211882e-02,2.192870e-02,2.181434e-02,1.055168e-01,1.094104e-04,-5.865748e-05,-4.214043e-05,-8.852736e-06,5.249672e+01,2.137068e+00,3.956633e-02
1.190000e-01,2.222367e-02,2.203413e-02,2.191556e-02,1.048552e-01,1.094104e-04,-5.856601e-05,-4.234020e-05,-8.742066e-06,5.216755e+01,2.123668e+00,3.907170e-02
1.200000e-01,2.232788e-02,2.213885e-02,2.201620e-02,1.042015e-01,1.094104e-04,-5.847380e-05,-4.253872e-05,-8.633411e-06,5.184234e+01,2.110429e+00,3.858608e-02
1.210000e-01,2.243143e-02,2.224287e-02,2.211627e-02,1.035557e-01,1.094104e-04,-5.838090e-05,-4.273602e-05,-8.526722e-06,5.152102e+01,2.097349e+00,3.810925e-02
1.220000e-01,2.253435e-02,2.234619e-02,2.221578e-02,1.029175e-01,1.094104e-04,-5.828733e-05,-4.293209e-05,-8.421953e-06,5.120352e+01,2.084424e+00,3.764099e-02
1.230000e-01,2.263664e-02,2.244882e-02,2.231472e-02,1.022869e-01,1.094104e-04,-5.819312e-05,-4.312697e-05,-8.319057e-06,5.088977e+01,2.071651e+00,3.718111e-02
1.240000e-01,2.273830e-02,2.255077e-02,2.241312e-02,1.016636e-01,1.094104e-04,-5.809831e-05,-4.332066e-05,-8.217991e-06,5.057970e+01,2.059029e+00,3.672940e-02
1.250000e-01,2.283935e-02,2.265205e-02,2.251097e-02,1.010477e-01,1.094104e-04,-5.800293e-05,-4.351317e-05,-8.118709e-06,5.027324e+01,2.046553e+00,3.628568e-02
1.260000e-01,2.293979e-02,2.275266e-02,2.260828e-02,1.004389e-01,1.094104e-04,-5.790699e-05,-4.370453e-05,-8.021172e-06,4.997034e+01,2.034222e+00,3.584974e-02
1.270000e-01,2.303962e-02,2.285261e-02,2.270506e-02,9.983705e-02,1.094104e-04,-5.781053e-05,-4.389473e-05,-7.925337e-06,4.967093e+01,2.022034e+00,3.542142e-02
1.280000e-01,2.313887e-02,2.295191e-02,2.280131e-02,9.924212e-02,1.094104e-04,-5.771357e-05,-4.408381e-05,-7.831165e-06,4.937494e+01,2.009985e+00,3.500053e-02
1.290000e-01,2.323752e-02,2.305056e-02,2.289704e-02,9.865397e-02,1.094104e-04,-5.761615e-05,-4.427176e-05,-7.738618e-06,4.908232e+01,1.998073e+00,3.458690e-02
1.300000e-01,2.333559e-02,2.314858e-02,2.299226e-02,9.807247e-02,1.094104e-04,-5.751827e-05,-4.445861e-05,-7.647659e-06,4.879302e+01,1.986295e+00,3.418037e-02
1.310000e-01,2.343309e-02,2.324597e-02,2.308697e-02,9.749751e-02,1.094104e-04,-5.741997e-05,-4.464436e-05,-7.558251e-06,4.850696e+01,1.974650e+00,3.378077e-02
1.320000e-01,2.353002e-02,2.334273e-02,2.318118e-02,9.692897e-02,1.094104e-04,-5.732126e-05,-4.482903e-05,-7.470360e-06,4.822410e+01,1.963136e+00,3.338795e-02
1.330000e-01,2.362639e-02,2.343887e-02,2.327490e-02,9.636675e-02,1.094104e-04,-5.722218e-05,-4.501262e-05,-7.383950e-06,4.794439e+01,1.951749e+00,3.300175e-02
1.340000e-01,2.372220e-02,2.353441e-02,2.336812e-02,9.581074e-02,1.094104e-04,-5.712273e-05,-4.519516e-05,-7.298988e-06,4.766776e+01,1.940488e+00,3.262202e-02
1.350000e-01,2.381746e-02,2.362934e-02,2.346086e-02,9.526083e-02,1.094104e-04,-5.702294e-05,-4.537665e-05,-7.215443e-06,4.739417e+01,1.929350e+00,3.224863e-02
1.360000e-01,2.391217e-02,2.372367e-02,2.355313e-02,9.471693e-02,1.094104e-04,-5.692283e-05,-4.555710e-05,-7.133283e-06,4.712356e+01,1.918334e+00,3.188142e-02
1.370000e-01,2.400635e-02,2.381741e-02,2.364491e-02,9.417892e-02,1.094104e-04,-5.682242e-05,-4.573653e-05,-7.052477e-06,4.685590e+01,1.907438e+00,3.152027e-02
1.380000e-01,2.410000e-02,2.391056e-02,2.373623e-02,9.364672e-02,1.094104e-04,-5.672173e-05,-4.591495e-05,-6.972996e-06,4.659112e+01,1.896659e+00,3.116504e-02
1.390000e-01,2.419312e-02,2.400314e-02,2.382709e-02,9.312022e-02,1.094104e-04,-5.662077e-05,-4.609236e-05,-6.894810e-06,4.632917e+01,1.885996e+00,3.081559e-02
