times[s],height[m],height_up[m],height_down[m],velocity[m/s],theta[rad],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
1.331000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832919e-09,1.553343e+00,1.946429e-06,-2.245570e-13,-1.946429e-06,3.135686e-10
1.332000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832919e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135686e-10
1.333000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832920e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135686e-10
1.334000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832920e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.335000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832921e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.336000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832921e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.337000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832921e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.338000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832921e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.339000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832922e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.340000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832922e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.341000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832922e-09,1.553343e+00,1.946429e-06,-2.245571e-13,-1.946429e-06,3.135687e-10
1.342000e+00,1.011539e-03,8.429511e-04,1.264421e-03,8.832922e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135687e-10
1.343000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832923e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.344000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832923e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.345000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832923e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.346000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832923e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.347000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832923e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.348000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.349000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.350000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.351000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.352000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.353000e+00,1.011539e-03,8.429512e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946429e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.354000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.355000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.356000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.357000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.358000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832924e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.359000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.360000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.361000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245572e-13,-1.946429e-06,3.135688e-10
1.362000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946429e-06,3.135688e-10
1.363000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946429e-06,3.135688e-10
1.364000e+00,1.011539e-03,8.429513e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946429e-06,3.135688e-10
1.365000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946429e-06,3.135688e-10
1.366000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946429e-06,3.135688e-10
1.367000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.368000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.369000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.370000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.371000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.372000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.373000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.374000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.375000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.376000e+00,1.011539e-03,8.429514e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.377000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.378000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.379000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.380000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.381000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.382000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.383000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.384000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.385000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.386000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.387000e+00,1.011539e-03,8.429515e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.388000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.389000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.390000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.391000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.392000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.393000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.394000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.395000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.396000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.397000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.398000e+00,1.011539e-03,8.429516e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.399000e+00,1.011539e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.400000e+00,1.011539e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.401000e+00,1.011539e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.402000e+00,1.011539e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.403000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.404000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.405000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245573e-13,-1.946430e-06,3.135688e-10
1.406000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.407000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.408000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.409000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.410000e+00,1.011540e-03,8.429517e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.411000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.412000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946430e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.413000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.414000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.415000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.416000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.417000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.418000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.419000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.420000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.421000e+00,1.011540e-03,8.429518e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.422000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.423000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.424000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.425000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946430e-06,3.135688e-10
1.426000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.427000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.428000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.429000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.430000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.431000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.432000e+00,1.011540e-03,8.429519e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.433000e+00,1.011540e-03,8.429520e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.434000e+00,1.011540e-03,8.429520e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.435000e+00,1.011540e-03,8.429520e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.436000e+00,1.011540e-03,8.429520e-04,1.264421e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135688e-10
1.437000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.438000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.439000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.440000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.441000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.442000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.443000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.444000e+00,1.011540e-03,8.429520e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.445000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.446000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.447000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.448000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.449000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.450000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.451000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.452000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.453000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946431e-06,-2.245574e-13,-1.946431e-06,3.135689e-10
1.454000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.455000e+00,1.011540e-03,8.429521e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.456000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.457000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.458000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.459000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.460000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.461000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.462000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.463000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.464000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.465000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.466000e+00,1.011540e-03,8.429522e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.467000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.468000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.469000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.470000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.471000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946431e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.472000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.473000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.474000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.475000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.476000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.477000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.478000e+00,1.011540e-03,8.429523e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.479000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.480000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.481000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.482000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135689e-10
1.483000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.484000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946431e-06,3.135688e-10
1.485000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.486000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.487000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.488000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.489000e+00,1.011540e-03,8.429524e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.490000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.491000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.492000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.493000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.494000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.495000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832925e-09,1.553343e+00,1.946432e-06,-2.245575e-13,-1.946432e-06,3.135688e-10
1.496000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832926e-09,1.553343e+00,1.946432e-06,-2.245576e-13,-1.946432e-06,3.135689e-10
1.497000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832927e-09,1.553343e+00,1.946432e-06,-2.245576e-13,-1.946432e-06,3.135689e-10
1.498000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832928e-09,1.553343e+00,1.946432e-06,-2.245576e-13,-1.946432e-06,3.135689e-10
1.499000e+00,1.011540e-03,8.429525e-04,1.264422e-03,8.832929e-09,1.553343e+00,1.946432e-06,-2.245576e-13,-1.946432e-06,3.135690e-10
