times[s],height[m],height_up[m],height_down[m],velocity[m/s],theta[rad],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.553343e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.461255e-04,3.635923e-04,3.213664e-04,1.730627e-01,1.553343e+00,1.946407e-06,-1.505487e-06,-6.660235e-07,6.143727e-03
2.000000e-03,4.606903e-04,4.739908e-04,4.355471e-04,1.003198e-01,1.553343e+00,1.946407e-06,-1.161544e-06,-8.864721e-07,3.561353e-03
3.000000e-03,5.387909e-04,5.455822e-04,5.165100e-04,7.244006e-02,1.553343e+00,1.946407e-06,-9.809320e-07,-1.036755e-06,2.571622e-03
4.000000e-03,5.982867e-04,5.976728e-04,5.803792e-04,5.653751e-02,1.553343e+00,1.946407e-06,-8.501311e-07,-1.151238e-06,2.007082e-03
5.000000e-03,6.460976e-04,6.377294e-04,6.334066e-04,4.604191e-02,1.553343e+00,1.946407e-06,-7.476378e-07,-1.243237e-06,1.634488e-03
6.000000e-03,6.857647e-04,6.695604e-04,6.787965e-04,3.851986e-02,1.553343e+00,1.946407e-06,-6.638955e-07,-1.319566e-06,1.367455e-03
7.000000e-03,7.193847e-04,6.954109e-04,7.184502e-04,3.283439e-02,1.553343e+00,1.946407e-06,-5.936493e-07,-1.384258e-06,1.165621e-03
8.000000e-03,7.483184e-04,7.167307e-04,7.536042e-04,2.837431e-02,1.553343e+00,1.946407e-06,-5.336440e-07,-1.439933e-06,1.007288e-03
9.000000e-03,7.735068e-04,7.345157e-04,7.851160e-04,2.477832e-02,1.553343e+00,1.946407e-06,-4.816992e-07,-1.488401e-06,8.796305e-04
1.000000e-02,7.956319e-04,7.494826e-04,8.136087e-04,2.181751e-02,1.553343e+00,1.946407e-06,-4.362720e-07,-1.530975e-06,7.745217e-04
1.100000e-02,8.152059e-04,7.621649e-04,8.395518e-04,1.933900e-02,1.553343e+00,1.946407e-06,-3.962243e-07,-1.568640e-06,6.865344e-04
1.200000e-02,8.326244e-04,7.729705e-04,8.633091e-04,1.723631e-02,1.553343e+00,1.946407e-06,-3.606894e-07,-1.602157e-06,6.118891e-04
1.300000e-02,8.482002e-04,7.822185e-04,8.851693e-04,1.543279e-02,1.553343e+00,1.946407e-06,-3.289900e-07,-1.632129e-06,5.478640e-04
1.400000e-02,8.621853e-04,7.901626e-04,9.053661e-04,1.387163e-02,1.553343e+00,1.946407e-06,-3.005855e-07,-1.659039e-06,4.924429e-04
1.500000e-02,8.747858e-04,7.970075e-04,9.240915e-04,1.250978e-02,1.553343e+00,1.946407e-06,-2.750372e-07,-1.683285e-06,4.440973e-04
1.600000e-02,8.861729e-04,8.029205e-04,9.415057e-04,1.131393e-02,1.553343e+00,1.946407e-06,-2.519834e-07,-1.705197e-06,4.016447e-04
1.700000e-02,8.964902e-04,8.080394e-04,9.577435e-04,1.025787e-02,1.553343e+00,1.946407e-06,-2.311226e-07,-1.725049e-06,3.641542e-04
1.800000e-02,9.058592e-04,8.124790e-04,9.729204e-04,9.320627e-03,1.553343e+00,1.946407e-06,-2.122002e-07,-1.743077e-06,3.308822e-04
1.900000e-02,9.143842e-04,8.163354e-04,9.871352e-04,8.485256e-03,1.553343e+00,1.946407e-06,-1.949995e-07,-1.759481e-06,3.012266e-04
2.000000e-02,9.221548e-04,8.196898e-04,1.000474e-03,7.737856e-03,1.553343e+00,1.946407e-06,-1.793347e-07,-1.774434e-06,2.746939e-04
2.100000e-02,9.292488e-04,8.226108e-04,1.013012e-03,7.066922e-03,1.553343e+00,1.946407e-06,-1.650449e-07,-1.788084e-06,2.508757e-04
2.200000e-02,9.357341e-04,8.251569e-04,1.024815e-03,6.462842e-03,1.553343e+00,1.946407e-06,-1.519903e-07,-1.800563e-06,2.294309e-04
2.300000e-02,9.416704e-04,8.273781e-04,1.035942e-03,5.917514e-03,1.553343e+00,1.946407e-06,-1.400484e-07,-1.811986e-06,2.100717e-04
2.400000e-02,9.471100e-04,8.293173e-04,1.046445e-03,5.424058e-03,1.553343e+00,1.946407e-06,-1.291114e-07,-1.822453e-06,1.925540e-04
2.500000e-02,9.520997e-04,8.310114e-04,1.056369e-03,4.976592e-03,1.553343e+00,1.946407e-06,-1.190842e-07,-1.832055e-06,1.766690e-04
2.600000e-02,9.566807e-04,8.324921e-04,1.065758e-03,4.570055e-03,1.553343e+00,1.946407e-06,-1.098824e-07,-1.840869e-06,1.622369e-04
2.700000e-02,9.608900e-04,8.337871e-04,1.074648e-03,4.200067e-03,1.553343e+00,1.946407e-06,-1.014308e-07,-1.848969e-06,1.491024e-04
2.800000e-02,9.647606e-04,8.349199e-04,1.083073e-03,3.862819e-03,1.553343e+00,1.946407e-06,-9.366207e-08,-1.856417e-06,1.371301e-04
2.900000e-02,9.683221e-04,8.359114e-04,1.091065e-03,3.554979e-03,1.553343e+00,1.946407e-06,-8.651606e-08,-1.863270e-06,1.262018e-04
3.000000e-02,9.716013e-04,8.367794e-04,1.098652e-03,3.273624e-03,1.553343e+00,1.946407e-06,-7.993863e-08,-1.869580e-06,1.162136e-04
3.100000e-02,9.746221e-04,8.375395e-04,1.105859e-03,3.016175e-03,1.553343e+00,1.946407e-06,-7.388099e-08,-1.875393e-06,1.070742e-04
3.200000e-02,9.774065e-04,8.382053e-04,1.112710e-03,2.780353e-03,1.553343e+00,1.946407e-06,-6.829910e-08,-1.880750e-06,9.870252e-05
3.300000e-02,9.799740e-04,8.387886e-04,1.119227e-03,2.564130e-03,1.553343e+00,1.946407e-06,-6.315308e-08,-1.885691e-06,9.102663e-05
3.400000e-02,9.823425e-04,8.392997e-04,1.125429e-03,2.365705e-03,1.553343e+00,1.946407e-06,-5.840679e-08,-1.890249e-06,8.398251e-05
3.500000e-02,9.845284e-04,8.397477e-04,1.131335e-03,2.183464e-03,1.553343e+00,1.946407e-06,-5.402740e-08,-1.894455e-06,7.751295e-05
3.600000e-02,9.865464e-04,8.401403e-04,1.136962e-03,2.015963e-03,1.553343e+00,1.946407e-06,-4.998504e-08,-1.898338e-06,7.156670e-05
3.700000e-02,9.884101e-04,8.404845e-04,1.142325e-03,1.861908e-03,1.553343e+00,1.946407e-06,-4.625250e-08,-1.901924e-06,6.609773e-05
3.800000e-02,9.901317e-04,8.407863e-04,1.147440e-03,1.720130e-03,1.553343e+00,1.946407e-06,-4.280495e-08,-1.905237e-06,6.106460e-05
3.900000e-02,9.917226e-04,8.410509e-04,1.152320e-03,1.589576e-03,1.553343e+00,1.946407e-06,-3.961972e-08,-1.908298e-06,5.642995e-05
4.000000e-02,9.931930e-04,8.412829e-04,1.156977e-03,1.469296e-03,1.553343e+00,1.946407e-06,-3.667606e-08,-1.911127e-06,5.216000e-05
4.100000e-02,9.945523e-04,8.414864e-04,1.161423e-03,1.358427e-03,1.553343e+00,1.946407e-06,-3.395500e-08,-1.913743e-06,4.822415e-05
4.200000e-02,9.958093e-04,8.416649e-04,1.165670e-03,1.256188e-03,1.553343e+00,1.946407e-06,-3.143913e-08,-1.916162e-06,4.459466e-05
4.300000e-02,9.969718e-04,8.418214e-04,1.169728e-03,1.161868e-03,1.553343e+00,1.946407e-06,-2.911251e-08,-1.918399e-06,4.124633e-05
4.400000e-02,9.980473e-04,8.419586e-04,1.173606e-03,1.074823e-03,1.553343e+00,1.946407e-06,-2.696049e-08,-1.920468e-06,3.815621e-05
4.500000e-02,9.990422e-04,8.420790e-04,1.177313e-03,9.944621e-04,1.553343e+00,1.946407e-06,-2.496962e-08,-1.922382e-06,3.530340e-05
4.600000e-02,9.999629e-04,8.421847e-04,1.180858e-03,9.202494e-04,1.553343e+00,1.946407e-06,-2.312753e-08,-1.924154e-06,3.266885e-05
4.700000e-02,1.000815e-03,8.422773e-04,1.184250e-03,8.516942e-04,1.553343e+00,1.946407e-06,-2.142285e-08,-1.925794e-06,3.023515e-05
4.800000e-02,1.001604e-03,8.423586e-04,1.187494e-03,7.883481e-04,1.553343e+00,1.946407e-06,-1.984512e-08,-1.927311e-06,2.798636e-05
4.900000e-02,1.002334e-03,8.424299e-04,1.190600e-03,7.298006e-04,1.553343e+00,1.946407e-06,-1.838469e-08,-1.928716e-06,2.590792e-05
5.000000e-02,1.003010e-03,8.424924e-04,1.193572e-03,6.756758e-04,1.553343e+00,1.946407e-06,-1.703269e-08,-1.930017e-06,2.398649e-05
5.100000e-02,1.003635e-03,8.425473e-04,1.196418e-03,6.256288e-04,1.553343e+00,1.946407e-06,-1.578093e-08,-1.931221e-06,2.220982e-05
5.200000e-02,1.004215e-03,8.425954e-04,1.199143e-03,5.793434e-04,1.553343e+00,1.946407e-06,-1.462186e-08,-1.932336e-06,2.056669e-05
5.300000e-02,1.004752e-03,8.426377e-04,1.201754e-03,5.365290e-04,1.553343e+00,1.946407e-06,-1.354852e-08,-1.933369e-06,1.904678e-05
5.400000e-02,1.005249e-03,8.426747e-04,1.204254e-03,4.969187e-04,1.553343e+00,1.946407e-06,-1.255448e-08,-1.934325e-06,1.764061e-05
5.500000e-02,1.005709e-03,8.427072e-04,1.206650e-03,4.602670e-04,1.553343e+00,1.946407e-06,-1.163381e-08,-1.935211e-06,1.633948e-05
5.600000e-02,1.006135e-03,8.427358e-04,1.208947e-03,4.263481e-04,1.553343e+00,1.946407e-06,-1.078104e-08,-1.936031e-06,1.513536e-05
5.700000e-02,1.006530e-03,8.427608e-04,1.211148e-03,3.949540e-04,1.553343e+00,1.946407e-06,-9.991099e-09,-1.936792e-06,1.402087e-05
5.800000e-02,1.006896e-03,8.427828e-04,1.213258e-03,3.658931e-04,1.553343e+00,1.946407e-06,-9.259316e-09,-1.937496e-06,1.298921e-05
5.900000e-02,1.007235e-03,8.428020e-04,1.215281e-03,3.389892e-04,1.553343e+00,1.946407e-06,-8.581371e-09,-1.938148e-06,1.203412e-05
6.000000e-02,1.007550e-03,8.428189e-04,1.217221e-03,3.140793e-04,1.553343e+00,1.946408e-06,-7.953268e-09,-1.938753e-06,1.114982e-05
6.100000e-02,1.007841e-03,8.428338e-04,1.219081e-03,2.910136e-04,1.553343e+00,1.946408e-06,-7.371315e-09,-1.939313e-06,1.033098e-05
6.200000e-02,1.008110e-03,8.428468e-04,1.220866e-03,2.696534e-04,1.553343e+00,1.946408e-06,-6.832095e-09,-1.939832e-06,9.572697e-06
6.300000e-02,1.008360e-03,8.428582e-04,1.222578e-03,2.498712e-04,1.553343e+00,1.946408e-06,-6.332450e-09,-1.940312e-06,8.870427e-06
6.400000e-02,1.008592e-03,8.428682e-04,1.224220e-03,2.315488e-04,1.553343e+00,1.946408e-06,-5.869456e-09,-1.940758e-06,8.219983e-06
6.500000e-02,1.008806e-03,8.428770e-04,1.225796e-03,2.145774e-04,1.553343e+00,1.946408e-06,-5.440411e-09,-1.941171e-06,7.617498e-06
6.600000e-02,1.009005e-03,8.428847e-04,1.227308e-03,1.988563e-04,1.553343e+00,1.946408e-06,-5.042810e-09,-1.941554e-06,7.059398e-06
6.700000e-02,1.009190e-03,8.428915e-04,1.228759e-03,1.842924e-04,1.553343e+00,1.946408e-06,-4.674338e-09,-1.941908e-06,6.542382e-06
6.800000e-02,1.009360e-03,8.428974e-04,1.230152e-03,1.707999e-04,1.553343e+00,1.946408e-06,-4.332852e-09,-1.942237e-06,6.063398e-06
6.900000e-02,1.009519e-03,8.429026e-04,1.231489e-03,1.582993e-04,1.553343e+00,1.946408e-06,-4.016366e-09,-1.942542e-06,5.619625e-06
7.000000e-02,1.009665e-03,8.429072e-04,1.232773e-03,1.467170e-04,1.553343e+00,1.946408e-06,-3.723042e-09,-1.942824e-06,5.208455e-06
7.100000e-02,1.009801e-03,8.429112e-04,1.234005e-03,1.359852e-04,1.553343e+00,1.946408e-06,-3.451180e-09,-1.943086e-06,4.827476e-06
7.200000e-02,1.009927e-03,8.429148e-04,1.235188e-03,1.260410e-04,1.553343e+00,1.946408e-06,-3.199203e-09,-1.943328e-06,4.474455e-06
7.300000e-02,1.010044e-03,8.429179e-04,1.236324e-03,1.168262e-04,1.553343e+00,1.946408e-06,-2.965653e-09,-1.943553e-06,4.147328e-06
7.400000e-02,1.010153e-03,8.429206e-04,1.237415e-03,1.082869e-04,1.553343e+00,1.946408e-06,-2.749178e-09,-1.943761e-06,3.844186e-06
7.500000e-02,1.010253e-03,8.429230e-04,1.238463e-03,1.003735e-04,1.553343e+00,1.946408e-06,-2.548527e-09,-1.943955e-06,3.563260e-06
7.600000e-02,1.010346e-03,8.429251e-04,1.239469e-03,9.303984e-05,1.553343e+00,1.946408e-06,-2.362539e-09,-1.944134e-06,3.302914e-06
7.700000e-02,1.010432e-03,8.429269e-04,1.240435e-03,8.624321e-05,1.553343e+00,1.946408e-06,-2.190141e-09,-1.944300e-06,3.061634e-06
7.800000e-02,1.010512e-03,8.429285e-04,1.241363e-03,7.994414e-05,1.553343e+00,1.946408e-06,-2.030337e-09,-1.944453e-06,2.838017e-06
7.900000e-02,1.010586e-03,8.429299e-04,1.242255e-03,7.410607e-05,1.553343e+00,1.946408e-06,-1.882206e-09,-1.944596e-06,2.630765e-06
8.000000e-02,1.010655e-03,8.429312e-04,1.243112e-03,6.869513e-05,1.553343e+00,1.946408e-06,-1.744893e-09,-1.944728e-06,2.438677e-06
8.100000e-02,1.010719e-03,8.429323e-04,1.243935e-03,6.367997e-05,1.553343e+00,1.946408e-06,-1.617607e-09,-1.944851e-06,2.260639e-06
8.200000e-02,1.010778e-03,8.429332e-04,1.244725e-03,5.903155e-05,1.553343e+00,1.946408e-06,-1.499615e-09,-1.944964e-06,2.095620e-06
8.300000e-02,1.010832e-03,8.429341e-04,1.245485e-03,5.472297e-05,1.553343e+00,1.946408e-06,-1.390236e-09,-1.945070e-06,1.942665e-06
8.400000e-02,1.010883e-03,8.429348e-04,1.246215e-03,5.072931e-05,1.553343e+00,1.946408e-06,-1.288842e-09,-1.945167e-06,1.800891e-06
8.500000e-02,1.010930e-03,8.429354e-04,1.246916e-03,4.702752e-05,1.553343e+00,1.946408e-06,-1.194849e-09,-1.945258e-06,1.669477e-06
8.600000e-02,1.010974e-03,8.429360e-04,1.247590e-03,4.359619e-05,1.553343e+00,1.946408e-06,-1.107716e-09,-1.945342e-06,1.547665e-06
8.700000e-02,1.011014e-03,8.429365e-04,1.248238e-03,4.041554e-05,1.553343e+00,1.946408e-06,-1.026941e-09,-1.945419e-06,1.434752e-06
8.800000e-02,1.011052e-03,8.429370e-04,1.248860e-03,3.746721e-05,1.553343e+00,1.946408e-06,-9.520605e-10,-1.945492e-06,1.330086e-06
8.900000e-02,1.011086e-03,8.429374e-04,1.249458e-03,3.473419e-05,1.553343e+00,1.946408e-06,-8.826436e-10,-1.945558e-06,1.233064e-06
9.000000e-02,1.011119e-03,8.429377e-04,1.250033e-03,3.220075e-05,1.553343e+00,1.946408e-06,-8.182914e-10,-1.945620e-06,1.143127e-06
9.100000e-02,1.011149e-03,8.429380e-04,1.250586e-03,2.985228e-05,1.553343e+00,1.946408e-06,-7.586340e-10,-1.945678e-06,1.059756e-06
9.200000e-02,1.011176e-03,8.429383e-04,1.251117e-03,2.767526e-05,1.553343e+00,1.946408e-06,-7.033287e-10,-1.945731e-06,9.824716e-07
9.300000e-02,1.011202e-03,8.429385e-04,1.251627e-03,2.565715e-05,1.553343e+00,1.946408e-06,-6.520578e-10,-1.945780e-06,9.108287e-07
9.400000e-02,1.011226e-03,8.429387e-04,1.252118e-03,2.378634e-05,1.553343e+00,1.946408e-06,-6.045267e-10,-1.945826e-06,8.444150e-07
9.500000e-02,1.011248e-03,8.429389e-04,1.252589e-03,2.205206e-05,1.553343e+00,1.946408e-06,-5.604626e-10,-1.945869e-06,7.828483e-07
9.600000e-02,1.011268e-03,8.429390e-04,1.253043e-03,2.044435e-05,1.553343e+00,1.946408e-06,-5.196124e-10,-1.945908e-06,7.257744e-07
9.700000e-02,1.011287e-03,8.429392e-04,1.253479e-03,1.895395e-05,1.553343e+00,1.946408e-06,-4.817415e-10,-1.945944e-06,6.728653e-07
9.800000e-02,1.011305e-03,8.429393e-04,1.253898e-03,1.757230e-05,1.553343e+00,1.946408e-06,-4.466326e-10,-1.945978e-06,6.238166e-07
9.900000e-02,1.011321e-03,8.429394e-04,1.254300e-03,1.629145e-05,1.553343e+00,1.946408e-06,-4.140842e-10,-1.946010e-06,5.783465e-07
1.000000e-01,1.011336e-03,8.429395e-04,1.254688e-03,1.510405e-05,1.553343e+00,1.946408e-06,-3.839094e-10,-1.946039e-06,5.361937e-07
1.010000e-01,1.011350e-03,8.429396e-04,1.255060e-03,1.400327e-05,1.553343e+00,1.946408e-06,-3.559350e-10,-1.946066e-06,4.971159e-07
1.020000e-01,1.011363e-03,8.429397e-04,1.255418e-03,1.298278e-05,1.553343e+00,1.946408e-06,-3.300006e-10,-1.946091e-06,4.608888e-07
1.030000e-01,1.011375e-03,8.429398e-04,1.255762e-03,1.203674e-05,1.553343e+00,1.946408e-06,-3.059574e-10,-1.946114e-06,4.273042e-07
1.040000e-01,1.011386e-03,8.429398e-04,1.256093e-03,1.115970e-05,1.553343e+00,1.946408e-06,-2.836673e-10,-1.946135e-06,3.961692e-07
1.050000e-01,1.011397e-03,8.429399e-04,1.256411e-03,1.034662e-05,1.553343e+00,1.946408e-06,-2.630026e-10,-1.946155e-06,3.673051e-07
1.060000e-01,1.011406e-03,8.429399e-04,1.256717e-03,9.592850e-06,1.553343e+00,1.946408e-06,-2.438446e-10,-1.946174e-06,3.405462e-07
1.070000e-01,1.011415e-03,8.429400e-04,1.257011e-03,8.894051e-06,1.553343e+00,1.946408e-06,-2.260835e-10,-1.946191e-06,3.157388e-07
1.080000e-01,1.011423e-03,8.429400e-04,1.257294e-03,8.246214e-06,1.553343e+00,1.946408e-06,-2.096174e-10,-1.946207e-06,2.927406e-07
1.090000e-01,1.011431e-03,8.429401e-04,1.257566e-03,7.645621e-06,1.553343e+00,1.946408e-06,-1.943519e-10,-1.946221e-06,2.714195e-07
1.100000e-01,1.011438e-03,8.429401e-04,1.257828e-03,7.088826e-06,1.553343e+00,1.946408e-06,-1.801994e-10,-1.946235e-06,2.516533e-07
1.110000e-01,1.011445e-03,8.429401e-04,1.258079e-03,6.572633e-06,1.553343e+00,1.946408e-06,-1.670788e-10,-1.946248e-06,2.333285e-07
1.120000e-01,1.011451e-03,8.429401e-04,1.258321e-03,6.094081e-06,1.553343e+00,1.946408e-06,-1.549148e-10,-1.946259e-06,2.163399e-07
1.130000e-01,1.011456e-03,8.429402e-04,1.258553e-03,5.650425e-06,1.553343e+00,1.946408e-06,-1.436376e-10,-1.946270e-06,2.005901e-07
1.140000e-01,1.011462e-03,8.429402e-04,1.258777e-03,5.239118e-06,1.553343e+00,1.946408e-06,-1.331826e-10,-1.946280e-06,1.859887e-07
1.150000e-01,1.011466e-03,8.429402e-04,1.258992e-03,4.857802e-06,1.553343e+00,1.946408e-06,-1.234898e-10,-1.946290e-06,1.724520e-07
1.160000e-01,1.011471e-03,8.429402e-04,1.259199e-03,4.504289e-06,1.553343e+00,1.946408e-06,-1.145037e-10,-1.946298e-06,1.599022e-07
1.170000e-01,1.011475e-03,8.429403e-04,1.259398e-03,4.176551e-06,1.553343e+00,1.946408e-06,-1.061727e-10,-1.946306e-06,1.482676e-07
1.180000e-01,1.011479e-03,8.429403e-04,1.259589e-03,3.872710e-06,1.553343e+00,1.946408e-06,-9.844908e-11,-1.946314e-06,1.374812e-07
1.190000e-01,1.011483e-03,8.429403e-04,1.259773e-03,3.591021e-06,1.553343e+00,1.946409e-06,-9.128853e-11,-1.946321e-06,1.274812e-07
1.200000e-01,1.011486e-03,8.429403e-04,1.259950e-03,3.329870e-06,1.553343e+00,1.946409e-06,-8.465001e-11,-1.946327e-06,1.182104e-07
1.210000e-01,1.011489e-03,8.429403e-04,1.260120e-03,3.087760e-06,1.553343e+00,1.946409e-06,-7.849546e-11,-1.946333e-06,1.096155e-07
1.220000e-01,1.011492e-03,8.429403e-04,1.260284e-03,2.863301e-06,1.553343e+00,1.946409e-06,-7.278958e-11,-1.946338e-06,1.016472e-07
1.230000e-01,1.011495e-03,8.429403e-04,1.260441e-03,2.655206e-06,1.553343e+00,1.946409e-06,-6.749967e-11,-1.946344e-06,9.425982e-08
1.240000e-01,1.011497e-03,8.429404e-04,1.260592e-03,2.462283e-06,1.553343e+00,1.946409e-06,-6.259540e-11,-1.946348e-06,8.741105e-08
1.250000e-01,1.011499e-03,8.429404e-04,1.260738e-03,2.283425e-06,1.553343e+00,1.946409e-06,-5.804866e-11,-1.946353e-06,8.106159e-08
1.260000e-01,1.011501e-03,8.429404e-04,1.260878e-03,2.117607e-06,1.553343e+00,1.946409e-06,-5.383338e-11,-1.946357e-06,7.517503e-08
1.270000e-01,1.011503e-03,8.429404e-04,1.261012e-03,1.963877e-06,1.553343e+00,1.946409e-06,-4.992539e-11,-1.946361e-06,6.971763e-08
1.280000e-01,1.011505e-03,8.429404e-04,1.261142e-03,1.821355e-06,1.553343e+00,1.946409e-06,-4.630229e-11,-1.946364e-06,6.465809e-08
1.290000e-01,1.011507e-03,8.429404e-04,1.261266e-03,1.689223e-06,1.553343e+00,1.946409e-06,-4.294332e-11,-1.946367e-06,5.996741e-08
1.300000e-01,1.011508e-03,8.429404e-04,1.261386e-03,1.566723e-06,1.553343e+00,1.946409e-06,-3.982921e-11,-1.946370e-06,5.561868e-08
1.310000e-01,1.011510e-03,8.429404e-04,1.261501e-03,1.453155e-06,1.553343e+00,1.946409e-06,-3.694212e-11,-1.946373e-06,5.158699e-08
1.320000e-01,1.011511e-03,8.429404e-04,1.261612e-03,1.347865e-06,1.553343e+00,1.946409e-06,-3.426550e-11,-1.946376e-06,4.784922e-08
1.330000e-01,1.011513e-03,8.429405e-04,1.261719e-03,1.250252e-06,1.553343e+00,1.946409e-06,-3.178400e-11,-1.946378e-06,4.438393e-08
1.340000e-01,1.011514e-03,8.429405e-04,1.261821e-03,1.159754e-06,1.553343e+00,1.946409e-06,-2.948340e-11,-1.946380e-06,4.117127e-08
1.350000e-01,1.011515e-03,8.429405e-04,1.261920e-03,1.075854e-06,1.553343e+00,1.946409e-06,-2.735050e-11,-1.946382e-06,3.819281e-08
1.360000e-01,1.011516e-03,8.429405e-04,1.262015e-03,9.980698e-07,1.553343e+00,1.946409e-06,-2.537309e-11,-1.946384e-06,3.543148e-08
1.370000e-01,1.011517e-03,8.429405e-04,1.262106e-03,9.259564e-07,1.553343e+00,1.946409e-06,-2.353984e-11,-1.946386e-06,3.287145e-08
1.380000e-01,1.011518e-03,8.429405e-04,1.262194e-03,8.590999e-07,1.553343e+00,1.946409e-06,-2.184022e-11,-1.946388e-06,3.049805e-08
1.390000e-01,1.011518e-03,8.429405e-04,1.262278e-03,7.971173e-07,1.553343e+00,1.946409e-06,-2.026450e-11,-1.946389e-06,2.829766e-08
1.400000e-01,1.011519e-03,8.429405e-04,1.262359e-03,7.396532e-07,1.553343e+00,1.946409e-06,-1.880365e-11,-1.946391e-06,2.625769e-08
1.410000e-01,1.011520e-03,8.429405e-04,1.262437e-03,6.863781e-07,1.553343e+00,1.946409e-06,-1.744929e-11,-1.946392e-06,2.436642e-08
1.420000e-01,1.011520e-03,8.429405e-04,1.262513e-03,6.369867e-07,1.553343e+00,1.946409e-06,-1.619365e-11,-1.946393e-06,2.261303e-08
1.430000e-01,1.011521e-03,8.429406e-04,1.262585e-03,5.911959e-07,1.553343e+00,1.946409e-06,-1.502956e-11,-1.946394e-06,2.098745e-08
1.440000e-01,1.011522e-03,8.429406e-04,1.262654e-03,5.487432e-07,1.553343e+00,1.946409e-06,-1.395032e-11,-1.946396e-06,1.948038e-08
1.450000e-01,1.011522e-03,8.429406e-04,1.262721e-03,5.093852e-07,1.553343e+00,1.946409e-06,-1.294975e-11,-1.946396e-06,1.808317e-08
1.460000e-01,1.011523e-03,8.429406e-04,1.262785e-03,4.728963e-07,1.553343e+00,1.946409e-06,-1.202213e-11,-1.946397e-06,1.678782e-08
1.470000e-01,1.011523e-03,8.429406e-04,1.262847e-03,4.390674e-07,1.553343e+00,1.946409e-06,-1.116212e-11,-1.946398e-06,1.558689e-08
1.480000e-01,1.011523e-03,8.429406e-04,1.262907e-03,4.077045e-07,1.553343e+00,1.946409e-06,-1.036481e-11,-1.946399e-06,1.447351e-08
1.490000e-01,1.011524e-03,8.429406e-04,1.262964e-03,3.786280e-07,1.553343e+00,1.946409e-06,-9.625618e-12,-1.946400e-06,1.344129e-08
1.500000e-01,1.011524e-03,8.429406e-04,1.263019e-03,3.516710e-07,1.553343e+00,1.946409e-06,-8.940312e-12,-1.946400e-06,1.248432e-08
1.510000e-01,1.011524e-03,8.429406e-04,1.263072e-03,3.266792e-07,1.553343e+00,1.946409e-06,-8.304962e-12,-1.946401e-06,1.159711e-08
1.520000e-01,1.011525e-03,8.429406e-04,1.263123e-03,3.035092e-07,1.553343e+00,1.946409e-06,-7.715928e-12,-1.946402e-06,1.077457e-08
1.530000e-01,1.011525e-03,8.429406e-04,1.263172e-03,2.820282e-07,1.553343e+00,1.946409e-06,-7.169832e-12,-1.946402e-06,1.001200e-08
1.540000e-01,1.011525e-03,8.429407e-04,1.263219e-03,2.621131e-07,1.553343e+00,1.946409e-06,-6.663545e-12,-1.946403e-06,9.305015e-09
1.550000e-01,1.011525e-03,8.429407e-04,1.263264e-03,2.436498e-07,1.553343e+00,1.946409e-06,-6.194164e-12,-1.946403e-06,8.649567e-09
1.560000e-01,1.011526e-03,8.429407e-04,1.263308e-03,2.265324e-07,1.553343e+00,1.946409e-06,-5.759000e-12,-1.946404e-06,8.041900e-09
1.570000e-01,1.011526e-03,8.429407e-04,1.263350e-03,2.106628e-07,1.553343e+00,1.946409e-06,-5.355558e-12,-1.946404e-06,7.478530e-09
1.580000e-01,1.011526e-03,8.429407e-04,1.263390e-03,1.959501e-07,1.553343e+00,1.946409e-06,-4.981526e-12,-1.946404e-06,6.956227e-09
1.590000e-01,1.011526e-03,8.429407e-04,1.263429e-03,1.823098e-07,1.553343e+00,1.946409e-06,-4.634759e-12,-1.946405e-06,6.471999e-09
1.600000e-01,1.011526e-03,8.429407e-04,1.263466e-03,1.696640e-07,1.553343e+00,1.946409e-06,-4.313270e-12,-1.946405e-06,6.023070e-09
1.610000e-01,1.011527e-03,8.429407e-04,1.263502e-03,1.579399e-07,1.553343e+00,1.946409e-06,-4.015217e-12,-1.946405e-06,5.606867e-09
1.620000e-01,1.011527e-03,8.429407e-04,1.263537e-03,1.470705e-07,1.553343e+00,1.946409e-06,-3.738891e-12,-1.946406e-06,5.221003e-09
1.630000e-01,1.011527e-03,8.429407e-04,1.263570e-03,1.369935e-07,1.553343e+00,1.946409e-06,-3.482708e-12,-1.946406e-06,4.863268e-09
1.640000e-01,1.011527e-03,8.429407e-04,1.263602e-03,1.276510e-07,1.553343e+00,1.946409e-06,-3.245200e-12,-1.946406e-06,4.531610e-09
1.650000e-01,1.011527e-03,8.429407e-04,1.263633e-03,1.189896e-07,1.553343e+00,1.946409e-06,-3.025006e-12,-1.946406e-06,4.224129e-09
1.660000e-01,1.011527e-03,8.429408e-04,1.263662e-03,1.109595e-07,1.553343e+00,1.946409e-06,-2.820863e-12,-1.946407e-06,3.939063e-09
1.670000e-01,1.011527e-03,8.429408e-04,1.263691e-03,1.035148e-07,1.553343e+00,1.946409e-06,-2.631601e-12,-1.946407e-06,3.674776e-09
1.680000e-01,1.011527e-03,8.429408e-04,1.263718e-03,9.661284e-08,1.553343e+00,1.946409e-06,-2.456136e-12,-1.946407e-06,3.429756e-09
