times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number,Fluid_Number,Weber_Number
5.130000e-01,2.893238e-02,2.633796e-02,3.197032e-02,5.023999e-04,2.230531e-04,-3.653201e-07,-2.226897e-04,3.567040e-05,7.177142e-03,1.777505e-06
5.140000e-01,2.893288e-02,2.633806e-02,3.197210e-02,4.971015e-04,2.230531e-04,-3.614736e-07,-2.226935e-04,3.529421e-05,7.101450e-03,1.740211e-06
5.150000e-01,2.893337e-02,2.633816e-02,3.197385e-02,4.918592e-04,2.230531e-04,-3.576676e-07,-2.226973e-04,3.492200e-05,7.026560e-03,1.703700e-06
5.160000e-01,2.893385e-02,2.633825e-02,3.197560e-02,4.866723e-04,2.230531e-04,-3.539018e-07,-2.227010e-04,3.455373e-05,6.952461e-03,1.667957e-06
5.170000e-01,2.893434e-02,2.633835e-02,3.197733e-02,4.815403e-04,2.230531e-04,-3.501757e-07,-2.227048e-04,3.418936e-05,6.879146e-03,1.632965e-06
5.180000e-01,2.893481e-02,2.633844e-02,3.197905e-02,4.764625e-04,2.230531e-04,-3.464889e-07,-2.227084e-04,3.382884e-05,6.806607e-03,1.598708e-06
5.190000e-01,2.893528e-02,2.633854e-02,3.198075e-02,4.714385e-04,2.230531e-04,-3.428409e-07,-2.227120e-04,3.347213e-05,6.734835e-03,1.565171e-06
5.200000e-01,2.893575e-02,2.633863e-02,3.198244e-02,4.664676e-04,2.230531e-04,-3.392314e-07,-2.227156e-04,3.311920e-05,6.663823e-03,1.532338e-06
5.210000e-01,2.893621e-02,2.633872e-02,3.198412e-02,4.615493e-04,2.230531e-04,-3.356600e-07,-2.227192e-04,3.277000e-05,6.593561e-03,1.500195e-06
5.220000e-01,2.893667e-02,2.633881e-02,3.198578e-02,4.566829e-04,2.230531e-04,-3.321262e-07,-2.227227e-04,3.242449e-05,6.524042e-03,1.468728e-06
5.230000e-01,2.893712e-02,2.633889e-02,3.198743e-02,4.518681e-04,2.230531e-04,-3.286297e-07,-2.227262e-04,3.208263e-05,6.455258e-03,1.437921e-06
5.240000e-01,2.893757e-02,2.633898e-02,3.198907e-02,4.471042e-04,2.230531e-04,-3.251701e-07,-2.227296e-04,3.174439e-05,6.387202e-03,1.407761e-06
5.250000e-01,2.893801e-02,2.633907e-02,3.199070e-02,4.423906e-04,2.230531e-04,-3.217469e-07,-2.227330e-04,3.140973e-05,6.319865e-03,1.378235e-06
5.260000e-01,2.893845e-02,2.633915e-02,3.199231e-02,4.377268e-04,2.230531e-04,-3.183598e-07,-2.227364e-04,3.107861e-05,6.253241e-03,1.349329e-06
5.270000e-01,2.893888e-02,2.633923e-02,3.199391e-02,4.331124e-04,2.230531e-04,-3.150085e-07,-2.227397e-04,3.075098e-05,6.187320e-03,1.321031e-06
5.280000e-01,2.893931e-02,2.633931e-02,3.199550e-02,4.285467e-04,2.230531e-04,-3.116924e-07,-2.227430e-04,3.042682e-05,6.122096e-03,1.293326e-06
5.290000e-01,2.893973e-02,2.633940e-02,3.199708e-02,4.240294e-04,2.230531e-04,-3.084113e-07,-2.227463e-04,3.010608e-05,6.057562e-03,1.266203e-06
5.300000e-01,2.894015e-02,2.633947e-02,3.199864e-02,4.195597e-04,2.230531e-04,-3.051648e-07,-2.227495e-04,2.978874e-05,5.993710e-03,1.239650e-06
5.310000e-01,2.894057e-02,2.633955e-02,3.200019e-02,4.151373e-04,2.230531e-04,-3.019525e-07,-2.227527e-04,2.947475e-05,5.930533e-03,1.213655e-06
5.320000e-01,2.894098e-02,2.633963e-02,3.200173e-02,4.107616e-04,2.230531e-04,-2.987741e-07,-2.227559e-04,2.916408e-05,5.868023e-03,1.188205e-06
5.330000e-01,2.894139e-02,2.633971e-02,3.200326e-02,4.064322e-04,2.230531e-04,-2.956292e-07,-2.227590e-04,2.885669e-05,5.806175e-03,1.163290e-06
5.340000e-01,2.894179e-02,2.633978e-02,3.200477e-02,4.021485e-04,2.230531e-04,-2.925174e-07,-2.227621e-04,2.855255e-05,5.744979e-03,1.138898e-06
5.350000e-01,2.894219e-02,2.633986e-02,3.200628e-02,3.979101e-04,2.230531e-04,-2.894384e-07,-2.227652e-04,2.825162e-05,5.684431e-03,1.115017e-06
5.360000e-01,2.894258e-02,2.633993e-02,3.200777e-02,3.937165e-04,2.230531e-04,-2.863919e-07,-2.227682e-04,2.795387e-05,5.624522e-03,1.091639e-06
5.370000e-01,2.894297e-02,2.634000e-02,3.200925e-02,3.895672e-04,2.230531e-04,-2.833775e-07,-2.227712e-04,2.765927e-05,5.565246e-03,1.068751e-06
5.380000e-01,2.894335e-02,2.634007e-02,3.201072e-02,3.854617e-04,2.230531e-04,-2.803948e-07,-2.227742e-04,2.736778e-05,5.506596e-03,1.046343e-06
5.390000e-01,2.894374e-02,2.634014e-02,3.201218e-02,3.813996e-04,2.230531e-04,-2.774436e-07,-2.227771e-04,2.707937e-05,5.448566e-03,1.024406e-06
5.400000e-01,2.894411e-02,2.634021e-02,3.201362e-02,3.773805e-04,2.230531e-04,-2.745235e-07,-2.227800e-04,2.679401e-05,5.391149e-03,1.002930e-06
5.410000e-01,2.894449e-02,2.634028e-02,3.201506e-02,3.734037e-04,2.230531e-04,-2.716341e-07,-2.227829e-04,2.651166e-05,5.334339e-03,9.819038e-07
5.420000e-01,2.894486e-02,2.634035e-02,3.201648e-02,3.694690e-04,2.230531e-04,-2.687752e-07,-2.227857e-04,2.623230e-05,5.278129e-03,9.613193e-07
5.430000e-01,2.894522e-02,2.634041e-02,3.201789e-02,3.655758e-04,2.230531e-04,-2.659465e-07,-2.227885e-04,2.595588e-05,5.222512e-03,9.411668e-07
5.440000e-01,2.894558e-02,2.634048e-02,3.201930e-02,3.617238e-04,2.230531e-04,-2.631475e-07,-2.227913e-04,2.568239e-05,5.167483e-03,9.214373e-07
5.450000e-01,2.894594e-02,2.634054e-02,3.202069e-02,3.579124e-04,2.230531e-04,-2.603780e-07,-2.227941e-04,2.541178e-05,5.113035e-03,9.021219e-07
5.460000e-01,2.894630e-02,2.634061e-02,3.202207e-02,3.541413e-04,2.230531e-04,-2.576377e-07,-2.227968e-04,2.514403e-05,5.059162e-03,8.832118e-07
5.470000e-01,2.894665e-02,2.634067e-02,3.202344e-02,3.504100e-04,2.230531e-04,-2.549263e-07,-2.227995e-04,2.487911e-05,5.005858e-03,8.646986e-07
5.480000e-01,2.894699e-02,2.634073e-02,3.202480e-02,3.467182e-04,2.230531e-04,-2.522434e-07,-2.228022e-04,2.461699e-05,4.953117e-03,8.465738e-07
5.490000e-01,2.894734e-02,2.634079e-02,3.202614e-02,3.430653e-04,2.230531e-04,-2.495889e-07,-2.228048e-04,2.435763e-05,4.900932e-03,8.288294e-07
5.500000e-01,2.894768e-02,2.634085e-02,3.202748e-02,3.394509e-04,2.230531e-04,-2.469622e-07,-2.228074e-04,2.410102e-05,4.849299e-03,8.114573e-07
5.510000e-01,2.894801e-02,2.634091e-02,3.202881e-02,3.358748e-04,2.230531e-04,-2.443633e-07,-2.228100e-04,2.384711e-05,4.798211e-03,7.944497e-07
5.520000e-01,2.894834e-02,2.634097e-02,3.203013e-02,3.323364e-04,2.230531e-04,-2.417917e-07,-2.228126e-04,2.359588e-05,4.747662e-03,7.777990e-07
5.530000e-01,2.894867e-02,2.634103e-02,3.203143e-02,3.288353e-04,2.230531e-04,-2.392472e-07,-2.228151e-04,2.334731e-05,4.697647e-03,7.614976e-07
5.540000e-01,2.894900e-02,2.634108e-02,3.203273e-02,3.253712e-04,2.230531e-04,-2.367296e-07,-2.228176e-04,2.310136e-05,4.648160e-03,7.455382e-07
5.550000e-01,2.894932e-02,2.634114e-02,3.203402e-02,3.219437e-04,2.230531e-04,-2.342384e-07,-2.228201e-04,2.285800e-05,4.599196e-03,7.299136e-07
5.560000e-01,2.894964e-02,2.634119e-02,3.203529e-02,3.185523e-04,2.230531e-04,-2.317735e-07,-2.228225e-04,2.261722e-05,4.550748e-03,7.146169e-07
5.570000e-01,2.894995e-02,2.634125e-02,3.203656e-02,3.151968e-04,2.230531e-04,-2.293346e-07,-2.228250e-04,2.237897e-05,4.502811e-03,6.996410e-07
5.580000e-01,2.895027e-02,2.634130e-02,3.203782e-02,3.118767e-04,2.230531e-04,-2.269213e-07,-2.228274e-04,2.214324e-05,4.455381e-03,6.849793e-07
5.590000e-01,2.895057e-02,2.634135e-02,3.203907e-02,3.085916e-04,2.230531e-04,-2.245335e-07,-2.228297e-04,2.191000e-05,4.408451e-03,6.706251e-07

