times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],inertia_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
2.129000e+00,5.691261e-02,4.836981e-02,6.573078e-02,1.797519e-03,1.109734e-04,2.679396e-08,-2.571117e-06,-1.084290e-04,6.349540e-05
2.130000e+00,5.691441e-02,4.837011e-02,6.573607e-02,1.795044e-03,1.109734e-04,2.675705e-08,-2.567657e-06,-1.084324e-04,6.340798e-05
2.131000e+00,5.691620e-02,4.837042e-02,6.574136e-02,1.792572e-03,1.109734e-04,2.672019e-08,-2.564203e-06,-1.084359e-04,6.332067e-05
2.132000e+00,5.691799e-02,4.837072e-02,6.574665e-02,1.790104e-03,1.109734e-04,2.668339e-08,-2.560753e-06,-1.084393e-04,6.323350e-05
2.133000e+00,5.691978e-02,4.837101e-02,6.575193e-02,1.787640e-03,1.109734e-04,2.664663e-08,-2.557309e-06,-1.084427e-04,6.314645e-05
2.134000e+00,5.692157e-02,4.837131e-02,6.575721e-02,1.785179e-03,1.109734e-04,2.660993e-08,-2.553868e-06,-1.084461e-04,6.305953e-05
2.135000e+00,5.692335e-02,4.837161e-02,6.576249e-02,1.782722e-03,1.109734e-04,2.657329e-08,-2.550433e-06,-1.084495e-04,6.297273e-05
2.136000e+00,5.692513e-02,4.837191e-02,6.576776e-02,1.780268e-03,1.109734e-04,2.653669e-08,-2.547002e-06,-1.084529e-04,6.288605e-05
2.137000e+00,5.692691e-02,4.837220e-02,6.577302e-02,1.777818e-03,1.109734e-04,2.650015e-08,-2.543577e-06,-1.084563e-04,6.279950e-05
2.138000e+00,5.692869e-02,4.837250e-02,6.577829e-02,1.775371e-03,1.109734e-04,2.646366e-08,-2.540155e-06,-1.084597e-04,6.271308e-05
2.139000e+00,5.693046e-02,4.837279e-02,6.578354e-02,1.772928e-03,1.109734e-04,2.642723e-08,-2.536739e-06,-1.084630e-04,6.262678e-05
2.140000e+00,5.693224e-02,4.837309e-02,6.578880e-02,1.770489e-03,1.109734e-04,2.639084e-08,-2.533327e-06,-1.084664e-04,6.254060e-05
2.141000e+00,5.693400e-02,4.837338e-02,6.579404e-02,1.768053e-03,1.109734e-04,2.635451e-08,-2.529920e-06,-1.084698e-04,6.245455e-05
2.142000e+00,5.693577e-02,4.837368e-02,6.579929e-02,1.765620e-03,1.109734e-04,2.631823e-08,-2.526518e-06,-1.084732e-04,6.236862e-05
2.143000e+00,5.693754e-02,4.837397e-02,6.580453e-02,1.763191e-03,1.109734e-04,2.628200e-08,-2.523120e-06,-1.084765e-04,6.228282e-05
2.144000e+00,5.693930e-02,4.837426e-02,6.580977e-02,1.760765e-03,1.109734e-04,2.624583e-08,-2.519727e-06,-1.084799e-04,6.219714e-05
2.145000e+00,5.694106e-02,4.837455e-02,6.581500e-02,1.758343e-03,1.109734e-04,2.620971e-08,-2.516338e-06,-1.084832e-04,6.211158e-05
2.146000e+00,5.694281e-02,4.837484e-02,6.582022e-02,1.755925e-03,1.109734e-04,2.617364e-08,-2.512955e-06,-1.084866e-04,6.202614e-05
2.147000e+00,5.694457e-02,4.837513e-02,6.582545e-02,1.753509e-03,1.109734e-04,2.613762e-08,-2.509576e-06,-1.084899e-04,6.194083e-05
2.148000e+00,5.694632e-02,4.837542e-02,6.583067e-02,1.751098e-03,1.109734e-04,2.610165e-08,-2.506201e-06,-1.084932e-04,6.185564e-05
2.149000e+00,5.694807e-02,4.837571e-02,6.583588e-02,1.748690e-03,1.109734e-04,2.606574e-08,-2.502831e-06,-1.084966e-04,6.177057e-05
2.150000e+00,5.694982e-02,4.837600e-02,6.584109e-02,1.746285e-03,1.109734e-04,2.602987e-08,-2.499466e-06,-1.084999e-04,6.168563e-05
2.151000e+00,5.695156e-02,4.837628e-02,6.584630e-02,1.743884e-03,1.109734e-04,2.599406e-08,-2.496106e-06,-1.085032e-04,6.160080e-05
2.152000e+00,5.695331e-02,4.837657e-02,6.585150e-02,1.741486e-03,1.109734e-04,2.595830e-08,-2.492750e-06,-1.085066e-04,6.151610e-05
2.153000e+00,5.695505e-02,4.837685e-02,6.585670e-02,1.739091e-03,1.109734e-04,2.592259e-08,-2.489399e-06,-1.085099e-04,6.143152e-05
2.154000e+00,5.695678e-02,4.837714e-02,6.586189e-02,1.736700e-03,1.109734e-04,2.588693e-08,-2.486052e-06,-1.085132e-04,6.134707e-05
2.155000e+00,5.695852e-02,4.837742e-02,6.586708e-02,1.734313e-03,1.109734e-04,2.585133e-08,-2.482710e-06,-1.085165e-04,6.126273e-05
2.156000e+00,5.696025e-02,4.837771e-02,6.587226e-02,1.731929e-03,1.109734e-04,2.581577e-08,-2.479373e-06,-1.085198e-04,6.117851e-05
2.157000e+00,5.696198e-02,4.837799e-02,6.587744e-02,1.729548e-03,1.109734e-04,2.578027e-08,-2.476040e-06,-1.085231e-04,6.109442e-05
2.158000e+00,5.696371e-02,4.837827e-02,6.588262e-02,1.727171e-03,1.109734e-04,2.574481e-08,-2.472712e-06,-1.085264e-04,6.101045e-05
2.159000e+00,5.696544e-02,4.837855e-02,6.588779e-02,1.724797e-03,1.109734e-04,2.570941e-08,-2.469388e-06,-1.085297e-04,6.092659e-05
2.160000e+00,5.696716e-02,4.837883e-02,6.589296e-02,1.722427e-03,1.109734e-04,2.567406e-08,-2.466069e-06,-1.085330e-04,6.084286e-05
2.161000e+00,5.696888e-02,4.837911e-02,6.589812e-02,1.720060e-03,1.109734e-04,2.563876e-08,-2.462754e-06,-1.085362e-04,6.075925e-05
2.162000e+00,5.697060e-02,4.837939e-02,6.590328e-02,1.717696e-03,1.109734e-04,2.560351e-08,-2.459444e-06,-1.085395e-04,6.067575e-05
2.163000e+00,5.697232e-02,4.837967e-02,6.590844e-02,1.715336e-03,1.109734e-04,2.556831e-08,-2.456139e-06,-1.085428e-04,6.059238e-05
2.164000e+00,5.697403e-02,4.837995e-02,6.591359e-02,1.712979e-03,1.109734e-04,2.553316e-08,-2.452838e-06,-1.085460e-04,6.050913e-05
2.165000e+00,5.697574e-02,4.838023e-02,6.591874e-02,1.710625e-03,1.109734e-04,2.549806e-08,-2.449541e-06,-1.085493e-04,6.042599e-05
2.166000e+00,5.697745e-02,4.838051e-02,6.592388e-02,1.708275e-03,1.109734e-04,2.546302e-08,-2.446250e-06,-1.085526e-04,6.034298e-05
2.167000e+00,5.697916e-02,4.838078e-02,6.592902e-02,1.705929e-03,1.109734e-04,2.542802e-08,-2.442962e-06,-1.085558e-04,6.026008e-05
2.168000e+00,5.698087e-02,4.838106e-02,6.593415e-02,1.703585e-03,1.109734e-04,2.539307e-08,-2.439679e-06,-1.085591e-04,6.017731e-05
2.169000e+00,5.698257e-02,4.838133e-02,6.593928e-02,1.701245e-03,1.109734e-04,2.535818e-08,-2.436401e-06,-1.085623e-04,6.009465e-05
2.170000e+00,5.698427e-02,4.838161e-02,6.594441e-02,1.698909e-03,1.109734e-04,2.532333e-08,-2.433127e-06,-1.085655e-04,6.001211e-05
2.171000e+00,5.698597e-02,4.838188e-02,6.594953e-02,1.696575e-03,1.109734e-04,2.528853e-08,-2.429858e-06,-1.085688e-04,5.992969e-05
2.172000e+00,5.698766e-02,4.838216e-02,6.595465e-02,1.694245e-03,1.109734e-04,2.525379e-08,-2.426593e-06,-1.085720e-04,5.984739e-05
2.173000e+00,5.698935e-02,4.838243e-02,6.595976e-02,1.691919e-03,1.109734e-04,2.521909e-08,-2.423333e-06,-1.085752e-04,5.976520e-05
2.174000e+00,5.699105e-02,4.838270e-02,6.596487e-02,1.689595e-03,1.109734e-04,2.518444e-08,-2.420077e-06,-1.085785e-04,5.968313e-05
2.175000e+00,5.699273e-02,4.838297e-02,6.596997e-02,1.687276e-03,1.109734e-04,2.514984e-08,-2.416826e-06,-1.085817e-04,5.960118e-05
2.176000e+00,5.699442e-02,4.838324e-02,6.597507e-02,1.684959e-03,1.109734e-04,2.511530e-08,-2.413579e-06,-1.085849e-04,5.951935e-05
2.177000e+00,5.699610e-02,4.838351e-02,6.598017e-02,1.682646e-03,1.109734e-04,2.508080e-08,-2.410336e-06,-1.085881e-04,5.943764e-05
2.178000e+00,5.699779e-02,4.838378e-02,6.598526e-02,1.680336e-03,1.109734e-04,2.504635e-08,-2.407099e-06,-1.085913e-04,5.935604e-05
2.179000e+00,5.699946e-02,4.838405e-02,6.599035e-02,1.678029e-03,1.109734e-04,2.501195e-08,-2.403865e-06,-1.085945e-04,5.927456e-05
2.180000e+00,5.700114e-02,4.838432e-02,6.599544e-02,1.675726e-03,1.109734e-04,2.497760e-08,-2.400636e-06,-1.085977e-04,5.919319e-05
2.181000e+00,5.700282e-02,4.838459e-02,6.600052e-02,1.673425e-03,1.109734e-04,2.494330e-08,-2.397411e-06,-1.086009e-04,5.911195e-05
2.182000e+00,5.700449e-02,4.838485e-02,6.600559e-02,1.671129e-03,1.109734e-04,2.490905e-08,-2.394191e-06,-1.086041e-04,5.903082e-05
2.183000e+00,5.700616e-02,4.838512e-02,6.601067e-02,1.668835e-03,1.109734e-04,2.487484e-08,-2.390975e-06,-1.086073e-04,5.894980e-05
2.184000e+00,5.700783e-02,4.838538e-02,6.601573e-02,1.666545e-03,1.109734e-04,2.484069e-08,-2.387764e-06,-1.086104e-04,5.886890e-05
2.185000e+00,5.700949e-02,4.838565e-02,6.602080e-02,1.664258e-03,1.109734e-04,2.480658e-08,-2.384557e-06,-1.086136e-04,5.878812e-05
2.186000e+00,5.701115e-02,4.838591e-02,6.602586e-02,1.661974e-03,1.109734e-04,2.477253e-08,-2.381354e-06,-1.086168e-04,5.870745e-05
2.187000e+00,5.701282e-02,4.838618e-02,6.603091e-02,1.659694e-03,1.109734e-04,2.473852e-08,-2.378156e-06,-1.086199e-04,5.862690e-05
2.188000e+00,5.701447e-02,4.838644e-02,6.603596e-02,1.657417e-03,1.109734e-04,2.470456e-08,-2.374962e-06,-1.086231e-04,5.854646e-05
2.189000e+00,5.701613e-02,4.838670e-02,6.604101e-02,1.655143e-03,1.109734e-04,2.467065e-08,-2.371773e-06,-1.086262e-04,5.846614e-05
2.190000e+00,5.701778e-02,4.838697e-02,6.604605e-02,1.652872e-03,1.109734e-04,2.463679e-08,-2.368588e-06,-1.086294e-04,5.838593e-05
2.191000e+00,5.701944e-02,4.838723e-02,6.605109e-02,1.650605e-03,1.109734e-04,2.460298e-08,-2.365407e-06,-1.086325e-04,5.830584e-05
2.192000e+00,5.702109e-02,4.838749e-02,6.605613e-02,1.648341e-03,1.109734e-04,2.456921e-08,-2.362231e-06,-1.086357e-04,5.822586e-05
2.193000e+00,5.702273e-02,4.838775e-02,6.606116e-02,1.646080e-03,1.109734e-04,2.453550e-08,-2.359059e-06,-1.086388e-04,5.814600e-05
2.194000e+00,5.702438e-02,4.838801e-02,6.606619e-02,1.643822e-03,1.109734e-04,2.450183e-08,-2.355891e-06,-1.086420e-04,5.806625e-05
2.195000e+00,5.702602e-02,4.838827e-02,6.607121e-02,1.641568e-03,1.109734e-04,2.446821e-08,-2.352728e-06,-1.086451e-04,5.798661e-05
2.196000e+00,5.702766e-02,4.838853e-02,6.607623e-02,1.639317e-03,1.109734e-04,2.443464e-08,-2.349569e-06,-1.086482e-04,5.790709e-05
2.197000e+00,5.702930e-02,4.838878e-02,6.608124e-02,1.637069e-03,1.109734e-04,2.440111e-08,-2.346415e-06,-1.086513e-04,5.782768e-05
2.198000e+00,5.703093e-02,4.838904e-02,6.608625e-02,1.634824e-03,1.109734e-04,2.436764e-08,-2.343265e-06,-1.086545e-04,5.774839e-05
2.199000e+00,5.703257e-02,4.838930e-02,6.609126e-02,1.632582e-03,1.109734e-04,2.433421e-08,-2.340119e-06,-1.086576e-04,5.766921e-05
2.200000e+00,5.703420e-02,4.838955e-02,6.609626e-02,1.630344e-03,1.109734e-04,2.430083e-08,-2.336977e-06,-1.086607e-04,5.759014e-05
2.201000e+00,5.703583e-02,4.838981e-02,6.610126e-02,1.628109e-03,1.109734e-04,2.426750e-08,-2.333840e-06,-1.086638e-04,5.751118e-05
2.202000e+00,5.703746e-02,4.839006e-02,6.610625e-02,1.625877e-03,1.109734e-04,2.423422e-08,-2.330707e-06,-1.086669e-04,5.743234e-05
2.203000e+00,5.703908e-02,4.839032e-02,6.611124e-02,1.623648e-03,1.109734e-04,2.420098e-08,-2.327578e-06,-1.086700e-04,5.735361e-05
2.204000e+00,5.704070e-02,4.839057e-02,6.611623e-02,1.621422e-03,1.109734e-04,2.416779e-08,-2.324454e-06,-1.086731e-04,5.727499e-05
2.205000e+00,5.704232e-02,4.839082e-02,6.612121e-02,1.619200e-03,1.109734e-04,2.413465e-08,-2.321334e-06,-1.086762e-04,5.719649e-05
2.206000e+00,5.704394e-02,4.839108e-02,6.612619e-02,1.616981e-03,1.109734e-04,2.410155e-08,-2.318218e-06,-1.086792e-04,5.711810e-05
2.207000e+00,5.704556e-02,4.839133e-02,6.613117e-02,1.614765e-03,1.109734e-04,2.406850e-08,-2.315106e-06,-1.086823e-04,5.703982e-05
2.208000e+00,5.704717e-02,4.839158e-02,6.613614e-02,1.612552e-03,1.109734e-04,2.403550e-08,-2.311999e-06,-1.086854e-04,5.696165e-05
2.209000e+00,5.704878e-02,4.839183e-02,6.614110e-02,1.610342e-03,1.109734e-04,2.400255e-08,-2.308896e-06,-1.086885e-04,5.688359e-05
2.210000e+00,5.705039e-02,4.839208e-02,6.614606e-02,1.608135e-03,1.109734e-04,2.396965e-08,-2.305797e-06,-1.086915e-04,5.680564e-05
2.211000e+00,5.705200e-02,4.839233e-02,6.615102e-02,1.605932e-03,1.109734e-04,2.393679e-08,-2.302703e-06,-1.086946e-04,5.672781e-05
2.212000e+00,5.705360e-02,4.839258e-02,6.615598e-02,1.603732e-03,1.109734e-04,2.390398e-08,-2.299612e-06,-1.086976e-04,5.665009e-05
2.213000e+00,5.705521e-02,4.839283e-02,6.616093e-02,1.601534e-03,1.109734e-04,2.387121e-08,-2.296526e-06,-1.087007e-04,5.657247e-05
2.214000e+00,5.705681e-02,4.839308e-02,6.616587e-02,1.599340e-03,1.109734e-04,2.383849e-08,-2.293444e-06,-1.087037e-04,5.649497e-05
2.215000e+00,5.705841e-02,4.839332e-02,6.617081e-02,1.597149e-03,1.109734e-04,2.380582e-08,-2.290367e-06,-1.087068e-04,5.641758e-05
2.216000e+00,5.706000e-02,4.839357e-02,6.617575e-02,1.594962e-03,1.109734e-04,2.377320e-08,-2.287293e-06,-1.087098e-04,5.634030e-05
2.217000e+00,5.706160e-02,4.839382e-02,6.618069e-02,1.592777e-03,1.109734e-04,2.374062e-08,-2.284224e-06,-1.087129e-04,5.626313e-05
2.218000e+00,5.706319e-02,4.839406e-02,6.618562e-02,1.590595e-03,1.109734e-04,2.370809e-08,-2.281159e-06,-1.087159e-04,5.618607e-05
2.219000e+00,5.706478e-02,4.839431e-02,6.619054e-02,1.588417e-03,1.109734e-04,2.367560e-08,-2.278099e-06,-1.087189e-04,5.610911e-05
2.220000e+00,5.706636e-02,4.839455e-02,6.619546e-02,1.586242e-03,1.109734e-04,2.364316e-08,-2.275042e-06,-1.087220e-04,5.603227e-05
2.221000e+00,5.706795e-02,4.839479e-02,6.620038e-02,1.584069e-03,1.109734e-04,2.361077e-08,-2.271990e-06,-1.087250e-04,5.595554e-05
2.222000e+00,5.706953e-02,4.839504e-02,6.620530e-02,1.581900e-03,1.109734e-04,2.357842e-08,-2.268941e-06,-1.087280e-04,5.587892e-05
2.223000e+00,5.707111e-02,4.839528e-02,6.621021e-02,1.579734e-03,1.109734e-04,2.354612e-08,-2.265897e-06,-1.087310e-04,5.580241e-05
2.224000e+00,5.707269e-02,4.839552e-02,6.621511e-02,1.577571e-03,1.109734e-04,2.351387e-08,-2.262857e-06,-1.087340e-04,5.572600e-05
2.225000e+00,5.707427e-02,4.839576e-02,6.622001e-02,1.575411e-03,1.109734e-04,2.348166e-08,-2.259822e-06,-1.087370e-04,5.564971e-05
2.226000e+00,5.707584e-02,4.839600e-02,6.622491e-02,1.573255e-03,1.109734e-04,2.344950e-08,-2.256790e-06,-1.087400e-04,5.557352e-05
2.227000e+00,5.707741e-02,4.839624e-02,6.622981e-02,1.571101e-03,1.109734e-04,2.341738e-08,-2.253763e-06,-1.087430e-04,5.549744e-05
2.228000e+00,5.707898e-02,4.839648e-02,6.623470e-02,1.568950e-03,1.109734e-04,2.338531e-08,-2.250740e-06,-1.087460e-04,5.542147e-05
2.229000e+00,5.708055e-02,4.839672e-02,6.623958e-02,1.566803e-03,1.109734e-04,2.335328e-08,-2.247721e-06,-1.087490e-04,5.534561e-05
2.230000e+00,5.708212e-02,4.839696e-02,6.624447e-02,1.564658e-03,1.109734e-04,2.332131e-08,-2.244706e-06,-1.087520e-04,5.526986e-05
2.231000e+00,5.708368e-02,4.839720e-02,6.624935e-02,1.562517e-03,1.109734e-04,2.328937e-08,-2.241695e-06,-1.087549e-04,5.519421e-05
2.232000e+00,5.708524e-02,4.839744e-02,6.625422e-02,1.560378e-03,1.109734e-04,2.325748e-08,-2.238688e-06,-1.087579e-04,5.511867e-05
2.233000e+00,5.708680e-02,4.839768e-02,6.625909e-02,1.558243e-03,1.109734e-04,2.322564e-08,-2.235685e-06,-1.087609e-04,5.504324e-05
2.234000e+00,5.708836e-02,4.839791e-02,6.626396e-02,1.556110e-03,1.109734e-04,2.319384e-08,-2.232687e-06,-1.087639e-04,5.496792e-05
2.235000e+00,5.708991e-02,4.839815e-02,6.626882e-02,1.553981e-03,1.109734e-04,2.316209e-08,-2.229693e-06,-1.087668e-04,5.489270e-05
2.236000e+00,5.709147e-02,4.839838e-02,6.627368e-02,1.551855e-03,1.109734e-04,2.313038e-08,-2.226702e-06,-1.087698e-04,5.481760e-05
2.237000e+00,5.709302e-02,4.839862e-02,6.627853e-02,1.549732e-03,1.109734e-04,2.309872e-08,-2.223716e-06,-1.087727e-04,5.474259e-05
2.238000e+00,5.709457e-02,4.839885e-02,6.628339e-02,1.547611e-03,1.109734e-04,2.306711e-08,-2.220734e-06,-1.087757e-04,5.466770e-05
2.239000e+00,5.709611e-02,4.839909e-02,6.628823e-02,1.545494e-03,1.109734e-04,2.303553e-08,-2.217756e-06,-1.087786e-04,5.459291e-05
2.240000e+00,5.709766e-02,4.839932e-02,6.629308e-02,1.543380e-03,1.109734e-04,2.300401e-08,-2.214782e-06,-1.087816e-04,5.451823e-05
2.241000e+00,5.709920e-02,4.839955e-02,6.629792e-02,1.541269e-03,1.109734e-04,2.297253e-08,-2.211812e-06,-1.087845e-04,5.444365e-05
2.242000e+00,5.710074e-02,4.839978e-02,6.630275e-02,1.539161e-03,1.109734e-04,2.294109e-08,-2.208846e-06,-1.087874e-04,5.436918e-05
2.243000e+00,5.710228e-02,4.840002e-02,6.630758e-02,1.537055e-03,1.109734e-04,2.290970e-08,-2.205885e-06,-1.087904e-04,5.429482e-05
2.244000e+00,5.710381e-02,4.840025e-02,6.631241e-02,1.534953e-03,1.109734e-04,2.287835e-08,-2.202927e-06,-1.087933e-04,5.422056e-05
2.245000e+00,5.710535e-02,4.840048e-02,6.631723e-02,1.532854e-03,1.109734e-04,2.284705e-08,-2.199973e-06,-1.087962e-04,5.414641e-05
2.246000e+00,5.710688e-02,4.840071e-02,6.632205e-02,1.530758e-03,1.109734e-04,2.281579e-08,-2.197024e-06,-1.087991e-04,5.407236e-05
2.247000e+00,5.710841e-02,4.840094e-02,6.632687e-02,1.528664e-03,1.109734e-04,2.278457e-08,-2.194078e-06,-1.088021e-04,5.399842e-05
2.248000e+00,5.710994e-02,4.840117e-02,6.633168e-02,1.526574e-03,1.109734e-04,2.275340e-08,-2.191137e-06,-1.088050e-04,5.392458e-05
2.249000e+00,5.711146e-02,4.840139e-02,6.633649e-02,1.524487e-03,1.109734e-04,2.272228e-08,-2.188199e-06,-1.088079e-04,5.385085e-05
2.250000e+00,5.711299e-02,4.840162e-02,6.634129e-02,1.522402e-03,1.109734e-04,2.269120e-08,-2.185266e-06,-1.088108e-04,5.377722e-05
2.251000e+00,5.711451e-02,4.840185e-02,6.634609e-02,1.520321e-03,1.109734e-04,2.266016e-08,-2.182336e-06,-1.088137e-04,5.370370e-05
2.252000e+00,5.711603e-02,4.840208e-02,6.635089e-02,1.518243e-03,1.109734e-04,2.262917e-08,-2.179411e-06,-1.088166e-04,5.363028e-05
2.253000e+00,5.711754e-02,4.840230e-02,6.635568e-02,1.516167e-03,1.109734e-04,2.259822e-08,-2.176489e-06,-1.088195e-04,5.355697e-05
2.254000e+00,5.711906e-02,4.840253e-02,6.636047e-02,1.514095e-03,1.109734e-04,2.256732e-08,-2.173572e-06,-1.088223e-04,5.348376e-05
2.255000e+00,5.712057e-02,4.840275e-02,6.636526e-02,1.512025e-03,1.109734e-04,2.253646e-08,-2.170658e-06,-1.088252e-04,5.341066e-05
2.256000e+00,5.712208e-02,4.840298e-02,6.637004e-02,1.509959e-03,1.109734e-04,2.250564e-08,-2.167749e-06,-1.088281e-04,5.333765e-05
2.257000e+00,5.712359e-02,4.840320e-02,6.637482e-02,1.507895e-03,1.109734e-04,2.247487e-08,-2.164843e-06,-1.088310e-04,5.326476e-05
2.258000e+00,5.712510e-02,4.840343e-02,6.637959e-02,1.505834e-03,1.109734e-04,2.244414e-08,-2.161941e-06,-1.088339e-04,5.319196e-05
2.259000e+00,5.712660e-02,4.840365e-02,6.638436e-02,1.503776e-03,1.109734e-04,2.241345e-08,-2.159044e-06,-1.088367e-04,5.311927e-05
2.260000e+00,5.712811e-02,4.840387e-02,6.638913e-02,1.501721e-03,1.109734e-04,2.238281e-08,-2.156150e-06,-1.088396e-04,5.304668e-05
2.261000e+00,5.712961e-02,4.840410e-02,6.639389e-02,1.499669e-03,1.109734e-04,2.235221e-08,-2.153261e-06,-1.088424e-04,5.297420e-05
2.262000e+00,5.713111e-02,4.840432e-02,6.639865e-02,1.497620e-03,1.109734e-04,2.232166e-08,-2.150375e-06,-1.088453e-04,5.290182e-05
2.263000e+00,5.713260e-02,4.840454e-02,6.640340e-02,1.495574e-03,1.109734e-04,2.229114e-08,-2.147493e-06,-1.088482e-04,5.282954e-05
2.264000e+00,5.713410e-02,4.840476e-02,6.640815e-02,1.493531e-03,1.109734e-04,2.226068e-08,-2.144615e-06,-1.088510e-04,5.275736e-05
2.265000e+00,5.713559e-02,4.840498e-02,6.641290e-02,1.491490e-03,1.109734e-04,2.223025e-08,-2.141741e-06,-1.088538e-04,5.268528e-05
2.266000e+00,5.713708e-02,4.840520e-02,6.641764e-02,1.489453e-03,1.109734e-04,2.219987e-08,-2.138871e-06,-1.088567e-04,5.261331e-05
2.267000e+00,5.713857e-02,4.840542e-02,6.642238e-02,1.487418e-03,1.109734e-04,2.216953e-08,-2.136005e-06,-1.088595e-04,5.254144e-05
2.268000e+00,5.714006e-02,4.840564e-02,6.642712e-02,1.485387e-03,1.109734e-04,2.213924e-08,-2.133143e-06,-1.088623e-04,5.246968e-05
2.269000e+00,5.714154e-02,4.840585e-02,6.643185e-02,1.483358e-03,1.109734e-04,2.210898e-08,-2.130285e-06,-1.088652e-04,5.239801e-05
2.270000e+00,5.714302e-02,4.840607e-02,6.643658e-02,1.481332e-03,1.109734e-04,2.207877e-08,-2.127431e-06,-1.088680e-04,5.232644e-05
2.271000e+00,5.714450e-02,4.840629e-02,6.644130e-02,1.479309e-03,1.109734e-04,2.204861e-08,-2.124580e-06,-1.088708e-04,5.225498e-05
2.272000e+00,5.714598e-02,4.840651e-02,6.644602e-02,1.477288e-03,1.109734e-04,2.201848e-08,-2.121734e-06,-1.088736e-04,5.218362e-05
2.273000e+00,5.714746e-02,4.840672e-02,6.645074e-02,1.475271e-03,1.109734e-04,2.198840e-08,-2.118891e-06,-1.088764e-04,5.211236e-05
2.274000e+00,5.714893e-02,4.840694e-02,6.645545e-02,1.473257e-03,1.109734e-04,2.195836e-08,-2.116052e-06,-1.088793e-04,5.204120e-05
2.275000e+00,5.715040e-02,4.840715e-02,6.646016e-02,1.471245e-03,1.109734e-04,2.192837e-08,-2.113217e-06,-1.088821e-04,5.197014e-05
2.276000e+00,5.715187e-02,4.840737e-02,6.646486e-02,1.469236e-03,1.109734e-04,2.189842e-08,-2.110386e-06,-1.088849e-04,5.189918e-05
2.277000e+00,5.715334e-02,4.840758e-02,6.646956e-02,1.467230e-03,1.109734e-04,2.186850e-08,-2.107559e-06,-1.088877e-04,5.182833e-05
2.278000e+00,5.715481e-02,4.840779e-02,6.647426e-02,1.465227e-03,1.109734e-04,2.183864e-08,-2.104736e-06,-1.088905e-04,5.175757e-05
2.279000e+00,5.715627e-02,4.840801e-02,6.647896e-02,1.463227e-03,1.109734e-04,2.180881e-08,-2.101916e-06,-1.088932e-04,5.168691e-05
2.280000e+00,5.715773e-02,4.840822e-02,6.648365e-02,1.461230e-03,1.109734e-04,2.177903e-08,-2.099101e-06,-1.088960e-04,5.161636e-05
2.281000e+00,5.715919e-02,4.840843e-02,6.648833e-02,1.459235e-03,1.109734e-04,2.174929e-08,-2.096289e-06,-1.088988e-04,5.154590e-05
2.282000e+00,5.716065e-02,4.840864e-02,6.649301e-02,1.457243e-03,1.109734e-04,2.171959e-08,-2.093481e-06,-1.089016e-04,5.147554e-05
2.283000e+00,5.716211e-02,4.840885e-02,6.649769e-02,1.455254e-03,1.109734e-04,2.168993e-08,-2.090677e-06,-1.089044e-04,5.140528e-05
2.284000e+00,5.716356e-02,4.840906e-02,6.650237e-02,1.453268e-03,1.109734e-04,2.166031e-08,-2.087877e-06,-1.089071e-04,5.133513e-05
2.285000e+00,5.716502e-02,4.840927e-02,6.650704e-02,1.451285e-03,1.109734e-04,2.163074e-08,-2.085081e-06,-1.089099e-04,5.126507e-05
2.286000e+00,5.716647e-02,4.840948e-02,6.651171e-02,1.449304e-03,1.109734e-04,2.160121e-08,-2.082288e-06,-1.089127e-04,5.119511e-05
2.287000e+00,5.716791e-02,4.840969e-02,6.651637e-02,1.447327e-03,1.109734e-04,2.157172e-08,-2.079499e-06,-1.089154e-04,5.112525e-05
2.288000e+00,5.716936e-02,4.840990e-02,6.652103e-02,1.445352e-03,1.109734e-04,2.154227e-08,-2.076714e-06,-1.089182e-04,5.105549e-05
2.289000e+00,5.717080e-02,4.841011e-02,6.652569e-02,1.443380e-03,1.109734e-04,2.151287e-08,-2.073933e-06,-1.089209e-04,5.098583e-05
2.290000e+00,5.717225e-02,4.841032e-02,6.653034e-02,1.441410e-03,1.109734e-04,2.148350e-08,-2.071156e-06,-1.089237e-04,5.091626e-05
2.291000e+00,5.717369e-02,4.841053e-02,6.653499e-02,1.439444e-03,1.109734e-04,2.145418e-08,-2.068382e-06,-1.089264e-04,5.084680e-05
2.292000e+00,5.717513e-02,4.841073e-02,6.653963e-02,1.437480e-03,1.109734e-04,2.142490e-08,-2.065612e-06,-1.089292e-04,5.077743e-05
2.293000e+00,5.717656e-02,4.841094e-02,6.654428e-02,1.435519e-03,1.109734e-04,2.139566e-08,-2.062846e-06,-1.089319e-04,5.070816e-05
2.294000e+00,5.717800e-02,4.841114e-02,6.654891e-02,1.433561e-03,1.109734e-04,2.136646e-08,-2.060084e-06,-1.089346e-04,5.063899e-05
2.295000e+00,5.717943e-02,4.841135e-02,6.655355e-02,1.431605e-03,1.109734e-04,2.133730e-08,-2.057326e-06,-1.089374e-04,5.056992e-05
2.296000e+00,5.718086e-02,4.841155e-02,6.655818e-02,1.429653e-03,1.109734e-04,2.130819e-08,-2.054571e-06,-1.089401e-04,5.050094e-05
2.297000e+00,5.718229e-02,4.841176e-02,6.656280e-02,1.427703e-03,1.109734e-04,2.127911e-08,-2.051820e-06,-1.089428e-04,5.043206e-05
