times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],inertia_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.555338e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,7.384323e-04,6.781029e-04,8.165131e-04,7.213197e-01,1.109734e-04,-1.035498e-04,-1.338685e-05,-1.406850e-06,2.547984e-02
2.000000e-03,1.443057e-03,1.333170e-03,1.578215e-03,6.884060e-01,1.109734e-04,-8.957541e-05,-2.496709e-05,-2.749290e-06,2.431720e-02
3.000000e-03,2.116004e-03,1.966244e-03,2.290367e-03,6.578253e-01,1.109734e-04,-7.748118e-05,-3.498380e-05,-4.031379e-06,2.323697e-02
4.000000e-03,2.759355e-03,2.578400e-03,2.957779e-03,6.291809e-01,1.109734e-04,-6.690938e-05,-4.363380e-05,-5.257081e-06,2.222514e-02
5.000000e-03,3.374961e-03,3.170572e-03,3.584674e-03,6.023135e-01,1.109734e-04,-5.767096e-05,-5.108946e-05,-6.429924e-06,2.127608e-02
6.000000e-03,3.964535e-03,3.743635e-03,4.174829e-03,5.770979e-01,1.109734e-04,-4.960092e-05,-5.750183e-05,-7.553171e-06,2.038536e-02
7.000000e-03,4.529672e-03,4.298419e-03,4.731630e-03,5.534219e-01,1.109734e-04,-4.255461e-05,-6.300326e-05,-8.629862e-06,1.954903e-02
8.000000e-03,5.071860e-03,4.835713e-03,5.258114e-03,5.311824e-01,1.109734e-04,-3.640513e-05,-6.770969e-05,-9.662828e-06,1.876345e-02
9.000000e-03,5.592485e-03,5.356272e-03,5.757007e-03,5.102837e-01,1.109734e-04,-3.104113e-05,-7.172266e-05,-1.065472e-05,1.802522e-02
1.000000e-02,6.092845e-03,5.860811e-03,6.230756e-03,4.906364e-01,1.109734e-04,-2.636497e-05,-7.513110e-05,-1.160799e-05,1.733120e-02
1.100000e-02,6.574148e-03,6.350017e-03,6.681559e-03,4.721575e-01,1.109734e-04,-2.229100e-05,-7.801287e-05,-1.252497e-05,1.667845e-02
1.200000e-02,7.037524e-03,6.824541e-03,7.111393e-03,4.547693e-01,1.109734e-04,-1.874410e-05,-8.043609e-05,-1.340778e-05,1.606424e-02
1.300000e-02,7.484027e-03,7.285005e-03,7.522032e-03,4.383997e-01,1.109734e-04,-1.565840e-05,-8.246040e-05,-1.425845e-05,1.548599e-02
1.400000e-02,7.914641e-03,7.732005e-03,7.915073e-03,4.229810e-01,1.109734e-04,-1.297615e-05,-8.413794e-05,-1.507885e-05,1.494135e-02
1.500000e-02,8.330285e-03,8.166105e-03,8.291953e-03,4.084503e-01,1.109734e-04,-1.064674e-05,-8.551435e-05,-1.587073e-05,1.442807e-02
1.600000e-02,8.731819e-03,8.587847e-03,8.653966e-03,3.947491e-01,1.109734e-04,-8.625771e-06,-8.662948e-05,-1.663573e-05,1.394409e-02
1.700000e-02,9.120042e-03,8.997744e-03,9.002280e-03,3.818226e-01,1.109734e-04,-6.874370e-06,-8.751819e-05,-1.737536e-05,1.348747e-02
1.800000e-02,9.495705e-03,9.396289e-03,9.337946e-03,3.696199e-01,1.109734e-04,-5.358458e-06,-8.821093e-05,-1.809107e-05,1.305642e-02
1.900000e-02,9.859507e-03,9.783950e-03,9.661916e-03,3.580934e-01,1.109734e-04,-4.048186e-06,-8.873428e-05,-1.878418e-05,1.264926e-02
2.000000e-02,1.021210e-02,1.016117e-02,9.975048e-03,3.471990e-01,1.109734e-04,-2.917405e-06,-8.911144e-05,-1.945594e-05,1.226443e-02
2.100000e-02,1.055410e-02,1.052839e-02,1.027812e-02,3.368953e-01,1.109734e-04,-1.943220e-06,-8.936266e-05,-2.010751e-05,1.190046e-02
2.200000e-02,1.088608e-02,1.088600e-02,1.057184e-02,3.271439e-01,1.109734e-04,-1.105585e-06,-8.950559e-05,-2.073999e-05,1.155601e-02
2.300000e-02,1.120856e-02,1.123439e-02,1.085684e-02,3.179091e-01,1.109734e-04,-3.869534e-07,-8.955561e-05,-2.135438e-05,1.122980e-02
2.400000e-02,1.152206e-02,1.157394e-02,1.113370e-02,3.091576e-01,1.109734e-04,2.280294e-07,-8.952613e-05,-2.195164e-05,1.092066e-02
2.500000e-02,1.182703e-02,1.190499e-02,1.140296e-02,3.008583e-01,1.109734e-04,7.527963e-07,-8.942881e-05,-2.253267e-05,1.062749e-02
2.600000e-02,1.212391e-02,1.222789e-02,1.166509e-02,2.929822e-01,1.109734e-04,1.199096e-06,-8.927379e-05,-2.309829e-05,1.034928e-02
2.700000e-02,1.241313e-02,1.254295e-02,1.192053e-02,2.855025e-01,1.109734e-04,1.577200e-06,-8.906989e-05,-2.364929e-05,1.008507e-02
2.800000e-02,1.269504e-02,1.285049e-02,1.216969e-02,2.783941e-01,1.109734e-04,1.896088e-06,-8.882477e-05,-2.418640e-05,9.833971e-03
2.900000e-02,1.297003e-02,1.315079e-02,1.241293e-02,2.716336e-01,1.109734e-04,2.163603e-06,-8.854506e-05,-2.471030e-05,9.595164e-03
3.000000e-02,1.323842e-02,1.344413e-02,1.265059e-02,2.651993e-01,1.109734e-04,2.386597e-06,-8.823652e-05,-2.522163e-05,9.367879e-03
3.100000e-02,1.350053e-02,1.373079e-02,1.288297e-02,2.590709e-01,1.109734e-04,2.571052e-06,-8.790414e-05,-2.572100e-05,9.151400e-03
3.200000e-02,1.375666e-02,1.401101e-02,1.311036e-02,2.532295e-01,1.109734e-04,2.722189e-06,-8.755221e-05,-2.620897e-05,8.945060e-03
3.300000e-02,1.400708e-02,1.428504e-02,1.333302e-02,2.476576e-01,1.109734e-04,2.844560e-06,-8.718447e-05,-2.668607e-05,8.748238e-03
3.400000e-02,1.425206e-02,1.455311e-02,1.355119e-02,2.423388e-01,1.109734e-04,2.942136e-06,-8.680412e-05,-2.715280e-05,8.560356e-03
3.500000e-02,1.449184e-02,1.481544e-02,1.376510e-02,2.372577e-01,1.109734e-04,3.018375e-06,-8.641390e-05,-2.760962e-05,8.380873e-03
3.600000e-02,1.472665e-02,1.507224e-02,1.397495e-02,2.324002e-01,1.109734e-04,3.076291e-06,-8.601620e-05,-2.805698e-05,8.209287e-03
3.700000e-02,1.495671e-02,1.532371e-02,1.418093e-02,2.277530e-01,1.109734e-04,3.118504e-06,-8.561304e-05,-2.849528e-05,8.045129e-03
3.800000e-02,1.518222e-02,1.557006e-02,1.438322e-02,2.233037e-01,1.109734e-04,3.147294e-06,-8.520616e-05,-2.892493e-05,7.887962e-03
3.900000e-02,1.540338e-02,1.581146e-02,1.458198e-02,2.190408e-01,1.109734e-04,3.164643e-06,-8.479704e-05,-2.934627e-05,7.737378e-03
4.000000e-02,1.562036e-02,1.604808e-02,1.477737e-02,2.149534e-01,1.109734e-04,3.172272e-06,-8.438693e-05,-2.975967e-05,7.592997e-03
4.100000e-02,1.583334e-02,1.628010e-02,1.496953e-02,2.110316e-01,1.109734e-04,3.171672e-06,-8.397690e-05,-3.016543e-05,7.454464e-03
4.200000e-02,1.604247e-02,1.650768e-02,1.515859e-02,2.072660e-01,1.109734e-04,3.164138e-06,-8.356784e-05,-3.056387e-05,7.321446e-03
4.300000e-02,1.624792e-02,1.673097e-02,1.534468e-02,2.036477e-01,1.109734e-04,3.150790e-06,-8.316051e-05,-3.095528e-05,7.193636e-03
4.400000e-02,1.644982e-02,1.695012e-02,1.552792e-02,2.001687e-01,1.109734e-04,3.132595e-06,-8.275553e-05,-3.133993e-05,7.070743e-03
4.500000e-02,1.664830e-02,1.716526e-02,1.570841e-02,1.968212e-01,1.109734e-04,3.110391e-06,-8.235342e-05,-3.171808e-05,6.952497e-03
4.600000e-02,1.684350e-02,1.737654e-02,1.588626e-02,1.935981e-01,1.109734e-04,3.084898e-06,-8.195461e-05,-3.208997e-05,6.838645e-03
4.700000e-02,1.703554e-02,1.758408e-02,1.606156e-02,1.904928e-01,1.109734e-04,3.056738e-06,-8.155944e-05,-3.245584e-05,6.728952e-03
4.800000e-02,1.722452e-02,1.778801e-02,1.623441e-02,1.874989e-01,1.109734e-04,3.026445e-06,-8.116818e-05,-3.281589e-05,6.623197e-03
4.900000e-02,1.741057e-02,1.798844e-02,1.640489e-02,1.846106e-01,1.109734e-04,2.994475e-06,-8.078106e-05,-3.317035e-05,6.521171e-03
5.000000e-02,1.759378e-02,1.818548e-02,1.657308e-02,1.818225e-01,1.109734e-04,2.961223e-06,-8.039823e-05,-3.351939e-05,6.422682e-03
5.100000e-02,1.777425e-02,1.837925e-02,1.673907e-02,1.791293e-01,1.109734e-04,2.927021e-06,-8.001983e-05,-3.386322e-05,6.327549e-03
5.200000e-02,1.795207e-02,1.856985e-02,1.690291e-02,1.765263e-01,1.109734e-04,2.892154e-06,-7.964593e-05,-3.420200e-05,6.235599e-03
5.300000e-02,1.812733e-02,1.875737e-02,1.706469e-02,1.740089e-01,1.109734e-04,2.856865e-06,-7.927660e-05,-3.453590e-05,6.146676e-03
5.400000e-02,1.830011e-02,1.894192e-02,1.722446e-02,1.715729e-01,1.109734e-04,2.821357e-06,-7.891186e-05,-3.486509e-05,6.060627e-03
5.500000e-02,1.847050e-02,1.912358e-02,1.738229e-02,1.692143e-01,1.109734e-04,2.785803e-06,-7.855171e-05,-3.518971e-05,5.977314e-03
5.600000e-02,1.863856e-02,1.930244e-02,1.753824e-02,1.669295e-01,1.109734e-04,2.750346e-06,-7.819615e-05,-3.550990e-05,5.896604e-03
5.700000e-02,1.880438e-02,1.947858e-02,1.769236e-02,1.647148e-01,1.109734e-04,2.715107e-06,-7.784514e-05,-3.582581e-05,5.818372e-03
5.800000e-02,1.896802e-02,1.965208e-02,1.784470e-02,1.625670e-01,1.109734e-04,2.680184e-06,-7.749865e-05,-3.613757e-05,5.742503e-03
5.900000e-02,1.912954e-02,1.982303e-02,1.799532e-02,1.604830e-01,1.109734e-04,2.645658e-06,-7.715662e-05,-3.644529e-05,5.668887e-03
6.000000e-02,1.928900e-02,1.999149e-02,1.814427e-02,1.584598e-01,1.109734e-04,2.611596e-06,-7.681899e-05,-3.674911e-05,5.597420e-03
6.100000e-02,1.944647e-02,2.015754e-02,1.829158e-02,1.564947e-01,1.109734e-04,2.578049e-06,-7.648571e-05,-3.704912e-05,5.528005e-03
6.200000e-02,1.960201e-02,2.032124e-02,1.843731e-02,1.545851e-01,1.109734e-04,2.545060e-06,-7.615668e-05,-3.734545e-05,5.460551e-03
6.300000e-02,1.975566e-02,2.048266e-02,1.858150e-02,1.527285e-01,1.109734e-04,2.512659e-06,-7.583185e-05,-3.763818e-05,5.394971e-03
6.400000e-02,1.990748e-02,2.064186e-02,1.872418e-02,1.509227e-01,1.109734e-04,2.480870e-06,-7.551112e-05,-3.792743e-05,5.331183e-03
6.500000e-02,2.005752e-02,2.079891e-02,1.886540e-02,1.491655e-01,1.109734e-04,2.449709e-06,-7.519443e-05,-3.821328e-05,5.269111e-03
6.600000e-02,2.020583e-02,2.095386e-02,1.900519e-02,1.474548e-01,1.109734e-04,2.419187e-06,-7.488167e-05,-3.849583e-05,5.208682e-03
6.700000e-02,2.035245e-02,2.110676e-02,1.914358e-02,1.457887e-01,1.109734e-04,2.389311e-06,-7.457279e-05,-3.877517e-05,5.149828e-03
6.800000e-02,2.049742e-02,2.125768e-02,1.928062e-02,1.441653e-01,1.109734e-04,2.360080e-06,-7.426768e-05,-3.905137e-05,5.092484e-03
6.900000e-02,2.064079e-02,2.140666e-02,1.941634e-02,1.425829e-01,1.109734e-04,2.331493e-06,-7.396626e-05,-3.932452e-05,5.036587e-03
7.000000e-02,2.078260e-02,2.155375e-02,1.955075e-02,1.410399e-01,1.109734e-04,2.303546e-06,-7.366846e-05,-3.959469e-05,4.982081e-03
7.100000e-02,2.092288e-02,2.169900e-02,1.968391e-02,1.395346e-01,1.109734e-04,2.276230e-06,-7.337419e-05,-3.986196e-05,4.928909e-03
7.200000e-02,2.106168e-02,2.184245e-02,1.981583e-02,1.380657e-01,1.109734e-04,2.249538e-06,-7.308337e-05,-4.012639e-05,4.877020e-03
7.300000e-02,2.119903e-02,2.198416e-02,1.994654e-02,1.366316e-01,1.109734e-04,2.223458e-06,-7.279593e-05,-4.038806e-05,4.826365e-03
7.400000e-02,2.133496e-02,2.212416e-02,2.007607e-02,1.352312e-01,1.109734e-04,2.197978e-06,-7.251177e-05,-4.064703e-05,4.776896e-03
7.500000e-02,2.146950e-02,2.226250e-02,2.020444e-02,1.338631e-01,1.109734e-04,2.173086e-06,-7.223084e-05,-4.090336e-05,4.728569e-03
7.600000e-02,2.160269e-02,2.239921e-02,2.033169e-02,1.325261e-01,1.109734e-04,2.148768e-06,-7.195305e-05,-4.115712e-05,4.681342e-03
7.700000e-02,2.173456e-02,2.253433e-02,2.045783e-02,1.312191e-01,1.109734e-04,2.125010e-06,-7.167833e-05,-4.140835e-05,4.635173e-03
7.800000e-02,2.186514e-02,2.266791e-02,2.058289e-02,1.299410e-01,1.109734e-04,2.101798e-06,-7.140661e-05,-4.165713e-05,4.590026e-03
7.900000e-02,2.199445e-02,2.279997e-02,2.070689e-02,1.286908e-01,1.109734e-04,2.079116e-06,-7.113782e-05,-4.190349e-05,4.545864e-03
8.000000e-02,2.212253e-02,2.293055e-02,2.082984e-02,1.274675e-01,1.109734e-04,2.056952e-06,-7.087190e-05,-4.214750e-05,4.502651e-03
8.100000e-02,2.224940e-02,2.305968e-02,2.095179e-02,1.262701e-01,1.109734e-04,2.035290e-06,-7.060878e-05,-4.238921e-05,4.460356e-03
8.200000e-02,2.237508e-02,2.318740e-02,2.107273e-02,1.250978e-01,1.109734e-04,2.014115e-06,-7.034840e-05,-4.262866e-05,4.418946e-03
8.300000e-02,2.249960e-02,2.331374e-02,2.119270e-02,1.239497e-01,1.109734e-04,1.993413e-06,-7.009069e-05,-4.286589e-05,4.378391e-03
8.400000e-02,2.262299e-02,2.343873e-02,2.131171e-02,1.228251e-01,1.109734e-04,1.973170e-06,-6.983560e-05,-4.310097e-05,4.338663e-03
8.500000e-02,2.274526e-02,2.356239e-02,2.142978e-02,1.217231e-01,1.109734e-04,1.953373e-06,-6.958307e-05,-4.333392e-05,4.299735e-03
8.600000e-02,2.286644e-02,2.368475e-02,2.154692e-02,1.206429e-01,1.109734e-04,1.934007e-06,-6.933304e-05,-4.356479e-05,4.261581e-03
8.700000e-02,2.298655e-02,2.380585e-02,2.166316e-02,1.195840e-01,1.109734e-04,1.915059e-06,-6.908547e-05,-4.379362e-05,4.224175e-03
8.800000e-02,2.310562e-02,2.392571e-02,2.177851e-02,1.185456e-01,1.109734e-04,1.896517e-06,-6.884029e-05,-4.402046e-05,4.187494e-03
8.900000e-02,2.322365e-02,2.404435e-02,2.189299e-02,1.175270e-01,1.109734e-04,1.878369e-06,-6.859745e-05,-4.424534e-05,4.151514e-03
9.000000e-02,2.334068e-02,2.416179e-02,2.200662e-02,1.165277e-01,1.109734e-04,1.860601e-06,-6.835691e-05,-4.446829e-05,4.116215e-03
9.100000e-02,2.345671e-02,2.427807e-02,2.211940e-02,1.155471e-01,1.109734e-04,1.843202e-06,-6.811863e-05,-4.468936e-05,4.081575e-03
9.200000e-02,2.357178e-02,2.439321e-02,2.223135e-02,1.145845e-01,1.109734e-04,1.826161e-06,-6.788254e-05,-4.490858e-05,4.047574e-03
9.300000e-02,2.368589e-02,2.450722e-02,2.234250e-02,1.136395e-01,1.109734e-04,1.809466e-06,-6.764862e-05,-4.512598e-05,4.014193e-03
9.400000e-02,2.379906e-02,2.462014e-02,2.245284e-02,1.127116e-01,1.109734e-04,1.793108e-06,-6.741680e-05,-4.534160e-05,3.981414e-03
9.500000e-02,2.391132e-02,2.473197e-02,2.256240e-02,1.118001e-01,1.109734e-04,1.777075e-06,-6.718706e-05,-4.555547e-05,3.949219e-03
9.600000e-02,2.402267e-02,2.484274e-02,2.267119e-02,1.109048e-01,1.109734e-04,1.761358e-06,-6.695936e-05,-4.576761e-05,3.917591e-03
9.700000e-02,2.413313e-02,2.495248e-02,2.277922e-02,1.100250e-01,1.109734e-04,1.745947e-06,-6.673364e-05,-4.597807e-05,3.886514e-03
9.800000e-02,2.424272e-02,2.506120e-02,2.288650e-02,1.091604e-01,1.109734e-04,1.730832e-06,-6.650988e-05,-4.618686e-05,3.855972e-03
9.900000e-02,2.435146e-02,2.516891e-02,2.299305e-02,1.083105e-01,1.109734e-04,1.716006e-06,-6.628804e-05,-4.639402e-05,3.825950e-03
1.000000e-01,2.445935e-02,2.527565e-02,2.309888e-02,1.074749e-01,1.109734e-04,1.701459e-06,-6.606807e-05,-4.659957e-05,3.796434e-03
1.010000e-01,2.456641e-02,2.538142e-02,2.320400e-02,1.066532e-01,1.109734e-04,1.687183e-06,-6.584996e-05,-4.680354e-05,3.767410e-03
1.020000e-01,2.467266e-02,2.548624e-02,2.330842e-02,1.058451e-01,1.109734e-04,1.673170e-06,-6.563365e-05,-4.700597e-05,3.738864e-03
1.030000e-01,2.477810e-02,2.559013e-02,2.341215e-02,1.050502e-01,1.109734e-04,1.659412e-06,-6.541912e-05,-4.720686e-05,3.710784e-03
1.040000e-01,2.488276e-02,2.569310e-02,2.351520e-02,1.042681e-01,1.109734e-04,1.645903e-06,-6.520634e-05,-4.740625e-05,3.683157e-03
1.050000e-01,2.498664e-02,2.579518e-02,2.361758e-02,1.034985e-01,1.109734e-04,1.632634e-06,-6.499528e-05,-4.760417e-05,3.655972e-03
1.060000e-01,2.508976e-02,2.589637e-02,2.371931e-02,1.027411e-01,1.109734e-04,1.619599e-06,-6.478590e-05,-4.780063e-05,3.629217e-03
1.070000e-01,2.519213e-02,2.599669e-02,2.382039e-02,1.019955e-01,1.109734e-04,1.606791e-06,-6.457817e-05,-4.799566e-05,3.602881e-03
1.080000e-01,2.529376e-02,2.609616e-02,2.392083e-02,1.012615e-01,1.109734e-04,1.594204e-06,-6.437207e-05,-4.818928e-05,3.576952e-03
1.090000e-01,2.539466e-02,2.619479e-02,2.402064e-02,1.005387e-01,1.109734e-04,1.581832e-06,-6.416758e-05,-4.838151e-05,3.551422e-03
1.100000e-01,2.549484e-02,2.629259e-02,2.411984e-02,9.982697e-02,1.109734e-04,1.569669e-06,-6.396465e-05,-4.857237e-05,3.526280e-03
1.110000e-01,2.559432e-02,2.638958e-02,2.421842e-02,9.912591e-02,1.109734e-04,1.557709e-06,-6.376327e-05,-4.876189e-05,3.501516e-03
1.120000e-01,2.569309e-02,2.648577e-02,2.431640e-02,9.843531e-02,1.109734e-04,1.545947e-06,-6.356341e-05,-4.895009e-05,3.477121e-03
1.130000e-01,2.579119e-02,2.658118e-02,2.441379e-02,9.775490e-02,1.109734e-04,1.534377e-06,-6.336505e-05,-4.913697e-05,3.453086e-03
1.140000e-01,2.588861e-02,2.667581e-02,2.451059e-02,9.708444e-02,1.109734e-04,1.522994e-06,-6.316816e-05,-4.932258e-05,3.429403e-03
1.150000e-01,2.598536e-02,2.676967e-02,2.460682e-02,9.642370e-02,1.109734e-04,1.511794e-06,-6.297271e-05,-4.950691e-05,3.406063e-03
1.160000e-01,2.608146e-02,2.686279e-02,2.470248e-02,9.577244e-02,1.109734e-04,1.500771e-06,-6.277869e-05,-4.968999e-05,3.383058e-03
1.170000e-01,2.617691e-02,2.695516e-02,2.479758e-02,9.513044e-02,1.109734e-04,1.489921e-06,-6.258608e-05,-4.987184e-05,3.360380e-03
1.180000e-01,2.627172e-02,2.704681e-02,2.489212e-02,9.449749e-02,1.109734e-04,1.479240e-06,-6.239484e-05,-5.005248e-05,3.338022e-03
1.190000e-01,2.636591e-02,2.713774e-02,2.498612e-02,9.387339e-02,1.109734e-04,1.468723e-06,-6.220497e-05,-5.023192e-05,3.315976e-03
1.200000e-01,2.645947e-02,2.722797e-02,2.507958e-02,9.325792e-02,1.109734e-04,1.458366e-06,-6.201643e-05,-5.041018e-05,3.294235e-03
1.210000e-01,2.655243e-02,2.731750e-02,2.517251e-02,9.265090e-02,1.109734e-04,1.448166e-06,-6.182921e-05,-5.058727e-05,3.272793e-03
1.220000e-01,2.664478e-02,2.740634e-02,2.526491e-02,9.205214e-02,1.109734e-04,1.438117e-06,-6.164329e-05,-5.076322e-05,3.251642e-03
1.230000e-01,2.673653e-02,2.749451e-02,2.535679e-02,9.146146e-02,1.109734e-04,1.428218e-06,-6.145866e-05,-5.093803e-05,3.230777e-03
1.240000e-01,2.682770e-02,2.758201e-02,2.544817e-02,9.087867e-02,1.109734e-04,1.418463e-06,-6.127528e-05,-5.111172e-05,3.210191e-03
1.250000e-01,2.691829e-02,2.766886e-02,2.553904e-02,9.030361e-02,1.109734e-04,1.408850e-06,-6.109314e-05,-5.128431e-05,3.189877e-03
1.260000e-01,2.700831e-02,2.775506e-02,2.562941e-02,8.973611e-02,1.109734e-04,1.399375e-06,-6.091223e-05,-5.145582e-05,3.169831e-03
1.270000e-01,2.709777e-02,2.784062e-02,2.571929e-02,8.917600e-02,1.109734e-04,1.390035e-06,-6.073253e-05,-5.162625e-05,3.150046e-03
1.280000e-01,2.718667e-02,2.792555e-02,2.580868e-02,8.862314e-02,1.109734e-04,1.380827e-06,-6.055402e-05,-5.179562e-05,3.130517e-03
1.290000e-01,2.727502e-02,2.800986e-02,2.589760e-02,8.807737e-02,1.109734e-04,1.371747e-06,-6.037668e-05,-5.196394e-05,3.111238e-03
1.300000e-01,2.736282e-02,2.809356e-02,2.598604e-02,8.753854e-02,1.109734e-04,1.362794e-06,-6.020050e-05,-5.213123e-05,3.092205e-03
1.310000e-01,2.745010e-02,2.817665e-02,2.607401e-02,8.700651e-02,1.109734e-04,1.353963e-06,-6.002546e-05,-5.229750e-05,3.073411e-03
1.320000e-01,2.753684e-02,2.825915e-02,2.616151e-02,8.648114e-02,1.109734e-04,1.345253e-06,-5.985155e-05,-5.246276e-05,3.054853e-03
1.330000e-01,2.762306e-02,2.834106e-02,2.624857e-02,8.596230e-02,1.109734e-04,1.336660e-06,-5.967874e-05,-5.262703e-05,3.036525e-03
1.340000e-01,2.770877e-02,2.842239e-02,2.633517e-02,8.544985e-02,1.109734e-04,1.328181e-06,-5.950704e-05,-5.279031e-05,3.018424e-03
1.350000e-01,2.779396e-02,2.850315e-02,2.642132e-02,8.494366e-02,1.109734e-04,1.319816e-06,-5.933641e-05,-5.295263e-05,3.000543e-03
1.360000e-01,2.787865e-02,2.858335e-02,2.650703e-02,8.444361e-02,1.109734e-04,1.311560e-06,-5.916685e-05,-5.311398e-05,2.982879e-03
1.370000e-01,2.796285e-02,2.866299e-02,2.659231e-02,8.394959e-02,1.109734e-04,1.303412e-06,-5.899835e-05,-5.327439e-05,2.965428e-03
1.380000e-01,2.804656e-02,2.874207e-02,2.667715e-02,8.346146e-02,1.109734e-04,1.295369e-06,-5.883089e-05,-5.343386e-05,2.948186e-03
1.390000e-01,2.812978e-02,2.882061e-02,2.676157e-02,8.297913e-02,1.109734e-04,1.287430e-06,-5.866445e-05,-5.359241e-05,2.931148e-03
1.400000e-01,2.821252e-02,2.889862e-02,2.684557e-02,8.250247e-02,1.109734e-04,1.279591e-06,-5.849902e-05,-5.375005e-05,2.914311e-03
1.410000e-01,2.829478e-02,2.897610e-02,2.692915e-02,8.203138e-02,1.109734e-04,1.271851e-06,-5.833460e-05,-5.390678e-05,2.897670e-03
1.420000e-01,2.837658e-02,2.905305e-02,2.701232e-02,8.156575e-02,1.109734e-04,1.264208e-06,-5.817116e-05,-5.406262e-05,2.881222e-03
1.430000e-01,2.845792e-02,2.912949e-02,2.709508e-02,8.110548e-02,1.109734e-04,1.256660e-06,-5.800870e-05,-5.421758e-05,2.864964e-03
1.440000e-01,2.853879e-02,2.920541e-02,2.717744e-02,8.065047e-02,1.109734e-04,1.249204e-06,-5.784721e-05,-5.437167e-05,2.848891e-03
1.450000e-01,2.861922e-02,2.928084e-02,2.725941e-02,8.020063e-02,1.109734e-04,1.241840e-06,-5.768666e-05,-5.452489e-05,2.833001e-03
1.460000e-01,2.869920e-02,2.935576e-02,2.734097e-02,7.975586e-02,1.109734e-04,1.234565e-06,-5.752706e-05,-5.467726e-05,2.817289e-03
1.470000e-01,2.877873e-02,2.943019e-02,2.742215e-02,7.931606e-02,1.109734e-04,1.227377e-06,-5.736838e-05,-5.482879e-05,2.801754e-03
1.480000e-01,2.885783e-02,2.950414e-02,2.750294e-02,7.888114e-02,1.109734e-04,1.220275e-06,-5.721063e-05,-5.497949e-05,2.786391e-03
1.490000e-01,2.893650e-02,2.957760e-02,2.758335e-02,7.845103e-02,1.109734e-04,1.213257e-06,-5.705378e-05,-5.512936e-05,2.771198e-03
1.500000e-01,2.901473e-02,2.965059e-02,2.766338e-02,7.802562e-02,1.109734e-04,1.206322e-06,-5.689783e-05,-5.527842e-05,2.756171e-03
1.510000e-01,2.909255e-02,2.972311e-02,2.774304e-02,7.760485e-02,1.109734e-04,1.199467e-06,-5.674276e-05,-5.542667e-05,2.741307e-03
1.520000e-01,2.916994e-02,2.979517e-02,2.782233e-02,7.718862e-02,1.109734e-04,1.192692e-06,-5.658857e-05,-5.557413e-05,2.726605e-03
1.530000e-01,2.924693e-02,2.986677e-02,2.790126e-02,7.677686e-02,1.109734e-04,1.185995e-06,-5.643525e-05,-5.572079e-05,2.712059e-03
1.540000e-01,2.932350e-02,2.993791e-02,2.797982e-02,7.636948e-02,1.109734e-04,1.179374e-06,-5.628278e-05,-5.586668e-05,2.697670e-03
1.550000e-01,2.939967e-02,3.000861e-02,2.805802e-02,7.596643e-02,1.109734e-04,1.172828e-06,-5.613116e-05,-5.601179e-05,2.683432e-03
1.560000e-01,2.947543e-02,3.007886e-02,2.813587e-02,7.556761e-02,1.109734e-04,1.166355e-06,-5.598037e-05,-5.615614e-05,2.669344e-03
1.570000e-01,2.955080e-02,3.014868e-02,2.821337e-02,7.517296e-02,1.109734e-04,1.159955e-06,-5.583041e-05,-5.629973e-05,2.655404e-03
1.580000e-01,2.962578e-02,3.021806e-02,2.829052e-02,7.478241e-02,1.109734e-04,1.153626e-06,-5.568127e-05,-5.644258e-05,2.641608e-03
1.590000e-01,2.970037e-02,3.028701e-02,2.836732e-02,7.439589e-02,1.109734e-04,1.147366e-06,-5.553294e-05,-5.658469e-05,2.627954e-03
1.600000e-01,2.977457e-02,3.035554e-02,2.844379e-02,7.401333e-02,1.109734e-04,1.141175e-06,-5.538541e-05,-5.672606e-05,2.614441e-03
1.610000e-01,2.984840e-02,3.042365e-02,2.851991e-02,7.363467e-02,1.109734e-04,1.135051e-06,-5.523867e-05,-5.686671e-05,2.601065e-03
1.620000e-01,2.992185e-02,3.049134e-02,2.859571e-02,7.325984e-02,1.109734e-04,1.128993e-06,-5.509272e-05,-5.700664e-05,2.587825e-03
1.630000e-01,2.999492e-02,3.055863e-02,2.867117e-02,7.288878e-02,1.109734e-04,1.123000e-06,-5.494754e-05,-5.714586e-05,2.574717e-03
1.640000e-01,3.006762e-02,3.062550e-02,2.874630e-02,7.252142e-02,1.109734e-04,1.117070e-06,-5.480312e-05,-5.728437e-05,2.561741e-03
1.650000e-01,3.013996e-02,3.069198e-02,2.882111e-02,7.215772e-02,1.109734e-04,1.111203e-06,-5.465947e-05,-5.742219e-05,2.548894e-03
1.660000e-01,3.021194e-02,3.075806e-02,2.889560e-02,7.179761e-02,1.109734e-04,1.105398e-06,-5.451656e-05,-5.755932e-05,2.536173e-03
1.670000e-01,3.028356e-02,3.082375e-02,2.896977e-02,7.144103e-02,1.109734e-04,1.099653e-06,-5.437440e-05,-5.769577e-05,2.523577e-03
1.680000e-01,3.035482e-02,3.088904e-02,2.904362e-02,7.108792e-02,1.109734e-04,1.093968e-06,-5.423297e-05,-5.783154e-05,2.511104e-03
